,date,PM10,NOx,NO_2,NOx,CO,Benzolµg/m³,Toluolµg/m³
2283,28.01.2016,16,31,41,88,0.4,1.0,2.4
2284,29.01.2016,20,33,43,93,0.4,1.1,2.8
2285,30.01.2016,9,13,22,43,0.3,0.8,1.6
2286,31.01.2016,13,9,18,32,0.3,0.8,1.5
2287,01.02.2016,15,45,42,110,0.4,1.2,3.2
2288,02.02.2016,11,17,25,51,0.3,0.7,1.6
2289,03.02.2016,15,19,28,57,0.3,0.8,1.5
2290,04.02.2016,14,36,36,91,0.4,1.2,2.2
2291,05.02.2016,18,43,44,109,0.4,1.4,2.9
2292,06.02.2016,21,30,41,86,0.4,1.3,3.0
2293,07.02.2016,25,20,36,66,0.5,1.6,2.9
2294,08.02.2016,10,24,36,73,0.3,0.9,2.0
2295,09.02.2016,11,27,36,77,0.4,0.9,2.0
2296,10.02.2016,12,30,39,86,0.4,1.1,2.5
2297,11.02.2016,14,33,41,91,0.4,1.1,2.5
2298,12.02.2016,33,70,67,174,0.6,1.9,4.8
2299,13.02.2016,45,31,49,96,0.6,2.3,3.7
2300,14.02.2016,52,13,27,47,0.5,2.5,2.6
2301,15.02.2016,24,33,31,81,0.5,1.6,2.4
2302,16.02.2016,22,48,56,130,0.5,1.4,3.1
2303,17.02.2016,30,24,42,79,0.4,1.6,2.4
2304,18.02.2016,41,82,59,184,0.7,2.5,4.6
2305,19.02.2016,35,59,55,145,0.6,2.0,4.1
2306,20.02.2016,27,22,35,69,0.4,1.2,2.4
2307,21.02.2016,11,11,19,36,0.3,1.0,2.8
2308,22.02.2016,7,25,35,73,0.3,0.8,2.6
2309,23.02.2016,15,32,40,89,0.4,1.5,2.5
2310,24.02.2016,14,35,46,100,0.4,1.2,2.8
2311,25.02.2016,20,56,60,145,0.5,1.4,3.3
2312,26.02.2016,25,56,58,144,0.5,1.7,4.0
2313,27.02.2016,30,34,51,103,0.5,1.8,3.3
2314,28.02.2016,49,9,36,50,0.5,2.2,2.4
2315,29.02.2016,35,18,39,66,0.4,1.5,2.5
2316,01.03.2016,33,37,50,107,0.5,1.7,3.4
2317,02.03.2016,23,40,52,113,0.5,1.6,3.2
2318,03.03.2016,25,82,78,203,0.6,2.3,4.8
2319,04.03.2016,27,71,71,178,0.6,1.8,4.3
2320,05.03.2016,51,23,44,79,0.5,4.8,3.3
2321,06.03.2016,46,27,39,81,0.6,2.4,3.3
2322,07.03.2016,36,81,71,195,0.7,2.6,5.9
2323,08.03.2016,42,102,72,227,0.8,2.5,5.9
2324,09.03.2016,49,56,62,147,0.6,3.2,3.8
2325,10.03.2016,45,18,38,65,0.5,1.8,2.5
2326,11.03.2016,33,21,40,72,0.4,1.5,2.6
2327,12.03.2016,25,10,32,47,0.3,1.1,2.1
2328,13.03.2016,26,8,30,42,0.3,1.0,1.6
2329,14.03.2016,33,37,50,106,0.4,1.3,2.4
2330,15.03.2016,21,12,31,49,0.3,0.8,1.5
2331,16.03.2016,32,16,43,68,0.4,1.3,2.0
2332,17.03.2016,40,88,86,220,0.7,2.3,5.5
2333,18.03.2016,25,37,48,105,0.4,1.1,2.7
2334,19.03.2016,25,20,35,66,0.4,1.0,2.5
2335,20.03.2016,15,13,23,43,0.3,0.8,2.0
2336,21.03.2016,15,30,39,85,0.4,1.0,2.1
2337,22.03.2016,14,36,51,106,0.4,1.2,2.6
2338,23.03.2016,18,28,46,89,0.4,0.9,2.2
2339,24.03.2016,28,51,60,139,0.5,1.4,3.1
2340,25.03.2016,31,18,34,62,0.4,1.1,2.3
2341,26.03.2016,21,18,36,63,0.4,1.0,2.4
2342,27.03.2016,31,13,29,49,0.4,1.4,2.7
2343,28.03.2016,12,12,29,48,0.3,0.8,2.0
2344,29.03.2016,10,32,46,95,0.4,0.9,2.6
2345,30.03.2016,15,38,52,109,0.4,1.2,2.9
2346,31.03.2016,20,33,58,108,0.4,1.1,3.1
2347,01.04.2016,17,22,49,83,0.4,1.0,3.0
2348,02.04.2016,23,25,54,92,0.4,1.3,3.3
2349,03.04.2016,31,16,51,75,0.5,1.7,4.4
2350,04.04.2016,43,60,91,182,0.7,2.5,7.8
2351,05.04.2016,46,45,70,138,0.6,1.8,5.8
2352,06.04.2016,23,26,43,82,0.4,0.9,2.6
2353,07.04.2016,17,30,50,97,0.4,0.7,3.3
2354,08.04.2016,23,50,61,137,0.5,1.3,3.2
2355,09.04.2016,29,35,44,98,0.5,1.2,3.9
2356,10.04.2016,20,7,26,37,0.3,0.8,1.7
2357,11.04.2016,27,19,43,72,0.4,0.9,2.5
2358,12.04.2016,46,45,64,132,0.5,1.7,4.4
2359,13.04.2016,43,46,54,125,0.5,1.5,4.1
2360,14.04.2016,29,28,53,96,0.4,1.1,2.7
2361,15.04.2016,27,59,70,161,0.5,1.6,4.8
2362,16.04.2016,14,23,41,76,0.4,1.0,3.1
2363,17.04.2016,11,10,25,41,0.3,0.7,1.9
2364,18.04.2016,15,36,47,102,0.4,1.1,3.1
2365,19.04.2016,20,23,35,71,0.3,0.8,2.4
2366,20.04.2016,19,28,44,87,0.4,1.0,2.8
2367,21.04.2016,20,30,49,95,0.4,1.1,3.6
2368,22.04.2016,18,28,44,87,0.4,0.9,2.7
2369,23.04.2016,16,16,31,56,0.3,0.8,2.1
2370,24.04.2016,10,10,20,34,0.3,0.6,1.6
2371,25.04.2016,14,31,40,87,0.4,0.9,2.3
2372,26.04.2016,12,42,51,116,0.4,1.1,3.1
2373,27.04.2016,13,28,39,81,0.4,0.8,2.2
2374,28.04.2016,14,31,51,98,0.4,1.0,2.6
2375,29.04.2016,18,47,75,147,0.5,1.4,4.8
2376,30.04.2016,20,16,53,77,0.4,1.0,3.6
2377,01.05.2016,25,3,22,27,0.3,0.8,2.0
2378,02.05.2016,19,18,53,81,0.4,1.0,3.5
2379,03.05.2016,25,36,56,112,0.4,1.1,4.2
2380,04.05.2016,16,21,40,72,0.3,0.7,2.2
2381,05.05.2016,16,5,30,37,0.3,0.7,2.6
2382,06.05.2016,24,18,57,85,0.4,1.0,4.0
2383,07.05.2016,25,8,41,53,0.4,0.8,3.3
2384,08.05.2016,24,5,29,37,0.3,0.7,2.4
2385,09.05.2016,26,11,44,60,0.3,0.8,3.1
2386,10.05.2016,26,17,52,77,0.4,1.0,3.7
2387,11.05.2016,24,20,55,86,0.4,0.9,3.4
2388,12.05.2016,28,8,35,47,0.3,0.5,2.1
2389,13.05.2016,23,6,28,38,0.3,0.4,1.8
2390,14.05.2016,21,13,30,51,0.3,0.7,2.6
2391,15.05.2016,11,8,13,25,0.3,0.4,1.3
2392,16.05.2016,12,9,15,28,0.3,0.4,1.4
2393,17.05.2016,12,31,46,93,0.4,0.8,2.7
2394,18.05.2016,28,38,70,127,0.5,1.3,5.4
2395,19.05.2016,30,38,83,141,0.5,1.1,5.5
2396,20.05.2016,27,27,50,91,0.4,0.9,3.8
2397,21.05.2016,23,17,48,74,0.4,1.4,3.5
2398,22.05.2016,21,10,49,64,0.4,0.9,4.5
2399,23.05.2016,30,22,50,83,0.4,0.9,4.4
2400,24.05.2016,29,30,41,87,0.4,0.9,4.0
2401,25.05.2016,26,34,38,89,0.4,0.9,4.0
2402,26.05.2016,36,36,45,100,0.4,1.0,4.1
2403,27.05.2016,29,38,57,115,0.5,1.2,5.7
2404,28.05.2016,26,10,37,52,0.3,0.7,3.7
2405,29.05.2016,25,3,22,27,0.3,0.4,2.1
2406,30.05.2016,31,20,60,90,0.4,1.0,4.0
2407,31.05.2016,34,27,53,94,0.5,1.0,5.6
2408,01.06.2016,28,25,53,91,0.5,1.1,4.5
2409,02.06.2016,27,38,63,121,0.6,1.4,7.7
2410,03.06.2016,25,14,45,66,0.4,1.0,4.1
2411,04.06.2016,29,14,54,75,0.4,1.1,6.0
2412,05.06.2016,27,7,36,48,0.4,0.9,5.1
2413,06.06.2016,16,13,33,53,0.3,0.3,2.6
2414,07.06.2016,23,23,64,99,0.4,1.0,4.9
2415,08.06.2016,28,24,50,87,0.4,0.9,4.9
2416,09.06.2016,30,20,41,72,0.3,0.7,3.2
2417,10.06.2016,24,19,36,65,0.3,0.6,3.0
2418,11.06.2016,15,9,31,45,0.3,0.5,2.3
2419,12.06.2016,18,4,20,25,0.3,0.4,1.6
2420,13.06.2016,28,20,43,73,0.3,0.8,3.0
2421,14.06.2016,25,37,55,112,0.4,1.2,4.7
2422,15.06.2016,17,51,56,134,0.5,1.3,5.7
2423,16.06.2016,17,37,50,106,0.4,1.1,4.9
2424,17.06.2016,18,33,42,93,0.4,0.9,3.2
2425,18.06.2016,17,17,34,60,0.4,0.8,3.3
2426,19.06.2016,18,9,21,35,0.3,0.6,2.9
2427,20.06.2016,19,31,48,95,0.4,1.0,4.2
2428,21.06.2016,15,25,43,82,0.4,0.9,4.3
2429,22.06.2016,23,40,70,131,0.5,1.6,7.4
2430,23.06.2016,22,43,79,145,0.6,1.7,8.1
2431,24.06.2016,29,30,75,121,0.5,1.8,5.9
2432,25.06.2016,33,13,42,62,0.4,0.7,3.4
2433,26.06.2016,13,8,20,32,0.3,0.5,2.4
2434,27.06.2016,17,28,49,91,0.4,0.8,4.1
2435,28.06.2016,17,31,47,94,0.4,0.9,4.1
2436,29.06.2016,18,29,49,93,0.4,1.0,4.8
2437,30.06.2016,19,37,64,121,0.5,1.5,5.8
2438,01.07.2016,18,32,54,103,0.4,1.0,4.5
2439,02.07.2016,15,17,30,56,0.3,0.7,2.9
2440,03.07.2016,12,12,22,40,0.3,0.5,2.7
2441,04.07.2016,13,34,52,103,0.4,1.0,4.4
2442,05.07.2016,20,33,52,102,0.4,1.0,3.9
2443,06.07.2016,15,21,28,60,0.3,0.6,2.0
2444,07.07.2016,14,28,43,86,0.4,0.9,3.9
2445,08.07.2016,20,29,58,102,0.4,1.2,4.3
2446,09.07.2016,14,18,35,63,0.3,0.8,2.9
2447,10.07.2016,16,9,31,45,0.3,0.7,3.1
2448,11.07.2016,21,29,53,98,0.4,1.0,4.4
2449,12.07.2016,19,28,52,95,0.4,1.0,3.9
2450,13.07.2016,18,18,46,74,0.3,0.8,3.0
2451,14.07.2016,13,14,28,50,0.3,0.4,1.7
2452,15.07.2016,12,28,36,79,0.3,0.8,2.8
2453,16.07.2016,15,17,34,60,0.3,0.6,2.8
2454,17.07.2016,15,11,23,40,0.3,0.6,2.4
2455,18.07.2016,16,31,44,91,0.4,0.9,3.5
2456,19.07.2016,21,30,42,89,0.4,1.0,4.4
2457,20.07.2016,19,24,48,85,0.4,1.0,5.5
2458,21.07.2016,27,33,70,120,0.5,1.3,6.4
2459,22.07.2016,22,12,36,54,0.3,0.7,4.1
2460,23.07.2016,23,6,27,36,0.3,0.5,2.6
2461,24.07.2016,35,4,25,32,0.4,0.7,2.8
2462,25.07.2016,33,20,53,84,0.4,1.0,4.9
2463,26.07.2016,25,15,38,61,0.3,0.7,3.2
2464,27.07.2016,23,22,47,81,0.4,0.9,3.4
2465,28.07.2016,28,33,52,102,0.4,1.1,4.8
2466,29.07.2016,20,25,43,82,0.4,0.9,3.9
2467,30.07.2016,14,14,29,51,0.3,0.7,3.5
2468,31.07.2016,16,9,28,42,0.3,0.7,3.0
2469,01.08.2016,15,24,32,69,0.3,0.7,3.1
2470,02.08.2016,18,37,54,110,0.4,1.1,4.5
2471,03.08.2016,14,35,33,88,0.4,1.0,3.8
2472,04.08.2016,16,36,36,92,0.4,1.0,4.1
2473,05.08.2016,20,39,44,103,0.4,1.0,3.8
2474,06.08.2016,13,13,22,41,0.2,0.6,2.1
2475,07.08.2016,15,9,26,40,0.3,0.7,3.0
2476,08.08.2016,23,25,40,78,0.3,0.8,3.7
2477,09.08.2016,17,24,33,70,0.3,0.7,2.9
2478,10.08.2016,12,28,32,74,0.3,0.8,3.0
2479,11.08.2016,13,31,34,81,0.3,0.8,3.0
2480,12.08.2016,14,33,34,85,0.4,1.0,3.6
2481,13.08.2016,20,14,22,44,0.3,0.7,2.9
2482,14.08.2016,12,10,18,33,0.3,0.6,2.5
2483,15.08.2016,14,17,29,56,0.2,0.5,2.4
2484,16.08.2016,15,22,32,66,0.3,0.6,2.8
2485,17.08.2016,14,31,45,93,0.4,1.0,4.0
2486,18.08.2016,19,32,46,95,0.4,1.0,4.6
2487,19.08.2016,22,43,61,127,0.5,1.5,7.4
2488,20.08.2016,23,17,44,70,0.4,1.0,4.4
2489,21.08.2016,15,13,29,49,0.3,0.8,3.6
2490,22.08.2016,16,26,37,76,0.3,0.9,4.3
2491,23.08.2016,17,30,39,85,0.4,1.3,6.1
2492,24.08.2016,18,34,58,110,0.4,1.5,7.0
2493,25.08.2016,20,28,60,102,0.4,1.2,4.7
2494,26.08.2016,27,30,82,128,0.4,1.4,6.2
2495,27.08.2016,29,9,41,55,0.3,1.1,5.0
2496,28.08.2016,27,11,50,67,0.4,1.4,5.4
2497,29.08.2016,17,21,33,64,0.3,1.3,6.6
2498,30.08.2016,13,25,41,80,0.3,1.0,4.4
2499,31.08.2016,20,52,79,158,0.5,1.7,7.4
2500,01.09.2016,27,30,67,113,0.4,1.3,5.7
2501,02.09.2016,24,37,66,124,0.5,1.5,6.9
2502,03.09.2016,22,17,42,67,0.4,1.2,5.6
2503,04.09.2016,15,14,35,57,0.3,0.8,3.7
2504,05.09.2016,13,26,33,72,0.3,0.7,2.4
2505,06.09.2016,13,50,66,142,0.4,1.5,6.9
2506,07.09.2016,23,61,83,176,0.5,1.7,8.0
2507,08.09.2016,33,51,101,178,0.5,2.2,8.1
2508,09.09.2016,32,32,80,129,0.5,1.4,6.9
2509,10.09.2016,31,14,55,77,0.4,1.1,5.7
2510,11.09.2016,29,6,35,43,0.3,0.8,3.4
2511,12.09.2016,36,21,82,114,0.5,1.3,5.8
2512,13.09.2016,42,21,76,108,0.4,1.2,5.4
2513,14.09.2016,36,12,51,68,0.3,0.8,3.3
2514,15.09.2016,26,15,53,75,0.3,0.8,3.3
2515,16.09.2016,40,21,68,100,0.4,1.0,4.0
2516,17.09.2016,32,6,34,43,0.3,0.7,2.5
2517,18.09.2016,22,5,19,27,0.2,0.6,1.7
2518,19.09.2016,23,14,35,57,0.2,0.6,1.9
2519,20.09.2016,21,27,48,90,0.3,0.8,3.0
2520,21.09.2016,24,18,43,70,0.3,0.7,2.8
2521,22.09.2016,26,67,78,180,0.6,1.8,7.3
2522,23.09.2016,31,64,84,182,0.5,1.7,6.9
2523,24.09.2016,27,37,59,116,0.5,1.4,5.5
2524,25.09.2016,27,13,53,72,0.4,1.3,4.5
2525,26.09.2016,39,59,83,173,0.5,1.9,6.5
2526,27.09.2016,35,52,82,160,0.5,1.8,6.8
2527,28.09.2016,31,31,43,91,0.4,1.0,3.5
2528,29.09.2016,25,34,47,100,0.4,1.1,4.3
2529,30.09.2016,17,39,49,109,0.3,0.9,3.4
2530,01.10.2016,23,54,53,136,0.5,1.6,4.9
2531,02.10.2016,17,28,32,75,0.4,1.2,4.2
2532,03.10.2016,14,10,24,39,0.2,0.6,1.9
2533,04.10.2016,13,10,26,42,0.2,0.5,1.4
2534,05.10.2016,8,8,24,36,0.2,0.3,0.9
2535,06.10.2016,11,14,29,51,0.2,0.6,1.5
2536,07.10.2016,13,31,31,79,0.3,0.8,2.1
2537,08.10.2016,8,6,20,29,0.2,0.4,1.0
2538,09.10.2016,10,22,28,61,0.3,0.8,2.2
2539,10.10.2016,15,67,51,154,0.5,1.5,4.2
2540,11.10.2016,15,41,37,100,0.4,1.2,2.7
2541,12.10.2016,19,29,26,70,0.3,1.1,2.1
2542,13.10.2016,27,27,33,74,0.3,1.2,2.3
2543,14.10.2016,34,30,39,85,0.4,1.5,2.6
2544,15.10.2016,36,42,42,106,0.5,2.2,3.7
2545,16.10.2016,52,29,25,70,0.5,2.2,3.1
2546,17.10.2016,35,59,42,132,0.6,2.3,3.9
2547,18.10.2016,45,79,48,168,0.6,2.4,4.7
2548,19.10.2016,18,65,61,160,0.5,1.4,3.8
2549,20.10.2016,24,65,57,157,0.5,1.4,3.8
2550,21.10.2016,24,77,58,176,0.5,1.9,4.2
2551,22.10.2016,26,49,43,119,0.5,1.5,3.5
2552,23.10.2016,25,26,32,72,0.4,1.3,3.1
2553,24.10.2016,56,46,41,112,0.6,2.5,3.6
2554,25.10.2016,41,39,40,99,0.5,2.2,3.2
2555,26.10.2016,27,79,57,178,0.6,2.0,4.2
2556,27.10.2016,41,73,51,163,0.6,1.8,4.1
2557,28.10.2016,25,36,40,95,0.4,1.1,2.6
2558,29.10.2016,16,22,36,69,0.3,0.8,1.9
2559,30.10.2016,17,20,35,65,0.3,0.9,2.0
2560,31.10.2016,23,85,54,184,0.5,1.7,4.2
2561,01.11.2016,22,56,44,130,0.4,1.2,2.8
2562,02.11.2016,10,33,34,84,0.3,0.8,1.6
2563,03.11.2016,14,82,57,182,0.5,1.7,3.9
2564,04.11.2016,24,75,58,173,0.5,1.8,4.1
2565,05.11.2016,30,48,49,122,0.5,1.7,3.7
2566,06.11.2016,26,35,45,98,0.4,1.3,3.4
2567,07.11.2016,,17,36,61,0.3,0.9,1.5
2568,08.11.2016,,68,50,154,0.4,1.3,2.6
2569,09.11.2016,22,84,56,184,0.5,1.7,3.4
2570,10.11.2016,54,48,46,118,0.5,2.4,3.1
2571,11.11.2016,53,43,51,117,0.5,2.3,3.2
2572,12.11.2016,38,74,60,174,0.7,2.8,4.5
2573,13.11.2016,40,111,68,238,1.0,3.8,6.2
2574,14.11.2016,34,119,77,259,0.7,2.8,4.8
2575,15.11.2016,,42,42,106,,,
2576,16.11.2016,,,,,,,
2577,17.11.2016,,,,,,,
2578,18.11.2016,9,41,54,117,,,3.7
2579,19.11.2016,12,47,53,124,0.4,11.2,2.6
2580,20.11.2016,13,18,31,59,0.3,1.7,1.7
2581,21.11.2016,25,89,63,199,0.6,2.2,4.5
2582,22.11.2016,38,142,72,289,0.8,3.4,7.4
2583,23.11.2016,44,183,70,349,0.9,3.7,9.0
2584,24.11.2016,26,51,52,130,0.5,1.8,3.7
2585,25.11.2016,28,65,69,168,0.5,1.7,4.1
2586,26.11.2016,25,36,43,98,0.4,1.4,2.6
2587,27.11.2016,15,11,25,41,0.3,0.9,1.3
2588,28.11.2016,11,27,49,91,0.3,1.1,2.0
2589,29.11.2016,19,65,62,161,0.5,1.8,3.5
2590,30.11.2016,23,47,54,125,0.4,1.7,2.6
2591,01.12.2016,17,33,37,87,0.3,1.2,2.0
2592,02.12.2016,11,35,45,98,0.3,1.2,2.2
2593,03.12.2016,21,68,63,167,0.5,1.9,3.3
2594,04.12.2016,35,51,52,131,0.5,2.0,3.4
2595,05.12.2016,35,107,61,225,0.7,2.7,4.3
2596,06.12.2016,30,82,69,194,0.6,2.3,3.5
2597,07.12.2016,31,77,60,177,0.6,2.1,3.3
2598,08.12.2016,23,50,59,136,0.4,1.7,3.1
2599,09.12.2016,25,40,47,108,0.4,1.5,2.5
2600,10.12.2016,25,25,37,75,0.4,1.3,2.2
2601,11.12.2016,16,12,23,41,0.3,1.0,1.5
2602,12.12.2016,14,49,58,133,0.4,,0.6
2603,13.12.2016,25,109,65,232,0.6,2.5,2.7
2604,14.12.2016,23,46,51,120,0.4,1.7,2.6
2605,15.12.2016,22,63,64,159,0.5,1.9,3.3
2606,16.12.2016,30,104,71,231,0.6,2.7,4.7
2607,17.12.2016,32,51,44,122,0.5,2.4,3.9
2608,18.12.2016,26,35,48,101,0.5,1.9,3.1
2609,19.12.2016,22,96,62,208,0.6,2.4,4.3
2610,20.12.2016,32,63,48,145,0.6,2.8,3.7
2611,21.12.2016,35,87,52,185,0.7,3.4,4.3
2612,22.12.2016,29,87,59,192,0.7,3.1,4.1
2613,23.12.2016,24,53,51,132,0.5,1.9,3.2
2614,24.12.2016,18,21,31,63,0.4,1.5,2.0
2615,25.12.2016,10,9,17,31,0.3,1.0,1.4
2616,26.12.2016,9,9,15,29,0.2,1.0,1.4
2617,27.12.2016,18,13,26,46,0.2,0.8,1.2
2618,28.12.2016,10,14,34,55,0.3,1.1,1.6
2619,29.12.2016,22,56,59,144,0.5,1.7,2.9
2620,30.12.2016,28,80,56,178,0.6,2.3,3.4
2621,31.12.2016,31,41,49,111,0.4,1.9,2.4
2622,01.01.2017,61,31,40,88,0.4,2.2,2.2
2623,02.01.2017,23,46,49,120,0.4,1.8,2.5
2624,03.01.2017,16,22,30,64,0.3,1.1,1.5
2625,04.01.2017,10,19,30,59,0.3,1.0,1.4
2626,05.01.2017,8,6,24,33,0.2,0.8,1.0
2627,06.01.2017,14,62,70,164,0.5,1.9,3.0
2628,07.01.2017,24,37,52,108,0.4,1.8,2.6
2629,08.01.2017,43,43,51,116,0.5,2.1,2.5
2630,09.01.2017,33,106,56,218,0.6,2.7,4.1
2631,10.01.2017,28,81,68,191,0.6,2.5,3.7
2632,11.01.2017,33,47,48,120,0.5,2.2,2.5
2633,12.01.2017,16,32,42,91,0.3,1.2,1.9
2634,13.01.2017,15,42,52,116,0.4,1.7,2.7
2635,14.01.2017,18,37,48,104,0.4,,
2636,15.01.2017,12,13,24,43,0.3,,
2637,16.01.2017,14,40,53,114,0.4,,2.5
2638,17.01.2017,25,135,88,294,0.7,2.8,5.0
2639,18.01.2017,32,81,68,192,0.6,2.2,3.2
2640,19.01.2017,35,74,63,176,0.6,3.0,3.5
2641,20.01.2017,39,79,70,191,0.6,2.7,3.7
2642,21.01.2017,31,53,63,144,0.6,2.4,3.9
2643,22.01.2017,39,22,43,76,0.5,2.2,2.3
2644,23.01.2017,43,50,51,128,0.6,2.9,2.9
2645,24.01.2017,41,67,48,151,0.5,2.1,2.8
2646,25.01.2017,38,84,53,182,0.6,2.3,3.8
2647,26.01.2017,36,70,60,168,0.6,2.6,3.7
2648,27.01.2017,54,103,91,249,0.8,3.6,5.5
2649,28.01.2017,53,48,73,147,0.7,3.7,3.9
2650,29.01.2017,45,36,63,119,0.6,3.1,3.2
2651,30.01.2017,48,83,78,204,0.8,3.6,3.9
2652,31.01.2017,48,54,58,139,0.7,4.0,3.1
2653,01.02.2017,68,67,70,172,0.9,5.4,4.4
2654,02.02.2017,56,75,72,187,0.9,5.5,4.5
2655,03.02.2017,59,81,64,188,1.0,5.8,5.3
2656,04.02.2017,54,44,55,122,0.9,5.4,4.6
2657,05.02.2017,51,18,35,62,0.9,5.9,3.7
2658,06.02.2017,38,21,41,73,0.5,2.6,2.3
2659,07.02.2017,33,21,41,73,0.4,1.9,1.9
2660,08.02.2017,47,21,37,69,0.4,2.3,2.2
2661,09.02.2017,57,30,47,93,0.5,2.7,2.4
2662,10.02.2017,72,18,43,70,0.6,3.4,2.4
2663,11.02.2017,62,10,40,55,0.5,3.2,2.2
2664,12.02.2017,63,7,31,41,0.5,3.2,1.8
2665,13.02.2017,69,29,59,104,0.6,3.1,2.6
2666,14.02.2017,79,66,74,175,0.7,3.8,3.9
2667,15.02.2017,89,175,123,391,1.2,5.7,8.5
2668,16.02.2017,48,105,92,253,0.8,3.4,5.9
2669,17.02.2017,34,65,63,163,0.5,2.0,3.4
2670,18.02.2017,18,32,44,94,0.4,1.7,2.3
2671,19.02.2017,26,18,33,60,0.4,1.6,2.7
2672,20.02.2017,24,34,38,90,0.4,1.5,2.3
2673,21.02.2017,13,35,43,97,0.3,1.2,2.2
2674,22.02.2017,12,28,38,81,0.3,1.2,2.0
2675,23.02.2017,14,38,47,106,0.4,1.3,2.2
2676,24.02.2017,8,29,41,86,0.3,1.3,2.1
2677,25.02.2017,19,24,38,75,0.4,1.4,2.1
2678,26.02.2017,16,13,31,50,0.3,1.3,1.8
2679,27.02.2017,21,53,68,149,0.5,2.0,4.2
2680,28.02.2017,12,27,44,85,0.3,1.3,2.5
2681,01.03.2017,13,40,51,112,0.4,1.4,2.5
2682,02.03.2017,12,31,42,89,0.3,1.4,3.0
2683,03.03.2017,21,54,70,153,0.5,2.0,4.2
2684,04.03.2017,24,35,74,127,0.5,2.9,5.0
2685,05.03.2017,16,16,38,63,0.4,1.5,2.4
2686,06.03.2017,21,67,71,174,0.5,2.3,4.6
2687,07.03.2017,15,22,37,72,0.4,1.4,1.8
2688,08.03.2017,25,44,48,114,0.4,2.3,2.0
2689,09.03.2017,21,54,55,138,0.5,1.9,2.6
2690,10.03.2017,13,26,48,88,0.4,1.3,2.4
2691,11.03.2017,21,19,45,74,0.3,1.4,2.7
2692,12.03.2017,31,16,41,65,0.4,2.0,2.3
2693,13.03.2017,37,72,80,190,0.6,2.5,4.7
2694,14.03.2017,33,57,64,151,0.5,2.1,3.8
2695,15.03.2017,24,34,46,98,0.4,1.4,2.5
2696,16.03.2017,22,46,61,131,0.4,1.6,3.2
2697,17.03.2017,28,37,49,105,0.4,1.4,2.5
2698,18.03.2017,13,13,23,42,0.3,0.9,1.5
2699,19.03.2017,14,17,34,60,0.3,1.5,2.4
2700,20.03.2017,15,32,38,87,0.4,1.3,2.7
2701,21.03.2017,13,35,50,103,0.4,1.4,2.9
2702,22.03.2017,18,52,61,140,0.4,1.7,3.6
2703,23.03.2017,27,23,49,85,0.4,1.6,2.4
2704,24.03.2017,18,27,54,94,0.4,1.4,2.8
2705,25.03.2017,15,21,45,77,0.4,1.3,2.5
2706,26.03.2017,20,30,56,101,0.5,1.7,3.8
2707,27.03.2017,22,78,91,210,0.6,2.6,6.6
2708,28.03.2017,35,74,94,208,0.6,2.4,5.7
2709,29.03.2017,30,33,49,99,0.4,1.5,2.9
2710,30.03.2017,30,54,60,142,0.5,1.7,3.8
2711,31.03.2017,29,40,67,128,0.5,1.7,4.5
2712,01.04.2017,32,18,52,79,0.4,1.5,3.4
2713,02.04.2017,20,8,28,40,0.3,1.1,2.2
2714,03.04.2017,21,13,40,59,0.3,1.2,2.1
2715,04.04.2017,37,26,56,97,0.4,1.5,3.0
2716,05.04.2017,30,35,44,98,0.4,1.4,2.8
2717,06.04.2017,16,22,34,68,0.3,1.0,1.7
2718,07.04.2017,16,32,41,90,0.3,1.3,2.6
2719,08.04.2017,14,17,33,59,0.3,1.1,2.5
2720,09.04.2017,26,17,48,74,0.4,1.6,3.8
2721,10.04.2017,29,24,41,78,0.3,1.2,2.7
2722,11.04.2017,12,26,38,78,0.3,1.2,2.1
2723,12.04.2017,31,30,39,86,0.3,1.2,2.2
2724,13.04.2017,11,24,34,71,0.3,1.3,2.2
2725,14.04.2017,13,8,16,28,0.2,0.8,1.3
2726,15.04.2017,26,18,31,58,0.3,1.1,2.0
2727,16.04.2017,13,11,25,43,0.3,1.4,1.9
2728,17.04.2017,12,11,28,44,0.3,1.1,1.6
2729,18.04.2017,17,14,33,55,0.3,1.1,1.8
2730,19.04.2017,11,10,30,45,0.2,0.9,1.3
2731,20.04.2017,16,32,57,106,0.4,1.2,2.6
2732,21.04.2017,28,28,42,85,0.3,1.2,2.8
2733,22.04.2017,11,16,25,50,0.2,0.9,1.6
2734,23.04.2017,11,10,21,36,0.2,0.8,1.4
2735,24.04.2017,16,35,47,101,0.4,1.4,3.1
2736,25.04.2017,17,39,50,110,0.4,1.4,3.1
2737,26.04.2017,12,49,65,140,0.4,1.6,3.7
2738,27.04.2017,16,49,66,140,0.4,1.7,3.7
2739,28.04.2017,31,52,76,156,0.5,1.8,4.3
2740,29.04.2017,17,25,45,83,0.3,1.3,2.8
2741,30.04.2017,18,10,30,45,0.3,1.2,2.1
2742,01.05.2017,26,3,15,20,0.3,1.0,1.2
2743,02.05.2017,27,11,32,49,0.3,1.2,1.8
2744,03.05.2017,32,13,32,52,0.3,1.4,1.9
2745,04.05.2017,15,16,43,67,0.3,1.4,2.2
2746,05.05.2017,26,43,56,122,0.4,1.9,3.6
2747,06.05.2017,,,,,,,
2748,07.05.2017,,,,,,,
2749,08.05.2017,,,,,,,2.1
2750,09.05.2017,11,38,51,110,0.4,1.4,2.9
