,date,PM10,NOx,NO_2,NOx,CO,Benzolµg/m³,Toluolµg/m³
3218,20.08.2018,21,30,42,88,0.3,1.1,3.8
3219,21.08.2018,16,19,38,66,0.3,1.0,3.2
3220,22.08.2018,28,35,70,123,0.4,2.1,6.5
3221,23.08.2018,33,45,85,154,0.5,2.1,8.2
3222,24.08.2018,30,25,41,79,0.4,1.1,3.8
3223,25.08.2018,24,18,31,59,0.4,1.0,2.8
3224,26.08.2018,11,12,28,47,0.3,0.8,3.0
3225,27.08.2018,20,31,41,87,0.3,1.2,3.6
3226,28.08.2018,20,35,45,98,0.4,1.4,4.5
3227,29.08.2018,27,31,62,110,0.4,1.6,4.9
3228,30.08.2018,25,31,47,94,0.4,1.4,3.7
3229,31.08.2018,16,32,43,92,0.3,1.2,3.5
3230,01.09.2018,20,14,36,57,0.3,0.8,2.5
3231,02.09.2018,17,2,21,24,0.3,0.6,1.7
3232,03.09.2018,25,9,32,46,0.3,0.8,2.1
3233,04.09.2018,24,8,34,46,0.3,0.7,2.3
3234,05.09.2018,26,10,34,49,0.3,0.9,2.7
3235,06.09.2018,28,13,38,58,0.3,0.9,2.9
3236,07.09.2018,25,36,54,109,0.4,1.3,4.0
3237,08.09.2018,15,27,47,88,0.4,1.2,3.9
3238,09.09.2018,18,13,47,67,0.4,,
3239,10.09.2018,24,38,66,123,0.5,,
3240,11.09.2018,25,32,50,99,0.4,1.5,4.7
3241,12.09.2018,18,22,36,70,0.3,0.8,2.5
3242,13.09.2018,12,16,36,60,0.3,0.8,2.2
3243,14.09.2018,19,36,49,104,0.4,1.2,3.5
3244,15.09.2018,17,17,33,59,0.3,0.9,2.7
3245,16.09.2018,18,23,47,82,0.4,1.5,4.9
3246,17.09.2018,27,60,89,180,0.6,2.3,8.3
3247,18.09.2018,42,44,95,162,0.5,2.0,6.9
3248,19.09.2018,43,29,70,114,0.4,,5.6
3249,20.09.2018,68,54,76,157,0.6,2.4,8.8
3250,21.09.2018,57,21,43,76,0.3,1.0,3.4
3251,22.09.2018,11,15,23,46,0.3,0.7,1.9
3252,23.09.2018,9,12,24,43,0.3,0.7,1.8
3253,24.09.2018,10,25,32,69,0.3,0.8,1.9
3254,25.09.2018,12,40,52,114,0.4,1.3,3.3
3255,26.09.2018,14,35,44,97,0.4,1.0,2.8
3256,27.09.2018,19,33,47,98,0.4,1.3,3.9
3257,28.09.2018,17,30,38,84,0.3,0.8,2.1
3258,29.09.2018,15,33,46,96,0.4,1.3,3.4
3259,30.09.2018,16,28,47,89,0.5,1.5,4.4
3260,01.10.2018,17,60,57,148,0.5,1.6,4.5
3261,02.10.2018,10,31,31,78,0.3,0.9,2.1
3262,03.10.2018,12,9,16,31,0.3,0.6,1.5
3263,04.10.2018,15,39,41,101,0.4,1.2,3.4
3264,05.10.2018,21,54,67,149,0.5,1.7,4.8
3265,06.10.2018,25,34,56,107,0.5,2.0,5.8
3266,07.10.2018,14,8,28,40,0.3,0.8,2.0
3267,08.10.2018,16,82,74,199,0.6,2.6,7.2
3268,09.10.2018,34,107,77,241,0.8,3.0,8.6
3269,10.10.2018,37,68,65,169,0.6,2.3,7.0
3270,11.10.2018,45,39,77,137,0.5,2.2,6.0
3271,12.10.2018,45,82,100,225,0.7,3.0,8.7
3272,13.10.2018,40,32,75,124,0.5,2.0,5.9
3273,14.10.2018,41,11,44,61,0.4,1.6,4.1
3274,15.10.2018,46,50,81,156,0.5,2.1,5.9
3275,16.10.2018,55,94,89,232,0.8,3.1,8.7
3276,17.10.2018,65,111,91,262,1.0,3.8,11.6
3277,18.10.2018,49,85,53,182,0.7,2.6,7.2
3278,19.10.2018,16,31,47,94,0.4,1.2,3.4
3279,20.10.2018,21,26,45,86,0.3,1.1,2.8
3280,21.10.2018,20,25,42,80,0.4,1.5,4.2
3281,22.10.2018,18,46,48,118,0.4,1.1,3.0
3282,23.10.2018,10,20,23,53,0.2,0.7,1.7
3283,24.10.2018,12,16,29,54,0.2,0.7,1.6
3284,25.10.2018,9,24,30,66,0.2,0.7,1.6
3285,26.10.2018,17,34,41,93,0.3,1.2,3.2
3286,27.10.2018,9,15,24,47,0.2,0.7,1.8
3287,28.10.2018,8,5,16,24,0.2,0.6,1.1
3288,29.10.2018,13,9,17,32,0.2,0.9,1.4
3289,30.10.2018,25,29,34,79,0.4,1.5,2.9
3290,31.10.2018,13,39,49,108,0.4,1.8,4.6
3291,01.11.2018,29,66,60,161,0.6,3.3,8.4
3292,02.11.2018,18,73,62,174,0.6,2.4,6.1
3293,03.11.2018,26,31,51,99,0.4,1.5,3.5
3294,04.11.2018,37,14,28,49,0.4,2.0,3.3
3295,05.11.2018,43,53,53,133,0.6,3.0,5.6
3296,06.11.2018,35,76,66,183,0.6,2.7,7.1
3297,07.11.2018,43,110,66,234,0.7,3.2,8.6
3298,08.11.2018,30,97,59,207,0.7,2.4,6.5
3299,09.11.2018,32,62,47,142,0.5,1.9,5.4
3300,10.11.2018,33,45,41,109,0.5,2.3,5.6
3301,11.11.2018,28,32,35,83,0.4,2.0,4.4
3302,12.11.2018,21,83,52,178,0.6,2.2,5.8
3303,13.11.2018,16,68,50,153,0.5,1.7,4.1
3304,14.11.2018,26,67,55,157,0.5,1.7,4.9
3305,15.11.2018,24,68,58,161,0.5,1.9,5.2
3306,16.11.2018,24,44,44,111,0.4,1.8,4.2
3307,17.11.2018,34,17,32,58,0.4,2.1,2.6
3308,18.11.2018,32,16,34,58,0.4,1.9,2.6
3309,19.11.2018,13,11,24,41,0.2,0.9,1.6
3310,20.11.2018,25,13,26,45,0.3,1.3,1.8
3311,21.11.2018,34,15,30,53,0.3,1.6,2.0
3312,22.11.2018,34,31,38,85,0.4,1.7,2.7
3313,23.11.2018,44,84,41,169,0.7,3.4,5.7
3314,24.11.2018,45,58,36,125,0.8,4.2,5.2
3315,25.11.2018,42,33,26,77,0.7,4.1,4.2
3316,26.11.2018,28,24,32,68,0.4,2.3,2.8
3317,27.11.2018,29,60,61,152,0.5,2.2,4.3
3318,28.11.2018,24,69,63,169,0.5,2.1,4.1
3319,29.11.2018,34,51,52,131,0.5,2.2,3.6
3320,30.11.2018,29,62,51,146,0.5,2.2,3.8
3321,01.12.2018,29,51,43,121,0.5,2.4,5.0
3322,02.12.2018,14,21,29,61,0.4,1.4,2.3
3323,03.12.2018,11,52,48,127,0.4,1.6,4.0
3324,04.12.2018,12,33,39,90,0.3,1.0,2.1
3325,05.12.2018,18,83,62,189,0.5,1.7,4.5
3326,06.12.2018,18,65,54,153,0.5,1.8,4.0
3327,07.12.2018,12,38,38,96,0.4,1.3,2.8
3328,08.12.2018,7,15,22,45,0.2,0.7,1.5
3329,09.12.2018,6,10,17,33,0.2,0.7,1.2
3330,10.12.2018,10,25,27,65,0.3,0.8,1.5
3331,11.12.2018,8,25,27,65,0.3,1.2,1.9
3332,12.12.2018,17,22,39,72,0.4,1.6,2.3
3333,13.12.2018,23,37,36,92,0.4,1.8,2.9
3334,14.12.2018,25,26,36,76,0.4,1.7,2.6
3335,15.12.2018,24,25,31,70,0.4,1.8,2.8
3336,16.12.2018,27,23,32,67,0.4,2.1,2.9
3337,17.12.2018,32,99,52,203,0.7,2.8,5.8
3338,18.12.2018,25,93,55,197,0.6,2.3,5.3
3339,19.12.2018,24,71,53,162,0.5,2.2,4.4
3340,20.12.2018,28,82,50,174,0.6,2.8,5.1
3341,21.12.2018,11,51,49,128,0.4,1.4,3.2
3342,22.12.2018,8,26,30,70,0.3,1.2,2.1
3343,23.12.2018,13,15,27,51,0.3,0.9,1.8
3344,24.12.2018,9,14,21,42,0.3,1.1,1.7
3345,25.12.2018,9,10,14,30,0.3,1.0,1.6
3346,26.12.2018,17,11,17,35,0.3,0.9,1.6
3347,27.12.2018,18,24,29,67,0.4,1.2,2.2
3348,28.12.2018,16,32,34,83,0.3,1.0,2.0
3349,29.12.2018,21,23,39,74,0.4,1.3,2.3
3350,30.12.2018,9,6,17,27,0.2,0.7,1.0
3351,31.12.2018,21,23,32,67,0.3,1.0,2.2
3352,01.01.2019,24,7,11,22,0.2,0.7,0.8
3353,02.01.2019,11,8,21,34,0.2,0.6,0.9
3354,03.01.2019,11,40,50,111,0.4,1.3,3.1
3355,04.01.2019,15,30,38,84,0.3,1.1,2.1
3356,05.01.2019,8,7,21,31,0.2,0.6,1.3
3357,06.01.2019,11,11,29,47,0.3,0.9,1.5
3358,07.01.2019,15,64,46,143,0.4,1.5,3.6
3359,08.01.2019,7,25,31,69,0.3,1.0,1.7
3360,09.01.2019,5,6,19,29,0.2,0.7,1.0
3361,10.01.2019,7,14,29,51,0.3,0.8,1.2
3362,11.01.2019,15,40,41,101,0.4,1.2,2.5
3363,12.01.2019,16,16,25,49,0.2,0.7,1.5
3364,13.01.2019,6,8,13,25,0.2,0.6,1.1
3365,14.01.2019,12,21,28,60,0.2,0.8,1.4
3366,15.01.2019,15,24,28,65,0.3,1.0,1.8
3367,16.01.2019,15,28,33,75,0.3,0.9,2.0
3368,17.01.2019,12,30,34,80,0.3,1.0,2.0
3369,18.01.2019,11,34,41,93,0.3,1.1,2.2
3370,19.01.2019,25,52,56,136,0.5,1.9,3.9
3371,20.01.2019,41,26,50,90,0.5,2.2,3.0
3372,21.01.2019,37,58,54,142,0.6,,4.4
3373,22.01.2019,45,72,61,171,0.6,,
3374,23.01.2019,60,32,45,94,0.6,2.4,1.9
3375,24.01.2019,39,24,39,75,0.4,1.4,1.4
3376,25.01.2019,39,56,50,136,0.5,1.7,2.3
3377,26.01.2019,25,50,49,125,0.5,1.2,2.3
3378,27.01.2019,10,20,32,63,0.3,0.7,1.2
3379,28.01.2019,13,48,48,122,0.4,1.0,2.0
3380,29.01.2019,16,48,50,123,0.4,1.1,1.9
3381,30.01.2019,25,45,53,122,0.5,1.3,2.0
3382,31.01.2019,36,80,64,186,0.6,,3.0
3383,01.02.2019,47,49,58,133,0.6,,3.0
3384,02.02.2019,58,36,38,94,0.7,3.2,2.7
3385,03.02.2019,26,10,20,35,0.4,1.3,1.1
3386,04.02.2019,19,44,46,112,0.4,,1.5
3387,05.02.2019,18,39,45,104,0.4,0.9,1.6
3388,06.02.2019,27,45,49,117,0.4,1.0,2.3
3389,07.02.2019,25,43,51,117,0.4,1.1,2.2
3390,08.02.2019,22,33,41,91,0.4,0.8,1.7
3391,09.02.2019,12,12,22,41,0.3,0.4,0.7
3392,10.02.2019,8,11,24,41,0.3,0.5,0.8
3393,11.02.2019,10,20,29,60,0.3,0.5,0.9
3394,12.02.2019,13,32,44,92,0.3,0.7,1.6
3395,13.02.2019,30,29,35,79,0.4,0.7,1.4
3396,14.02.2019,28,65,55,153,0.6,1.3,3.8
3397,15.02.2019,29,107,84,247,0.8,2.3,7.5
3398,16.02.2019,21,50,69,146,0.6,1.6,4.6
3399,17.02.2019,31,55,70,154,0.7,1.6,4.5
3400,18.02.2019,36,84,81,211,0.7,2.0,5.3
3401,19.02.2019,28,34,44,95,0.4,0.8,1.9
3402,20.02.2019,20,34,42,94,0.4,0.6,1.4
3403,21.02.2019,27,37,43,99,0.4,,1.6
3404,22.02.2019,13,13,33,53,0.3,,
3405,23.02.2019,22,39,57,118,0.5,,
3406,24.02.2019,25,41,67,129,0.6,,
3407,25.02.2019,42,70,74,182,0.6,,3.3
3408,26.02.2019,49,65,60,158,0.6,1.4,4.8
3409,27.02.2019,43,84,72,199,0.7,1.6,5.0
3410,28.02.2019,50,32,49,98,0.4,0.8,1.8
3411,01.03.2019,39,29,38,82,0.3,0.6,1.6
3412,02.03.2019,22,22,38,73,0.3,0.6,1.4
3413,03.03.2019,16,9,18,32,0.3,0.4,0.8
3414,04.03.2019,11,23,29,64,0.3,0.5,1.1
3415,05.03.2019,14,21,30,63,0.3,0.5,1.0
3416,06.03.2019,16,43,49,114,0.4,0.9,2.1
3417,07.03.2019,14,34,44,96,0.3,0.7,1.7
3418,08.03.2019,13,9,20,33,0.3,0.4,0.7
3419,09.03.2019,11,14,24,45,0.2,0.4,0.7
3420,10.03.2019,9,12,26,43,0.3,0.4,0.8
3421,11.03.2019,9,28,35,78,0.3,0.5,0.9
3422,12.03.2019,18,27,36,78,0.3,0.6,1.2
3423,13.03.2019,15,18,25,53,0.3,0.4,0.8
3424,14.03.2019,9,26,30,70,0.3,0.5,1.1
3425,15.03.2019,10,21,26,58,0.3,0.4,0.9
3426,16.03.2019,11,18,29,56,0.3,0.5,1.0
3427,17.03.2019,7,7,18,29,0.2,0.3,0.6
3428,18.03.2019,10,21,26,58,0.3,0.4,0.9
3429,19.03.2019,14,28,45,88,0.4,0.6,1.3
3430,20.03.2019,24,43,50,115,0.4,0.7,2.1
3431,21.03.2019,31,44,49,115,0.5,0.9,2.7
3432,22.03.2019,32,39,51,110,0.4,0.8,2.6
3433,23.03.2019,38,18,28,56,0.3,0.6,1.4
3434,24.03.2019,18,10,28,43,0.3,0.5,1.1
3435,25.03.2019,11,27,41,81,0.3,0.5,1.1
3436,26.03.2019,14,28,41,83,0.3,0.6,1.4
3437,27.03.2019,15,29,39,83,0.3,0.5,1.2
3438,28.03.2019,15,33,44,95,0.3,,
3439,29.03.2019,20,40,49,110,0.4,,
3440,30.03.2019,24,24,50,87,0.4,,
3441,31.03.2019,22,6,23,32,0.3,,
3442,01.04.2019,15,16,40,64,0.3,,
3443,02.04.2019,30,25,50,89,0.4,,
3444,03.04.2019,48,28,58,100,0.4,,
3445,04.04.2019,44,23,57,92,0.4,,
3446,05.04.2019,53,32,45,94,0.4,,
3447,06.04.2019,50,7,35,46,0.4,,
3448,07.04.2019,45,4,28,34,0.3,,
3449,08.04.2019,74,31,50,97,0.4,,
3450,09.04.2019,28,10,30,46,0.3,,
3451,10.04.2019,25,16,37,62,0.3,,
3452,11.04.2019,17,14,32,54,0.3,,
3453,12.04.2019,17,15,35,58,0.3,,
3454,13.04.2019,25,11,30,47,0.3,,
3455,14.04.2019,23,7,26,38,0.3,,
3456,15.04.2019,23,26,43,83,0.3,,
3457,16.04.2019,30,28,54,96,0.4,,
3458,17.04.2019,34,20,49,80,0.3,,
3459,18.04.2019,36,22,59,93,0.4,,
3460,19.04.2019,32,3,24,28,0.3,,
3461,20.04.2019,26,8,34,46,0.3,,
3462,21.04.2019,20,5,26,33,0.3,,
3463,22.04.2019,25,2,16,19,0.2,,
3464,23.04.2019,45,8,26,38,0.3,,
3465,24.04.2019,36,19,42,70,0.3,,
3466,25.04.2019,22,15,42,65,0.3,,
3467,26.04.2019,38,18,42,69,0.3,,
3468,27.04.2019,19,15,30,52,0.3,,
3469,28.04.2019,10,7,18,29,0.2,,
3470,29.04.2019,21,13,22,41,0.2,,
3471,30.04.2019,16,8,34,47,0.3,,
3472,01.05.2019,27,7,20,30,0.3,,
3473,02.05.2019,24,19,29,58,0.3,,
3474,03.05.2019,18,23,36,71,0.3,,
3475,04.05.2019,12,16,31,56,0.3,,
3476,05.05.2019,10,9,28,41,0.3,,
3477,06.05.2019,19,25,37,76,0.3,,
3478,07.05.2019,15,29,47,91,0.4,,
3479,08.05.2019,21,33,55,106,0.4,,
3480,09.05.2019,15,31,48,95,0.4,,
3481,10.05.2019,17,26,43,82,0.3,,
3482,11.05.2019,19,10,35,50,0.3,,
3483,12.05.2019,14,2,12,16,0.2,,
3484,13.05.2019,17,19,32,61,0.2,,
3485,14.05.2019,15,6,20,30,0.2,,
3486,15.05.2019,13,6,22,31,0.2,,
3487,16.05.2019,14,19,37,66,0.3,,
3488,17.05.2019,22,32,46,95,0.4,,
3489,18.05.2019,22,19,48,77,0.4,,
3490,19.05.2019,22,6,31,40,0.3,,
3491,20.05.2019,25,14,40,61,0.3,,
3492,21.05.2019,21,24,45,81,0.3,,
3493,22.05.2019,17,22,34,67,0.3,,
3494,23.05.2019,16,21,40,73,0.3,,
3495,24.05.2019,21,26,57,97,0.4,,
3496,25.05.2019,13,12,27,45,0.3,,
3497,26.05.2019,15,7,19,31,0.3,,
3498,27.05.2019,17,21,36,68,0.3,,
3499,28.05.2019,18,15,29,52,0.2,,
3500,29.05.2019,14,12,34,52,0.2,,
3501,30.05.2019,13,6,21,30,0.2,,
3502,31.05.2019,19,19,36,66,0.3,,
3503,01.06.2019,21,14,38,59,0.3,,
3504,02.06.2019,19,5,30,38,0.3,,
3505,03.06.2019,25,23,52,87,0.3,,
3506,04.06.2019,23,15,53,76,0.4,,
3507,05.06.2019,31,20,56,87,0.3,,
3508,06.06.2019,28,30,52,97,0.3,,
3509,07.06.2019,18,25,45,83,0.3,,
3510,08.06.2019,17,9,21,35,0.2,,
3511,09.06.2019,13,6,19,28,0.2,,
3512,10.06.2019,24,4,25,31,0.3,,
3513,11.06.2019,29,20,44,74,0.3,,
3514,12.06.2019,24,15,46,70,0.3,,
3515,13.06.2019,17,27,51,92,0.4,,
3516,14.06.2019,20,26,62,102,0.4,,
3517,15.06.2019,29,9,29,43,0.3,,
3518,16.06.2019,11,6,21,31,0.2,,
3519,17.06.2019,21,20,56,86,0.4,,
3520,18.06.2019,21,25,60,98,0.4,,
3521,19.06.2019,28,24,66,102,0.4,,
3522,20.06.2019,18,25,53,92,0.4,,
3523,21.06.2019,17,17,40,66,0.3,,
3524,22.06.2019,16,5,20,27,0.2,,
3525,23.06.2019,13,3,13,18,0.2,,
3526,24.06.2019,18,13,39,60,0.3,,
3527,25.06.2019,29,22,76,110,0.4,,
3528,26.06.2019,39,17,51,77,0.3,,
3529,27.06.2019,29,11,24,41,0.2,,
3530,28.06.2019,23,16,32,56,0.2,,
3531,29.06.2019,19,13,47,67,0.3,,
3532,30.06.2019,23,5,27,35,0.3,,
3533,01.07.2019,22,16,30,55,0.3,,
3534,02.07.2019,20,14,23,45,0.2,,
3535,03.07.2019,20,19,29,58,0.3,,
3536,04.07.2019,18,21,31,63,0.3,,
3537,05.07.2019,18,16,27,52,0.2,,
3538,06.07.2019,16,14,25,46,0.2,,
3539,07.07.2019,13,6,12,21,0.2,,
3540,08.07.2019,10,18,26,53,0.2,,
3541,09.07.2019,13,20,31,61,0.3,,
3542,10.07.2019,17,15,26,49,0.2,,
3543,11.07.2019,19,21,42,74,0.3,,
3544,12.07.2019,15,18,36,64,0.3,,
3545,13.07.2019,15,9,27,40,0.2,,
3546,14.07.2019,18,6,16,26,0.2,,
3547,15.07.2019,16,22,29,62,0.3,,
3548,16.07.2019,14,20,24,55,0.2,,
3549,17.07.2019,21,18,33,60,0.3,,
3550,18.07.2019,18,14,46,67,0.3,,
3551,19.07.2019,30,16,42,66,0.3,,
3552,20.07.2019,20,13,43,63,0.3,,
3553,21.07.2019,17,6,17,26,0.2,,
3554,22.07.2019,22,19,37,65,0.3,,
3555,23.07.2019,23,12,30,48,0.3,,
3556,24.07.2019,23,17,41,66,0.3,,
3557,25.07.2019,28,15,37,61,0.3,,
3558,26.07.2019,22,7,23,33,0.2,,
3559,27.07.2019,25,4,18,24,0.2,,
3560,28.07.2019,20,3,21,25,0.2,,
3561,29.07.2019,29,15,50,72,0.3,,
3562,30.07.2019,28,21,30,62,0.3,,
3563,31.07.2019,,17,39,65,0.3,,
3564,01.08.2019,14,23,38,72,0.3,,
3565,02.08.2019,17,28,52,94,0.4,,
3566,03.08.2019,17,12,34,53,0.3,,
3567,04.08.2019,13,7,23,34,0.3,,
3568,05.08.2019,17,31,55,102,0.4,,
3569,06.08.2019,20,19,42,71,0.3,,
3570,07.08.2019,19,30,50,96,0.4,,
3571,08.08.2019,17,24,39,76,0.3,,
3572,09.08.2019,20,29,57,101,0.4,,
3573,10.08.2019,14,12,25,43,0.3,,
3574,11.08.2019,14,8,27,39,0.3,,
3575,12.08.2019,16,18,38,67,0.3,,
3576,13.08.2019,12,17,29,55,0.3,,
3577,14.08.2019,13,21,40,72,0.3,,
3578,15.08.2019,17,28,45,88,0.3,,
3579,16.08.2019,16,21,36,69,0.3,,
3580,17.08.2019,17,15,35,57,0.3,,
3581,18.08.2019,9,10,18,33,0.3,,
3582,19.08.2019,16,31,39,87,0.4,,
3583,20.08.2019,19,36,53,108,0.4,,
3584,21.08.2019,15,25,49,87,0.4,,
3585,22.08.2019,20,39,73,132,0.5,,
3586,23.08.2019,24,28,63,105,0.4,,
3587,24.08.2019,24,8,41,54,0.3,,
3588,25.08.2019,19,4,24,30,0.3,,
3589,26.08.2019,29,13,54,74,0.4,,
3590,27.08.2019,28,32,72,121,0.5,,
3591,28.08.2019,28,26,65,104,0.4,,
3592,29.08.2019,20,16,46,71,0.3,,
3593,30.08.2019,29,10,45,60,0.3,,
3594,31.08.2019,25,13,58,77,0.4,,
3595,01.09.2019,22,5,22,30,0.3,,
3596,02.09.2019,15,20,34,65,0.3,,
3597,03.09.2019,20,27,41,82,0.3,,
3598,04.09.2019,27,24,52,88,0.4,,
3599,05.09.2019,16,17,23,49,0.3,,
3600,06.09.2019,17,27,43,84,0.4,,
3601,07.09.2019,21,22,48,82,0.4,,
3602,08.09.2019,13,7,28,39,0.3,,
3603,09.09.2019,9,12,31,49,0.3,,
3604,10.09.2019,13,17,30,56,0.3,,
3605,11.09.2019,19,32,55,105,0.4,,
3606,12.09.2019,14,30,39,84,0.4,,
3607,13.09.2019,14,18,30,57,0.3,,
3608,14.09.2019,15,19,38,66,0.3,,
3609,15.09.2019,13,7,21,32,0.3,,
3610,16.09.2019,18,20,29,60,0.3,,
3611,17.09.2019,13,18,22,49,0.3,,
3612,18.09.2019,13,19,27,57,0.3,,
3613,19.09.2019,12,25,36,75,0.3,,
3614,20.09.2019,13,33,40,90,0.3,,
3615,21.09.2019,18,33,54,104,0.5,,
3616,22.09.2019,19,12,44,61,0.4,,
3617,23.09.2019,28,34,64,116,0.5,,
3618,24.09.2019,30,34,51,103,0.4,,
3619,25.09.2019,21,51,48,125,0.4,,
3620,26.09.2019,15,53,49,130,0.5,,
3621,27.09.2019,11,41,43,105,0.4,,
3622,28.09.2019,12,23,29,64,0.3,,
3623,29.09.2019,9,13,20,39,0.3,,
3624,30.09.2019,8,19,21,49,0.3,,
3625,01.10.2019,11,29,31,76,0.3,,
3626,02.10.2019,8,21,31,64,0.3,,
3627,03.10.2019,8,13,17,36,0.3,,
3628,04.10.2019,12,58,46,134,0.4,,
3629,05.10.2019,11,8,23,35,0.2,,
3630,06.10.2019,12,14,33,54,0.3,,
3631,07.10.2019,17,81,65,190,0.6,,
3632,08.10.2019,14,36,33,89,0.4,,
3633,09.10.2019,13,28,31,74,0.3,,
3634,10.10.2019,10,23,27,63,0.3,,
3635,11.10.2019,12,20,25,57,0.3,,
3636,12.10.2019,13,14,29,51,0.3,,
3637,13.10.2019,19,11,26,43,0.3,,
3638,14.10.2019,19,25,39,76,0.3,,
3639,15.10.2019,37,59,62,152,0.6,,
3640,16.10.2019,19,24,32,69,0.3,,
3641,17.10.2019,14,33,41,90,0.4,,
3642,18.10.2019,12,31,35,83,0.3,,
3643,19.10.2019,12,24,37,73,0.3,,
3644,20.10.2019,19,25,40,78,0.5,,
3645,21.10.2019,34,69,45,150,0.6,,
3646,22.10.2019,23,46,44,114,0.5,,
3647,23.10.2019,31,44,40,107,0.5,,
3648,24.10.2019,56,49,51,125,0.6,,
3649,25.10.2019,22,34,43,95,0.4,,
3650,26.10.2019,14,15,25,48,0.3,,
3651,27.10.2019,12,10,19,34,0.2,,
3652,28.10.2019,12,27,33,74,0.3,,
3653,29.10.2019,15,27,41,83,0.3,,
