,date,PM10,NOx,NO_2,NOx,O_3,CO,SO_2,Benzolµg/m³,Toluolµg/m³
3307,17.11.2018,37,17,26,52,,0.4,1,1.9,2.3
3308,18.11.2018,33,8,24,36,,0.4,1,1.5,1.6
3309,19.11.2018,13,16,21,46,,0.2,0,0.8,1.0
3310,20.11.2018,26,25,29,67,,0.3,1,1.2,1.3
3311,21.11.2018,37,25,25,63,,0.3,1,1.4,1.5
3312,22.11.2018,37,42,36,101,,0.4,1,1.5,1.9
3313,23.11.2018,52,74,35,148,,0.6,1,2.6,3.2
3314,24.11.2018,51,37,28,85,,0.7,1,3.7,3.3
3315,25.11.2018,48,22,20,54,,0.7,1,3.9,3.0
3316,26.11.2018,30,15,21,45,,0.4,0,1.9,1.6
3317,27.11.2018,30,36,45,99,,0.4,1,1.7,2.2
3318,28.11.2018,31,68,54,158,,0.5,2,1.7,2.5
3319,29.11.2018,41,46,46,115,,0.4,3,1.8,2.4
3320,30.11.2018,36,41,42,104,,0.4,3,1.6,2.0
3321,01.12.2018,40,44,38,104,,0.6,2,2.2,3.7
3322,02.12.2018,19,16,30,56,,0.4,1,1.3,1.9
3323,03.12.2018,18,37,46,104,,0.4,0,1.2,3.1
3324,04.12.2018,15,39,47,106,,0.3,1,0.8,2.0
3325,05.12.2018,34,64,58,156,,0.5,2,1.4,3.1
3326,06.12.2018,27,44,45,112,,0.4,3,1.5,2.8
3327,07.12.2018,15,20,32,63,,0.3,0,0.9,1.9
3328,08.12.2018,10,7,20,31,,0.2,0,0.6,0.9
3329,09.12.2018,8,13,25,44,,0.3,0,0.7,1.2
3330,10.12.2018,11,44,47,114,,0.4,0,1.0,1.9
3331,11.12.2018,9,15,21,44,,0.3,1,1.0,1.2
3332,12.12.2018,17,15,28,51,,0.3,1,1.1,1.4
3333,13.12.2018,25,28,26,69,,0.4,1,1.7,2.0
3334,14.12.2018,28,33,32,82,,0.4,1,1.7,2.2
3335,15.12.2018,25,16,19,43,,0.4,1,1.6,1.6
3336,16.12.2018,30,19,26,56,,0.5,2,2.1,2.2
3337,17.12.2018,42,72,44,154,,0.6,2,2.3,3.4
3338,18.12.2018,34,60,44,136,,0.5,1,1.9,3.4
3339,19.12.2018,29,43,43,109,,0.5,2,1.7,2.5
3340,20.12.2018,40,51,42,119,,0.6,3,2.5,3.4
3341,21.12.2018,15,29,41,85,,0.4,1,1.1,2.2
3342,22.12.2018,10,18,31,59,,0.3,1,1.1,1.7
3343,23.12.2018,15,21,36,67,,0.4,0,1.0,1.9
3344,24.12.2018,10,9,19,33,,0.3,0,1.0,1.2
3345,25.12.2018,10,13,24,43,,0.3,0,0.9,1.2
3346,26.12.2018,18,21,28,61,,0.4,0,1.0,1.6
3347,27.12.2018,20,41,41,103,,0.4,0,1.3,2.3
3348,28.12.2018,18,34,40,93,,0.4,1,1.1,2.1
3349,29.12.2018,22,25,39,77,,0.4,0,1.3,2.4
3350,30.12.2018,10,4,19,25,,0.2,0,0.6,0.9
3351,31.12.2018,42,26,36,76,25,0.4,2,1.2,1.8
3352,01.01.2019,64,24,20,56,47,0.3,4,1.5,1.0
3353,02.01.2019,12,3,17,22,57,0.2,0,0.5,0.6
3354,03.01.2019,14,11,37,54,30,0.3,1,0.9,1.2
3355,04.01.2019,17,42,47,111,18,0.4,1,1.1,2.2
3356,05.01.2019,10,4,18,24,41,0.2,0,0.5,0.8
3357,06.01.2019,11,5,22,29,35,0.2,0,0.7,0.8
3358,07.01.2019,20,55,47,131,10,0.4,0,,3.1
3359,08.01.2019,9,20,33,63,34,0.3,0,,1.6
3360,09.01.2019,6,4,18,25,44,0.2,0,0.7,0.7
3361,10.01.2019,9,9,28,42,43,0.3,0,0.7,0.9
3362,11.01.2019,18,32,43,91,19,0.4,1,1.2,2.2
3363,12.01.2019,19,17,34,60,40,0.3,0,0.8,1.5
3364,13.01.2019,7,10,24,40,48,0.3,1,0.7,1.1
3365,14.01.2019,18,15,28,51,53,0.3,0,0.7,1.0
3366,15.01.2019,17,41,45,107,29,0.3,0,1.0,1.8
3367,16.01.2019,20,23,35,70,27,0.3,0,0.9,1.8
3368,17.01.2019,17,24,37,74,29,0.3,1,1.0,1.9
3369,18.01.2019,14,32,41,90,34,0.4,0,0.9,1.6
3370,19.01.2019,30,34,49,100,17,0.5,1,1.6,2.8
3371,20.01.2019,38,12,29,47,23,0.4,1,1.7,1.7
3372,21.01.2019,44,37,47,104,10,0.5,2,1.9,2.4
3373,22.01.2019,57,55,52,137,8,0.6,3,3.0,3.7
3374,23.01.2019,66,41,41,104,20,0.6,2,3.6,2.7
3375,24.01.2019,45,34,37,89,28,0.5,1,2.3,2.1
3376,25.01.2019,42,31,40,87,21,0.5,2,2.0,2.3
3377,26.01.2019,32,38,45,103,7,0.5,1,1.9,3.1
3378,27.01.2019,14,13,32,53,23,0.3,2,1.1,1.9
3379,28.01.2019,18,32,44,93,19,0.4,2,1.4,2.4
3380,29.01.2019,20,47,53,125,15,0.4,1,1.5,2.3
3381,30.01.2019,32,45,47,116,18,0.5,2,1.7,2.3
3382,31.01.2019,52,65,56,155,10,0.6,3,2.7,3.6
3383,01.02.2019,62,49,50,124,10,0.7,3,3.4,3.2
3384,02.02.2019,60,34,32,83,12,0.7,1,3.9,3.4
3385,03.02.2019,25,5,20,27,28,0.4,0,1.9,1.4
3386,04.02.2019,25,42,44,107,20,0.4,1,1.5,2.1
3387,05.02.2019,28,36,47,102,20,0.4,2,1.4,2.3
3388,06.02.2019,40,33,45,95,20,0.4,2,1.4,2.0
3389,07.02.2019,35,30,49,95,16,0.4,3,1.6,2.1
3390,08.02.2019,30,17,32,59,29,0.3,2,1.1,1.7
3391,09.02.2019,16,7,21,31,52,0.3,0,0.8,1.1
3392,10.02.2019,11,8,23,35,47,0.3,0,0.8,1.2
3393,11.02.2019,11,20,31,63,43,0.3,0,0.8,1.1
3394,12.02.2019,16,28,44,87,41,0.3,0,1.0,1.6
3395,13.02.2019,35,55,50,134,13,0.5,0,1.4,2.9
3396,14.02.2019,47,71,63,172,14,0.6,2,1.8,3.9
3397,15.02.2019,48,142,83,300,4,1.0,3,3.2,7.9
3398,16.02.2019,36,70,65,173,13,0.8,2,2.7,5.8
3399,17.02.2019,39,60,65,156,7,0.7,2,2.5,5.7
3400,18.02.2019,54,90,74,211,5,0.8,3,2.8,6.2
3401,19.02.2019,33,37,54,110,22,0.4,1,1.4,2.9
3402,20.02.2019,25,49,56,131,27,0.4,0,1.3,2.7
3403,21.02.2019,33,43,52,118,21,0.4,1,1.3,2.9
3404,22.02.2019,12,9,23,36,48,0.3,1,0.9,1.0
3405,23.02.2019,72,,4,72,31,0.4,4,,24.1
3406,24.02.2019,163,58,73,163,10,0.8,4,,34.8
3407,25.02.2019,46,100,81,234,11,0.7,4,2.3,4.9
3408,26.02.2019,56,52,58,137,11,0.6,2,1.8,3.3
3409,27.02.2019,60,114,74,247,8,0.8,2,2.9,7.7
3410,28.02.2019,51,38,55,113,16,0.4,1,1.3,2.8
3411,01.03.2019,41,16,34,58,30,0.3,0,1.0,1.5
3412,02.03.2019,23,18,39,66,35,0.3,0,1.0,1.9
3413,03.03.2019,19,6,19,28,40,0.3,1,0.8,1.2
3414,04.03.2019,19,17,30,56,50,0.3,1,0.8,1.4
3415,05.03.2019,15,29,41,87,42,0.3,0,1.0,1.7
3416,06.03.2019,20,30,41,87,33,0.4,1,1.2,2.1
3417,07.03.2019,19,20,36,67,42,0.3,1,1.0,1.8
3418,08.03.2019,11,9,24,37,61,0.3,1,0.7,1.1
3419,09.03.2019,12,11,26,42,56,0.3,0,0.7,1.2
3420,10.03.2019,11,7,23,34,64,0.3,0,0.7,1.0
3421,11.03.2019,12,32,44,92,44,0.4,1,1.0,1.7
3422,12.03.2019,18,22,33,67,50,0.3,1,0.9,1.3
3423,13.03.2019,11,9,21,35,64,0.2,1,0.7,1.1
3424,14.03.2019,13,19,32,62,48,0.3,0,0.9,1.4
3425,15.03.2019,13,22,35,68,52,0.3,0,0.9,1.6
3426,16.03.2019,14,11,28,45,54,0.3,0,0.8,1.3
3427,17.03.2019,9,6,19,28,62,0.3,0,0.7,1.1
3428,18.03.2019,13,20,34,64,53,0.3,0,0.8,1.4
3429,19.03.2019,18,36,51,107,38,0.4,1,1.1,2.1
3430,20.03.2019,33,44,58,126,34,0.4,1,1.4,3.2
3431,21.03.2019,39,53,50,129,20,0.5,1,1.5,4.0
3432,22.03.2019,36,30,41,87,22,0.4,0,1.1,2.7
3433,23.03.2019,42,15,25,48,31,0.4,1,1.2,2.3
3434,24.03.2019,18,6,23,32,56,0.3,0,0.7,1.3
3435,25.03.2019,14,24,37,74,48,0.3,1,0.8,1.5
3436,26.03.2019,15,25,41,79,46,0.3,1,0.9,1.5
3437,27.03.2019,17,36,47,102,36,0.4,1,1.0,2.1
3438,28.03.2019,14,16,34,59,35,0.3,0,0.7,1.5
3439,29.03.2019,27,30,45,91,26,0.4,0,1.2,2.9
3440,30.03.2019,29,16,44,68,35,0.4,0,1.3,3.2
3441,31.03.2019,22,3,21,26,66,0.3,0,0.7,1.3
3442,01.04.2019,17,24,42,80,52,0.3,1,1.0,1.8
3443,02.04.2019,30,26,46,86,51,0.4,3,1.3,2.2
3444,03.04.2019,48,26,52,91,55,0.4,4,1.6,2.8
3445,04.04.2019,44,22,53,86,59,0.4,3,1.3,2.6
3446,05.04.2019,52,23,37,72,35,0.4,1,1.2,2.6
3447,06.04.2019,47,7,27,37,79,0.4,2,1.2,1.8
3448,07.04.2019,41,2,16,19,95,0.3,1,0.9,0.9
3449,08.04.2019,41,9,29,42,85,0.3,2,0.9,1.3
3450,09.04.2019,23,3,13,17,82,0.2,2,0.6,0.6
3451,10.04.2019,24,12,24,41,65,0.3,1,0.8,0.9
3452,11.04.2019,14,4,15,22,65,0.2,2,0.6,0.7
3453,12.04.2019,16,5,16,24,60,0.2,1,0.7,0.7
3454,13.04.2019,24,3,15,20,66,0.2,1,0.7,0.7
3455,14.04.2019,21,1,10,11,67,0.2,1,0.7,0.6
3456,15.04.2019,21,6,21,30,73,0.3,2,0.7,1.0
3457,16.04.2019,29,13,35,56,69,0.3,3,,
3458,17.04.2019,31,11,30,47,74,0.3,3,1.0,1.5
3459,18.04.2019,36,12,41,59,78,0.3,3,1.0,2.0
3460,19.04.2019,29,2,14,17,108,0.3,2,0.7,1.0
3461,20.04.2019,24,2,14,17,94,0.2,1,0.5,0.8
3462,21.04.2019,19,3,17,21,96,0.3,2,0.6,1.1
3463,22.04.2019,23,2,13,16,99,0.2,1,0.5,0.7
3464,23.04.2019,45,9,27,40,85,0.3,3,0.8,1.3
3465,24.04.2019,38,15,33,57,63,0.3,2,1.0,2.5
3466,25.04.2019,27,15,37,59,73,0.3,2,0.8,2.4
3467,26.04.2019,44,16,43,66,74,0.3,2,1.1,2.8
3468,27.04.2019,20,14,32,54,56,0.3,0,0.9,2.3
3469,28.04.2019,11,6,19,29,55,0.3,0,0.6,1.4
3470,29.04.2019,21,6,18,27,59,0.2,0,0.5,0.8
3471,30.04.2019,17,4,24,30,80,0.3,0,0.5,1.0
3472,01.05.2019,29,5,21,29,71,0.3,0,0.7,1.3
3473,02.05.2019,27,27,42,83,54,0.3,1,0.8,2.3
3474,03.05.2019,16,21,36,67,63,0.3,1,0.7,1.6
3475,04.05.2019,13,11,26,43,59,0.3,1,0.6,1.1
3476,05.05.2019,10,6,24,33,63,0.3,0,0.5,1.1
3477,06.05.2019,22,31,44,91,53,0.3,2,0.9,3.3
3478,07.05.2019,17,29,44,88,43,0.4,1,1.0,2.4
3479,08.05.2019,28,29,47,90,55,0.4,1,1.1,2.9
3480,09.05.2019,21,22,38,72,54,0.3,1,0.9,2.4
3481,10.05.2019,20,30,43,90,40,0.4,1,1.0,3.0
3482,11.05.2019,17,5,21,28,70,0.2,1,0.5,1.4
3483,12.05.2019,11,1,9,11,78,0.2,0,0.3,0.5
3484,13.05.2019,17,7,20,31,63,0.2,0,0.4,0.9
3485,14.05.2019,11,3,13,18,67,0.2,0,0.3,0.7
3486,15.05.2019,11,5,15,23,68,0.2,0,0.4,0.6
3487,16.05.2019,14,15,27,49,39,0.3,0,0.8,1.7
3488,17.05.2019,24,26,36,76,39,0.4,2,1.0,2.9
3489,18.05.2019,25,11,35,52,56,0.4,1,1.1,3.4
3490,19.05.2019,20,3,19,24,80,0.3,1,0.7,1.8
3491,20.05.2019,24,7,23,33,65,0.3,1,0.6,1.6
3492,21.05.2019,23,16,35,60,60,0.4,1,0.8,2.4
3493,22.05.2019,18,12,26,45,50,0.3,0,0.6,1.4
3494,23.05.2019,17,13,30,50,58,0.3,0,0.6,1.6
3495,24.05.2019,28,19,47,76,68,0.3,1,1.0,3.2
3496,25.05.2019,15,10,24,40,59,0.3,0,0.6,1.4
3497,26.05.2019,16,6,23,33,62,0.3,1,0.6,1.6
3498,27.05.2019,28,28,41,83,41,0.3,1,0.9,3.1
3499,28.05.2019,19,5,21,29,58,0.2,0,0.4,1.2
3500,29.05.2019,13,5,20,28,70,0.2,0,0.4,1.1
3501,30.05.2019,14,7,21,32,69,0.2,1,0.6,1.6
3502,31.05.2019,23,16,30,54,41,0.3,1,0.8,3.0
3503,01.06.2019,34,10,33,49,50,0.3,1,0.9,3.5
3504,02.06.2019,21,3,20,25,76,0.2,3,0.5,1.9
3505,03.06.2019,31,14,38,59,72,0.3,1,,
3506,04.06.2019,27,12,41,58,82,0.3,1,0.9,2.9
3507,05.06.2019,34,18,55,82,72,0.3,2,1.0,3.5
3508,06.06.2019,31,18,45,72,67,0.3,2,0.7,2.3
3509,07.06.2019,,,,,,,,0.8,2.8
3510,08.06.2019,18,6,18,27,72,0.2,0,0.5,1.5
3511,09.06.2019,13,4,15,21,73,0.2,1,0.6,2.7
3512,10.06.2019,22,2,15,18,86,0.2,2,0.5,1.4
3513,11.06.2019,31,12,32,51,81,0.3,1,0.7,2.8
3514,12.06.2019,24,13,37,57,70,0.3,1,0.7,2.5
3515,13.06.2019,18,22,43,76,55,0.3,1,0.8,3.0
3516,14.06.2019,22,16,45,70,76,0.3,2,0.8,2.9
3517,15.06.2019,28,6,24,33,101,0.3,1,0.6,1.7
3518,16.06.2019,12,4,22,28,86,0.2,1,0.5,1.4
3519,17.06.2019,21,16,44,69,71,0.3,1,0.9,3.4
3520,18.06.2019,22,23,50,86,62,0.3,1,0.8,3.2
3521,19.06.2019,30,21,54,85,77,0.3,1,0.9,3.3
3522,20.06.2019,19,19,45,74,75,0.3,1,0.8,2.9
3523,21.06.2019,16,17,36,61,65,0.3,1,0.7,4.2
3524,22.06.2019,15,1,10,11,86,0.2,1,0.4,0.9
3525,23.06.2019,12,1,7,8,92,0.2,1,0.3,0.7
3526,24.06.2019,19,13,34,54,77,0.2,2,0.6,2.1
3527,25.06.2019,31,15,56,78,78,0.4,2,1.0,4.0
3528,26.06.2019,36,11,45,62,101,0.3,1,0.8,3.2
3529,27.06.2019,19,10,19,34,71,0.2,0,0.4,1.2
3530,28.06.2019,19,11,21,38,60,0.2,1,0.4,1.4
3531,29.06.2019,20,9,35,48,70,0.3,1,0.7,3.1
3532,30.06.2019,23,4,26,32,96,0.3,1,0.7,3.3
3533,01.07.2019,21,15,31,54,74,0.3,1,0.6,1.9
3534,02.07.2019,21,13,22,41,57,0.2,1,0.5,1.4
3535,03.07.2019,19,16,25,49,54,0.3,1,0.6,1.7
3536,04.07.2019,19,17,29,54,53,0.3,1,0.6,2.0
3537,05.07.2019,17,19,30,59,45,0.2,1,0.5,2.0
3538,06.07.2019,17,11,25,42,47,0.2,1,0.5,1.8
3539,07.07.2019,14,5,14,21,56,0.2,1,0.3,0.9
3540,08.07.2019,12,28,35,78,42,0.3,1,0.7,2.4
3541,09.07.2019,12,16,28,53,46,0.2,1,0.5,1.7
3542,10.07.2019,16,20,28,59,42,0.3,1,0.5,1.9
3543,11.07.2019,21,14,38,59,55,0.3,1,0.7,2.6
3544,12.07.2019,18,14,30,50,54,0.2,1,0.5,1.9
3545,13.07.2019,16,5,21,28,58,0.2,1,0.5,1.5
3546,14.07.2019,17,5,16,23,53,0.2,0,0.4,1.3
3547,15.07.2019,17,26,35,75,41,0.3,1,0.8,3.1
3548,16.07.2019,15,32,36,85,34,0.3,1,1.0,3.6
3549,17.07.2019,19,17,28,54,46,0.2,1,0.6,2.2
3550,18.07.2019,19,16,37,60,58,0.3,1,0.7,2.7
3551,19.07.2019,24,18,42,69,55,0.3,1,0.8,3.2
3552,20.07.2019,20,8,32,45,59,0.3,1,0.8,3.3
3553,21.07.2019,16,4,17,24,65,0.2,0,0.4,1.5
3554,22.07.2019,21,15,34,57,55,0.3,0,0.6,2.5
3555,23.07.2019,20,11,28,45,58,0.2,1,0.5,2.3
3556,24.07.2019,23,6,23,32,63,0.2,6,0.4,1.6
3557,25.07.2019,23,9,24,37,61,0.2,2,0.4,1.7
3558,26.07.2019,19,3,13,17,68,0.2,1,0.3,0.9
3559,27.07.2019,21,3,13,18,74,0.2,1,0.4,1.1
3560,28.07.2019,20,2,16,19,94,0.2,1,0.4,1.2
3561,29.07.2019,36,10,41,57,75,0.3,1,0.7,2.8
3562,30.07.2019,30,20,34,65,47,0.3,1,0.7,2.4
3563,31.07.2019,20,13,32,52,50,0.3,1,0.7,2.5
3564,01.08.2019,14,14,31,53,56,,0,0.6,2.3
3565,02.08.2019,19,13,36,56,43,0.3,2,0.8,2.7
3566,03.08.2019,13,4,18,23,57,0.3,1,0.5,1.6
3567,04.08.2019,14,4,18,24,57,0.3,0,0.5,1.7
3568,05.08.2019,27,23,45,79,44,0.4,1,0.9,3.9
3569,06.08.2019,24,13,40,60,56,0.3,1,0.8,3.1
3570,07.08.2019,25,28,50,93,34,0.4,1,1.2,5.1
3571,08.08.2019,20,24,41,77,50,0.3,1,0.8,3.1
3572,09.08.2019,23,25,50,88,54,0.4,1,1.1,3.9
3573,10.08.2019,16,8,22,34,60,0.3,1,0.6,2.2
3574,11.08.2019,17,5,25,32,61,0.3,0,0.6,2.5
3575,12.08.2019,20,23,40,74,56,0.3,1,0.9,3.1
3576,13.08.2019,16,25,39,78,54,0.3,1,0.8,2.9
3577,14.08.2019,17,29,49,94,45,0.4,1,1.1,3.6
3578,15.08.2019,22,22,43,78,42,0.3,1,0.9,3.2
3579,16.08.2019,19,28,40,83,32,0.4,1,1.0,3.3
3580,17.08.2019,20,10,27,42,51,0.3,1,0.8,2.4
3581,18.08.2019,11,8,22,35,36,0.3,0,0.6,2.2
3582,19.08.2019,17,35,47,101,29,0.4,1,1.2,4.4
3583,20.08.2019,23,36,50,105,38,0.4,1,1.3,4.7
3584,21.08.2019,17,23,47,81,50,0.4,1,1.0,3.1
3585,22.08.2019,21,28,57,100,50,0.4,1,1.2,4.3
3586,23.08.2019,23,19,50,79,57,0.4,1,1.1,3.6
3587,24.08.2019,27,6,33,42,81,0.3,2,0.7,2.0
3588,25.08.2019,19,4,26,32,85,0.3,3,0.7,2.1
3589,26.08.2019,30,11,45,61,66,0.4,3,0.9,2.8
3590,27.08.2019,29,23,55,91,55,0.4,2,1.3,4.5
3591,28.08.2019,30,18,47,75,65,0.4,1,1.0,4.2
3592,29.08.2019,22,18,46,73,74,0.3,1,1.1,3.2
3593,30.08.2019,23,6,30,40,90,0.3,2,0.6,1.9
3594,31.08.2019,25,9,42,55,85,0.4,2,0.8,2.8
3595,01.09.2019,22,4,22,28,87,0.3,1,0.6,1.9
3596,02.09.2019,14,18,30,58,51,0.3,1,0.6,1.9
3597,03.09.2019,24,33,49,100,35,0.4,1,1.1,3.8
3598,04.09.2019,32,21,44,75,51,0.4,1,1.1,3.7
3599,05.09.2019,18,28,33,75,45,0.3,1,0.9,2.6
3600,06.09.2019,21,23,37,72,39,0.3,1,1.0,2.5
3601,07.09.2019,20,13,35,55,38,0.3,1,0.9,2.5
3602,08.09.2019,12,3,15,20,67,0.2,0,0.5,1.2
3603,09.09.2019,10,7,22,33,46,0.2,0,0.5,1.2
3604,10.09.2019,17,30,43,89,47,0.4,1,1.0,2.5
3605,11.09.2019,25,29,48,92,50,0.4,2,1.0,3.4
3606,12.09.2019,19,27,37,77,30,0.4,1,1.0,3.2
3607,13.09.2019,19,18,29,56,31,0.3,1,0.7,2.1
3608,14.09.2019,20,16,34,59,36,0.4,0,1.0,3.1
3609,15.09.2019,18,8,29,42,50,0.3,1,0.9,2.6
3610,16.09.2019,26,33,38,89,35,0.4,1,1.0,2.9
3611,17.09.2019,17,30,35,80,34,0.3,1,0.8,2.2
3612,18.09.2019,15,24,29,66,43,0.3,1,0.7,1.9
3613,19.09.2019,16,21,37,69,31,0.3,1,,
3614,20.09.2019,19,35,46,99,23,0.4,1,1.0,3.1
3615,21.09.2019,24,20,45,75,24,0.4,1,1.4,4.2
3616,22.09.2019,23,10,36,51,38,0.4,1,1.2,3.3
3617,23.09.2019,36,27,52,93,36,0.4,3,1.3,3.3
3618,24.09.2019,43,36,45,100,18,0.4,1,1.4,3.9
3619,25.09.2019,29,49,45,119,10,0.4,1,1.4,4.0
3620,26.09.2019,25,41,39,102,13,0.4,1,1.3,4.1
3621,27.09.2019,16,35,42,95,11,0.4,1,1.1,3.6
3622,28.09.2019,15,13,25,46,22,0.3,0,0.9,2.3
3623,29.09.2019,12,7,18,29,35,0.3,0,0.6,1.5
3624,30.09.2019,10,26,31,72,36,0.3,0,0.7,1.9
3625,01.10.2019,13,24,30,67,23,0.3,1,0.8,2.1
3626,02.10.2019,10,30,38,84,31,0.3,1,0.9,2.4
3627,03.10.2019,9,9,19,33,28,0.3,0,0.6,1.2
3628,04.10.2019,15,47,37,108,14,0.4,1,1.1,2.9
3629,05.10.2019,13,2,12,15,38,0.2,0,0.6,0.9
3630,06.10.2019,12,12,25,43,30,0.3,1,0.9,1.8
3631,07.10.2019,22,64,57,154,16,0.5,2,1.7,3.8
3632,08.10.2019,18,34,37,90,9,0.4,1,1.3,2.8
3633,09.10.2019,20,23,29,65,24,0.3,1,0.9,2.5
3634,10.10.2019,14,30,36,82,27,0.3,1,0.8,2.3
3635,11.10.2019,15,16,25,50,29,0.3,1,0.8,1.9
3636,12.10.2019,17,9,28,41,36,0.3,0,0.9,2.4
3637,13.10.2019,22,7,25,35,37,0.3,1,1.0,2.9
3638,14.10.2019,23,29,40,85,29,0.4,1,1.1,3.3
3639,15.10.2019,44,46,56,127,14,0.5,2,,
3640,16.10.2019,23,24,35,71,19,0.3,0,0.8,2.2
3641,17.10.2019,18,29,40,84,17,0.3,1,0.9,2.9
3642,18.10.2019,15,28,38,80,23,0.3,1,0.9,2.9
3643,19.10.2019,15,16,32,57,22,0.3,1,1.0,2.9
3644,20.10.2019,24,21,36,68,16,0.4,1,1.4,4.1
3645,21.10.2019,49,69,42,148,5,0.6,2,1.9,5.9
3646,22.10.2019,28,56,45,131,9,0.5,1,1.6,5.0
3647,23.10.2019,36,43,41,106,12,0.4,2,1.3,3.5
3648,24.10.2019,60,48,46,119,12,0.6,2,2.3,4.5
3649,25.10.2019,27,32,43,92,12,0.4,1,1.3,4.0
3650,26.10.2019,16,8,21,33,35,0.3,1,0.7,1.8
3651,27.10.2019,14,11,25,42,41,0.3,1,0.7,1.6
3652,28.10.2019,15,53,50,131,22,0.4,2,1.1,3.1
3653,29.10.2019,16,15,33,55,27,0.3,0,0.8,1.4
