,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ortschaft
2014-01-13,30,87,63,196,Karl-Marx-Straße
2014-01-14,38,73,48,160,Karl-Marx-Straße
2014-01-15,41,55,47,131,Karl-Marx-Straße
2014-01-16,36,54,46,128,Karl-Marx-Straße
2014-01-17,33,133,71,274,Karl-Marx-Straße
2014-01-18,37,51,44,122,Karl-Marx-Straße
2014-01-19,41,8,19,31,Karl-Marx-Straße
2014-01-20,31,19,26,54,Karl-Marx-Straße
2014-01-21,34,25,32,70,Karl-Marx-Straße
2014-01-22,50,24,31,68,Karl-Marx-Straße
2014-01-23,54,22,35,69,Karl-Marx-Straße
2014-01-24,71,17,38,64,Karl-Marx-Straße
2014-01-25,58,23,43,78,Karl-Marx-Straße
2014-01-26,63,21,38,71,Karl-Marx-Straße
2014-01-27,91,62,59,154,Karl-Marx-Straße
2014-01-28,86,43,46,110,Karl-Marx-Straße
2014-01-29,48,23,36,71,Karl-Marx-Straße
2014-01-30,61,37,46,102,Karl-Marx-Straße
2014-01-31,71,104,74,234,Karl-Marx-Straße
2014-02-01,44,89,77,213,Karl-Marx-Straße
2014-02-02,50,76,61,177,Karl-Marx-Straße
2014-02-03,41,55,51,135,Karl-Marx-Straße
2014-02-04,49,101,81,236,Karl-Marx-Straße
2014-02-05,46,85,73,202,Karl-Marx-Straße
2014-02-06,32,101,77,230,Karl-Marx-Straße
2014-02-07,30,79,66,187,Karl-Marx-Straße
2014-02-08,18,56,59,145,Karl-Marx-Straße
2014-02-09,11,41,48,112,Karl-Marx-Straße
2014-02-10,22,80,69,191,Karl-Marx-Straße
2014-02-11,31,86,68,200,Karl-Marx-Straße
2014-02-12,27,91,73,212,Karl-Marx-Straße
2014-02-13,26,74,67,180,Karl-Marx-Straße
2014-02-14,28,104,76,235,Karl-Marx-Straße
2014-02-15,16,55,55,139,Karl-Marx-Straße
2014-02-16,12,34,41,93,Karl-Marx-Straße
2014-02-17,24,96,79,226,Karl-Marx-Straße
2014-02-18,33,118,82,262,Karl-Marx-Straße
2014-02-19,38,106,72,234,Karl-Marx-Straße
2014-02-20,37,112,74,245,Karl-Marx-Straße
2014-02-21,27,91,69,207,Karl-Marx-Straße
2014-02-22,24,71,67,175,Karl-Marx-Straße
2014-02-23,23,56,64,149,Karl-Marx-Straße
2014-02-24,36,78,81,199,Karl-Marx-Straße
2014-02-25,52,89,81,216,Karl-Marx-Straße
2014-02-26,61,121,91,276,Karl-Marx-Straße
2014-02-27,67,126,83,275,Karl-Marx-Straße
2014-02-28,54,115,70,246,Karl-Marx-Straße
2014-03-01,56,40,48,109,Karl-Marx-Straße
2014-03-02,59,60,61,152,Karl-Marx-Straße
2014-03-03,52,36,47,101,Karl-Marx-Straße
2014-03-04,61,40,41,103,Karl-Marx-Straße
2014-03-05,75,98,58,208,Karl-Marx-Straße
2014-03-06,70,103,63,220,Karl-Marx-Straße
2014-03-07,59,117,82,261,Karl-Marx-Straße
2014-03-08,43,54,65,147,Karl-Marx-Straße
2014-03-09,53,56,72,157,Karl-Marx-Straße
2014-03-10,80,149,108,336,Karl-Marx-Straße
2014-03-11,53,50,52,128,Karl-Marx-Straße
2014-03-12,32,46,64,134,Karl-Marx-Straße
2014-03-13,61,138,119,330,Karl-Marx-Straße
2014-03-14,72,95,94,239,Karl-Marx-Straße
2014-03-15,31,36,42,97,Karl-Marx-Straße
2014-03-16,8,21,27,60,Karl-Marx-Straße
2014-03-17,17,63,51,147,Karl-Marx-Straße
2014-03-18,34,74,58,171,Karl-Marx-Straße
2014-03-19,23,68,57,160,Karl-Marx-Straße
2014-03-20,32,83,76,203,Karl-Marx-Straße
2014-03-21,26,48,56,130,Karl-Marx-Straße
2014-03-22,18,67,63,165,Karl-Marx-Straße
2014-03-23,23,42,54,117,Karl-Marx-Straße
2014-03-24,27,53,63,143,Karl-Marx-Straße
2014-03-25,20,76,72,188,Karl-Marx-Straße
2014-03-26,23,40,48,110,Karl-Marx-Straße
2014-03-27,26,13,33,53,Karl-Marx-Straße
2014-03-28,45,27,37,79,Karl-Marx-Straße
2014-03-29,67,25,46,84,Karl-Marx-Straße
2014-03-30,61,25,60,97,Karl-Marx-Straße
2014-03-31,59,51,84,162,Karl-Marx-Straße
2014-04-01,66,32,58,107,Karl-Marx-Straße
2014-04-02,49,32,57,106,Karl-Marx-Straße
2014-04-03,73,51,62,141,Karl-Marx-Straße
2014-04-04,38,9,33,46,Karl-Marx-Straße
2014-04-05,38,13,35,56,Karl-Marx-Straße
2014-04-06,46,33,53,103,Karl-Marx-Straße
2014-04-07,38,87,72,205,Karl-Marx-Straße
2014-04-08,26,64,60,158,Karl-Marx-Straße
2014-04-09,13,53,51,132,Karl-Marx-Straße
2014-04-10,12,18,39,67,Karl-Marx-Straße
2014-04-11,24,91,78,218,Karl-Marx-Straße
2014-04-12,31,57,70,157,Karl-Marx-Straße
2014-04-13,23,29,41,84,Karl-Marx-Straße
2014-04-14,11,54,52,134,Karl-Marx-Straße
2014-04-15,13,34,40,92,Karl-Marx-Straße
2014-04-16,11,38,51,109,Karl-Marx-Straße
2014-04-17,19,82,80,204,Karl-Marx-Straße
2014-04-18,14,26,43,83,Karl-Marx-Straße
2014-04-19,32,10,29,44,Karl-Marx-Straße
2014-04-20,30,4,20,26,Karl-Marx-Straße
2014-04-21,21,5,22,29,Karl-Marx-Straße
2014-04-22,30,38,58,117,Karl-Marx-Straße
2014-04-23,31,40,57,118,Karl-Marx-Straße
2014-04-24,33,19,36,65,Karl-Marx-Straße
2014-04-25,35,11,35,52,Karl-Marx-Straße
2014-04-26,36,9,32,46,Karl-Marx-Straße
2014-04-27,21,4,19,26,Karl-Marx-Straße
2014-04-28,26,12,32,50,Karl-Marx-Straße
2014-04-29,29,23,50,84,Karl-Marx-Straße
2014-04-30,29,28,67,110,Karl-Marx-Straße
2014-05-01,29,15,38,61,Karl-Marx-Straße
2014-05-02,12,11,28,45,Karl-Marx-Straße
2014-05-03,13,15,32,55,Karl-Marx-Straße
2014-05-04,17,30,49,94,Karl-Marx-Straße
2014-05-05,25,82,81,206,Karl-Marx-Straße
2014-05-06,32,63,83,179,Karl-Marx-Straße
2014-05-07,25,64,70,167,Karl-Marx-Straße
2014-05-08,19,67,63,165,Karl-Marx-Straße
2014-05-09,15,62,56,152,Karl-Marx-Straße
2014-05-10,13,45,53,122,Karl-Marx-Straße
2014-05-11,9,28,35,78,Karl-Marx-Straße
2014-05-12,12,56,51,136,Karl-Marx-Straße
2014-05-13,16,66,62,163,Karl-Marx-Straße
2014-05-14,15,46,47,117,Karl-Marx-Straße
2014-05-15,15,32,34,83,Karl-Marx-Straße
2014-05-16,10,7,25,36,Karl-Marx-Straße
2014-05-17,15,6,21,30,Karl-Marx-Straße
2014-05-18,18,12,29,47,Karl-Marx-Straße
2014-05-19,23,60,58,149,Karl-Marx-Straße
2014-05-20,29,51,72,149,Karl-Marx-Straße
2014-05-21,29,46,83,153,Karl-Marx-Straße
2014-05-22,35,44,83,149,Karl-Marx-Straße
2014-05-23,44,50,68,146,Karl-Marx-Straße
2014-05-24,20,13,32,51,Karl-Marx-Straße
2014-05-25,14,19,41,70,Karl-Marx-Straße
2014-05-26,18,8,25,37,Karl-Marx-Straße
2014-05-27,19,8,21,33,Karl-Marx-Straße
2014-05-28,11,16,20,44,Karl-Marx-Straße
2014-05-29,12,7,14,25,Karl-Marx-Straße
2014-05-30,16,37,53,109,Karl-Marx-Straße
2014-05-31,21,37,55,111,Karl-Marx-Straße
2014-06-01,19,18,35,63,Karl-Marx-Straße
2014-06-02,16,9,26,39,Karl-Marx-Straße
2014-06-03,15,26,44,84,Karl-Marx-Straße
2014-06-04,20,28,50,93,Karl-Marx-Straße
2014-06-05,20,72,72,181,Karl-Marx-Straße
2014-06-06,22,77,92,210,Karl-Marx-Straße
2014-06-07,27,49,86,161,Karl-Marx-Straße
2014-06-08,38,46,87,157,Karl-Marx-Straße
2014-06-09,21,6,23,32,Karl-Marx-Straße
2014-06-10,34,34,65,117,Karl-Marx-Straße
2014-06-11,29,43,73,139,Karl-Marx-Straße
2014-06-12,18,45,53,122,Karl-Marx-Straße
2014-06-13,16,67,63,166,Karl-Marx-Straße
2014-06-14,11,25,36,75,Karl-Marx-Straße
2014-06-15,10,21,37,69,Karl-Marx-Straße
2014-06-16,15,51,58,135,Karl-Marx-Straße
2014-06-17,18,23,39,74,Karl-Marx-Straße
2014-06-18,16,55,65,148,Karl-Marx-Straße
2014-06-19,15,62,46,142,Karl-Marx-Straße
2014-06-20,16,55,47,131,Karl-Marx-Straße
2014-06-21,11,52,43,122,Karl-Marx-Straße
2014-06-22,11,28,34,77,Karl-Marx-Straße
2014-06-23,16,54,58,141,Karl-Marx-Straße
2014-06-24,11,62,53,147,Karl-Marx-Straße
2014-06-25,17,41,46,108,Karl-Marx-Straße
2014-06-26,19,68,63,167,Karl-Marx-Straße
2014-06-27,26,88,86,221,Karl-Marx-Straße
2014-06-28,23,45,66,134,Karl-Marx-Straße
2014-06-29,14,27,36,78,Karl-Marx-Straße
2014-06-30,16,54,58,140,Karl-Marx-Straße
2014-07-01,13,76,66,183,Karl-Marx-Straße
2014-07-02,14,62,66,160,Karl-Marx-Straße
2014-07-03,21,78,87,206,Karl-Marx-Straße
2014-07-04,26,62,110,205,Karl-Marx-Straße
2014-07-05,34,34,72,123,Karl-Marx-Straße
2014-07-06,13,30,42,87,Karl-Marx-Straße
2014-07-07,18,48,48,122,Karl-Marx-Straße
2014-07-08,27,26,49,89,Karl-Marx-Straße
2014-07-09,40,34,45,97,Karl-Marx-Straße
2014-07-10,28,19,44,73,Karl-Marx-Straße
2014-07-11,25,11,29,47,Karl-Marx-Straße
2014-07-12,14,11,21,37,Karl-Marx-Straße
2014-07-13,16,27,37,78,Karl-Marx-Straße
2014-07-14,22,58,63,151,Karl-Marx-Straße
2014-07-15,22,58,69,158,Karl-Marx-Straße
2014-07-16,25,34,62,114,Karl-Marx-Straße
2014-07-17,24,37,65,122,Karl-Marx-Straße
2014-07-18,30,30,70,116,Karl-Marx-Straße
2014-07-19,27,9,39,52,Karl-Marx-Straße
2014-07-20,31,5,29,37,Karl-Marx-Straße
2014-07-21,30,7,25,36,Karl-Marx-Straße
2014-07-22,23,7,23,34,Karl-Marx-Straße
2014-07-23,23,6,22,32,Karl-Marx-Straße
2014-07-24,25,11,32,48,Karl-Marx-Straße
2014-07-25,30,12,34,53,Karl-Marx-Straße
2014-07-26,37,16,43,67,Karl-Marx-Straße
2014-07-27,37,17,48,73,Karl-Marx-Straße
2014-07-28,40,16,44,68,Karl-Marx-Straße
2014-07-29,38,15,44,67,Karl-Marx-Straße
2014-07-30,38,40,49,110,Karl-Marx-Straße
2014-07-31,17,47,55,128,Karl-Marx-Straße
2014-08-01,25,57,62,150,Karl-Marx-Straße
2014-08-02,27,11,26,42,Karl-Marx-Straße
2014-08-03,26,20,34,64,Karl-Marx-Straße
2014-08-04,23,46,54,125,Karl-Marx-Straße
2014-08-05,16,32,48,97,Karl-Marx-Straße
2014-08-06,19,45,65,134,Karl-Marx-Straße
2014-08-07,27,36,61,115,Karl-Marx-Straße
2014-08-08,30,21,51,83,Karl-Marx-Straße
2014-08-09,23,24,46,83,Karl-Marx-Straße
2014-08-10,17,17,41,68,Karl-Marx-Straße
2014-08-11,11,41,53,116,Karl-Marx-Straße
2014-08-12,12,38,56,113,Karl-Marx-Straße
2014-08-13,15,34,55,107,Karl-Marx-Straße
2014-08-14,15,46,53,123,Karl-Marx-Straße
2014-08-15,19,46,53,122,Karl-Marx-Straße
2014-08-16,12,32,42,92,Karl-Marx-Straße
2014-08-17,10,18,27,54,Karl-Marx-Straße
2014-08-18,10,29,36,81,Karl-Marx-Straße
2014-08-19,10,37,43,99,Karl-Marx-Straße
2014-08-20,10,38,47,106,Karl-Marx-Straße
2014-08-21,18,48,69,142,Karl-Marx-Straße
2014-08-22,24,44,71,137,Karl-Marx-Straße
2014-08-23,18,30,49,95,Karl-Marx-Straße
2014-08-24,12,20,36,66,Karl-Marx-Straße
2014-08-25,17,52,66,146,Karl-Marx-Straße
2014-08-26,21,32,56,104,Karl-Marx-Straße
2014-08-27,22,43,70,136,Karl-Marx-Straße
2014-08-28,23,58,94,183,Karl-Marx-Straße
2014-08-29,31,72,78,189,Karl-Marx-Straße
2014-08-30,25,47,55,127,Karl-Marx-Straße
2014-08-31,20,26,39,78,Karl-Marx-Straße
2014-09-01,25,68,65,169,Karl-Marx-Straße
2014-09-02,16,12,29,47,Karl-Marx-Straße
2014-09-03,16,9,26,40,Karl-Marx-Straße
2014-09-04,27,12,32,50,Karl-Marx-Straße
2014-09-05,38,18,43,70,Karl-Marx-Straße
2014-09-06,42,14,43,64,Karl-Marx-Straße
2014-09-07,44,21,51,83,Karl-Marx-Straße
2014-09-08,34,40,59,121,Karl-Marx-Straße
2014-09-09,24,68,56,159,Karl-Marx-Straße
2014-09-10,17,55,56,140,Karl-Marx-Straße
2014-09-11,27,14,34,54,Karl-Marx-Straße
2014-09-12,34,7,24,35,Karl-Marx-Straße
2014-09-13,37,10,27,42,Karl-Marx-Straße
2014-09-14,34,5,24,32,Karl-Marx-Straße
2014-09-15,53,9,36,51,Karl-Marx-Straße
2014-09-16,52,13,41,61,Karl-Marx-Straße
2014-09-17,48,12,37,55,Karl-Marx-Straße
2014-09-18,42,30,60,106,Karl-Marx-Straße
2014-09-19,49,50,59,136,Karl-Marx-Straße
2014-09-20,58,57,54,142,Karl-Marx-Straße
2014-09-21,33,28,41,83,Karl-Marx-Straße
2014-09-22,19,55,47,131,Karl-Marx-Straße
2014-09-23,19,55,52,136,Karl-Marx-Straße
2014-09-24,26,61,57,150,Karl-Marx-Straße
2014-09-25,27,85,63,193,Karl-Marx-Straße
2014-09-26,27,96,60,206,Karl-Marx-Straße
2014-09-27,30,72,62,171,Karl-Marx-Straße
2014-09-28,29,54,61,143,Karl-Marx-Straße
2014-09-29,38,95,78,223,Karl-Marx-Straße
2014-09-30,39,95,72,217,Karl-Marx-Straße
2014-10-01,53,92,74,214,Karl-Marx-Straße
2014-10-02,59,139,90,302,Karl-Marx-Straße
2014-10-03,37,18,38,66,Karl-Marx-Straße
2014-10-04,48,21,44,76,Karl-Marx-Straße
2014-10-05,49,13,33,52,Karl-Marx-Straße
2014-10-06,58,18,34,62,Karl-Marx-Straße
2014-10-07,58,53,56,136,Karl-Marx-Straße
2014-10-08,28,67,58,160,Karl-Marx-Straße
2014-10-09,33,83,59,185,Karl-Marx-Straße
2014-10-10,24,88,65,199,Karl-Marx-Straße
2014-10-11,39,47,46,117,Karl-Marx-Straße
2014-10-12,28,28,35,78,Karl-Marx-Straße
2014-10-13,35,75,55,169,Karl-Marx-Straße
2014-10-14,28,119,65,247,Karl-Marx-Straße
2014-10-15,30,97,69,217,Karl-Marx-Straße
2014-10-16,31,103,62,219,Karl-Marx-Straße
2014-10-17,34,95,69,213,Karl-Marx-Straße
2014-10-18,40,69,52,157,Karl-Marx-Straße
2014-10-19,18,31,34,81,Karl-Marx-Straße
2014-10-20,17,57,47,134,Karl-Marx-Straße
2014-10-21,21,58,45,134,Karl-Marx-Straße
2014-10-22,18,59,47,137,Karl-Marx-Straße
2014-10-23,33,24,35,73,Karl-Marx-Straße
2014-10-24,29,54,43,125,Karl-Marx-Straße
2014-10-25,39,57,39,126,Karl-Marx-Straße
2014-10-26,34,54,35,117,Karl-Marx-Straße
2014-10-27,32,80,51,173,Karl-Marx-Straße
2014-10-28,40,93,65,207,Karl-Marx-Straße
2014-10-29,46,91,53,192,Karl-Marx-Straße
2014-10-30,48,124,56,246,Karl-Marx-Straße
2014-10-31,49,110,52,221,Karl-Marx-Straße
2014-11-01,45,121,58,242,Karl-Marx-Straße
2014-11-02,31,61,44,138,Karl-Marx-Straße
2014-11-03,30,66,50,150,Karl-Marx-Straße
2014-11-04,46,85,61,190,Karl-Marx-Straße
2014-11-05,45,104,56,215,Karl-Marx-Straße
2014-11-06,26,99,70,220,Karl-Marx-Straße
2014-11-07,39,96,56,202,Karl-Marx-Straße
2014-11-08,31,77,57,174,Karl-Marx-Straße
2014-11-09,38,32,30,80,Karl-Marx-Straße
2014-11-10,34,88,47,182,Karl-Marx-Straße
2014-11-11,34,58,36,124,Karl-Marx-Straße
2014-11-12,58,41,37,100,Karl-Marx-Straße
2014-11-13,75,125,48,239,Karl-Marx-Straße
2014-11-14,55,43,33,98,Karl-Marx-Straße
2014-11-15,51,15,25,48,Karl-Marx-Straße
2014-11-16,48,25,27,65,Karl-Marx-Straße
2014-11-17,37,45,39,109,Karl-Marx-Straße
2014-11-18,46,20,23,53,Karl-Marx-Straße
2014-11-19,42,32,24,72,Karl-Marx-Straße
2014-11-20,54,80,37,159,Karl-Marx-Straße
2014-11-21,47,104,56,216,Karl-Marx-Straße
2014-11-22,32,34,41,93,Karl-Marx-Straße
2014-11-23,40,27,30,71,Karl-Marx-Straße
2014-11-24,32,112,71,242,Karl-Marx-Straße
2014-11-25,30,104,71,231,Karl-Marx-Straße
2014-11-26,30,33,41,91,Karl-Marx-Straße
2014-11-27,59,37,39,96,Karl-Marx-Straße
2014-11-28,51,16,27,51,Karl-Marx-Straße
2014-11-29,48,16,28,53,Karl-Marx-Straße
2014-11-30,47,14,26,48,Karl-Marx-Straße
2014-12-01,47,23,30,65,Karl-Marx-Straße
2014-12-02,54,30,34,79,Karl-Marx-Straße
2014-12-03,74,30,33,78,Karl-Marx-Straße
2014-12-04,89,30,36,82,Karl-Marx-Straße
2014-12-05,80,129,57,254,Karl-Marx-Straße
2014-12-06,43,111,56,226,Karl-Marx-Straße
2014-12-07,26,47,50,122,Karl-Marx-Straße
2014-12-08,24,91,64,203,Karl-Marx-Straße
2014-12-09,36,140,69,284,Karl-Marx-Straße
2014-12-10,25,68,52,156,Karl-Marx-Straße
2014-12-11,18,73,58,169,Karl-Marx-Straße
2014-12-12,10,47,46,117,Karl-Marx-Straße
2014-12-13,16,65,59,158,Karl-Marx-Straße
2014-12-14,32,53,50,131,Karl-Marx-Straße
2014-12-15,22,85,59,189,Karl-Marx-Straße
2014-12-16,27,104,63,221,Karl-Marx-Straße
2014-12-17,23,75,59,174,Karl-Marx-Straße
2014-12-18,17,81,51,175,Karl-Marx-Straße
2014-12-19,8,65,53,152,Karl-Marx-Straße
2014-12-20,10,42,42,105,Karl-Marx-Straße
2014-12-21,16,32,34,82,Karl-Marx-Straße
2014-12-22,8,42,37,101,Karl-Marx-Straße
2014-12-23,8,43,37,103,Karl-Marx-Straße
2014-12-24,8,32,36,86,Karl-Marx-Straße
2014-12-25,11,20,26,56,Karl-Marx-Straße
2014-12-26,11,37,45,102,Karl-Marx-Straße
2014-12-27,28,21,32,63,Karl-Marx-Straße
2014-12-28,34,47,43,116,Karl-Marx-Straße
2014-12-29,27,72,58,168,Karl-Marx-Straße
2014-12-30,31,105,67,228,Karl-Marx-Straße
2014-12-31,40,92,57,198,Karl-Marx-Straße
2015-01-01,58,43,38,103,Karl-Marx-Straße
2015-01-02,15,51,45,124,Karl-Marx-Straße
2015-01-03,16,38,38,95,Karl-Marx-Straße
2015-01-04,12,30,39,85,Karl-Marx-Straße
2015-01-05,22,74,58,171,Karl-Marx-Straße
2015-01-06,25,42,50,114,Karl-Marx-Straße
2015-01-07,29,101,66,220,Karl-Marx-Straße
2015-01-08,20,74,55,168,Karl-Marx-Straße
2015-01-09,11,41,43,106,Karl-Marx-Straße
2015-01-10,9,36,36,91,Karl-Marx-Straße
2015-01-11,10,22,26,60,Karl-Marx-Straße
2015-01-12,10,52,45,125,Karl-Marx-Straße
2015-01-13,13,44,45,111,Karl-Marx-Straße
2015-01-14,11,61,55,148,Karl-Marx-Straße
2015-01-15,14,59,53,144,Karl-Marx-Straße
2015-01-16,18,88,67,202,Karl-Marx-Straße
2015-01-17,32,86,69,200,Karl-Marx-Straße
2015-01-18,32,53,50,130,Karl-Marx-Straße
2015-01-19,42,80,50,172,Karl-Marx-Straße
2015-01-20,41,87,54,187,Karl-Marx-Straße
2015-01-21,38,60,40,132,Karl-Marx-Straße
2015-01-22,40,22,33,67,Karl-Marx-Straße
2015-01-23,28,24,32,68,Karl-Marx-Straße
2015-01-24,29,64,51,148,Karl-Marx-Straße
2015-01-25,24,43,50,116,Karl-Marx-Straße
2015-01-26,20,62,49,145,Karl-Marx-Straße
2015-01-27,16,66,64,165,Karl-Marx-Straße
2015-01-28,22,48,45,118,Karl-Marx-Straße
2015-01-29,12,56,51,135,Karl-Marx-Straße
2015-01-30,21,85,68,196,Karl-Marx-Straße
2015-01-31,26,71,58,167,Karl-Marx-Straße
2015-02-01,29,45,50,119,Karl-Marx-Straße
2015-02-02,27,82,64,188,Karl-Marx-Straße
2015-02-03,19,76,62,178,Karl-Marx-Straße
2015-02-04,20,78,56,175,Karl-Marx-Straße
2015-02-05,25,25,38,76,Karl-Marx-Straße
2015-02-06,48,26,40,79,Karl-Marx-Straße
2015-02-07,34,56,54,140,Karl-Marx-Straße
2015-02-08,14,16,29,53,Karl-Marx-Straße
2015-02-09,12,69,61,167,Karl-Marx-Straße
2015-02-10,19,78,65,182,Karl-Marx-Straße
2015-02-11,33,65,60,159,Karl-Marx-Straße
2015-02-12,49,99,56,207,Karl-Marx-Straße
2015-02-13,44,95,63,208,Karl-Marx-Straße
2015-02-14,57,34,53,104,Karl-Marx-Straße
2015-02-15,79,6,29,38,Karl-Marx-Straße
2015-02-16,64,28,37,80,Karl-Marx-Straße
2015-02-17,69,70,61,168,Karl-Marx-Straße
2015-02-18,48,83,65,191,Karl-Marx-Straße
2015-02-19,51,100,63,215,Karl-Marx-Straße
2015-02-20,48,73,63,174,Karl-Marx-Straße
2015-02-21,25,43,53,119,Karl-Marx-Straße
2015-02-22,28,47,59,131,Karl-Marx-Straße
2015-02-23,37,70,63,170,Karl-Marx-Straße
2015-02-24,30,82,63,189,Karl-Marx-Straße
2015-02-25,45,119,81,262,Karl-Marx-Straße
2015-02-26,57,110,83,251,Karl-Marx-Straße
2015-02-27,49,91,75,215,Karl-Marx-Straße
2015-02-28,29,59,59,150,Karl-Marx-Straße
2015-03-01,20,33,42,92,Karl-Marx-Straße
2015-03-02,17,61,61,154,Karl-Marx-Straße
2015-03-03,17,60,52,144,Karl-Marx-Straße
2015-03-04,20,63,57,154,Karl-Marx-Straße
2015-03-05,19,73,64,175,Karl-Marx-Straße
2015-03-06,36,98,77,226,Karl-Marx-Straße
2015-03-07,43,50,58,134,Karl-Marx-Straße
2015-03-08,29,39,54,113,Karl-Marx-Straße
2015-03-09,34,59,63,153,Karl-Marx-Straße
2015-03-10,44,93,62,204,Karl-Marx-Straße
2015-03-11,23,58,58,147,Karl-Marx-Straße
2015-03-12,18,14,39,60,Karl-Marx-Straße
2015-03-13,25,29,43,88,Karl-Marx-Straße
2015-03-14,36,10,27,42,Karl-Marx-Straße
2015-03-15,34,7,19,31,Karl-Marx-Straße
2015-03-16,51,11,29,46,Karl-Marx-Straße
2015-03-17,43,26,55,95,Karl-Marx-Straße
2015-03-18,45,17,50,76,Karl-Marx-Straße
2015-03-19,57,20,61,92,Karl-Marx-Straße
2015-03-20,67,99,112,264,Karl-Marx-Straße
2015-03-21,49,43,48,114,Karl-Marx-Straße
2015-03-22,9,9,24,37,Karl-Marx-Straße
2015-03-23,30,72,73,184,Karl-Marx-Straße
2015-03-24,60,75,77,191,Karl-Marx-Straße
2015-03-25,65,34,50,102,Karl-Marx-Straße
2015-03-26,50,91,66,204,Karl-Marx-Straße
2015-03-27,28,76,60,176,Karl-Marx-Straße
2015-03-28,28,47,52,124,Karl-Marx-Straße
2015-03-29,14,22,29,63,Karl-Marx-Straße
2015-03-30,7,46,43,113,Karl-Marx-Straße
2015-03-31,10,46,45,116,Karl-Marx-Straße
2015-04-01,8,51,46,124,Karl-Marx-Straße
2015-04-02,10,62,56,151,Karl-Marx-Straße
2015-04-03,11,31,43,91,Karl-Marx-Straße
2015-04-04,15,26,43,82,Karl-Marx-Straße
2015-04-05,14,17,42,68,Karl-Marx-Straße
2015-04-06,11,7,23,33,Karl-Marx-Straße
2015-04-07,36,68,64,168,Karl-Marx-Straße
2015-04-08,26,50,56,133,Karl-Marx-Straße
2015-04-09,56,73,73,185,Karl-Marx-Straße
2015-04-10,60,85,86,217,Karl-Marx-Straße
2015-04-11,36,35,59,112,Karl-Marx-Straße
2015-04-12,11,21,31,63,Karl-Marx-Straße
2015-04-13,17,48,46,119,Karl-Marx-Straße
2015-04-14,28,64,65,162,Karl-Marx-Straße
2015-04-15,35,52,60,139,Karl-Marx-Straße
2015-04-16,15,34,44,96,Karl-Marx-Straße
2015-04-17,13,33,43,94,Karl-Marx-Straße
2015-04-18,15,15,33,56,Karl-Marx-Straße
2015-04-19,23,27,47,89,Karl-Marx-Straße
2015-04-20,17,20,38,69,Karl-Marx-Straße
2015-04-21,20,36,54,109,Karl-Marx-Straße
2015-04-22,22,31,51,99,Karl-Marx-Straße
2015-04-23,34,58,74,162,Karl-Marx-Straße
2015-04-24,54,64,83,179,Karl-Marx-Straße
2015-04-25,32,31,60,108,Karl-Marx-Straße
2015-04-26,20,27,44,85,Karl-Marx-Straße
2015-04-27,22,32,38,87,Karl-Marx-Straße
2015-04-28,17,46,50,121,Karl-Marx-Straße
2015-04-29,19,48,51,125,Karl-Marx-Straße
2015-04-30,27,64,65,163,Karl-Marx-Straße
2015-05-01,17,29,40,84,Karl-Marx-Straße
2015-05-02,19,54,72,155,Karl-Marx-Straße
2015-05-03,25,18,43,70,Karl-Marx-Straße
2015-05-04,19,58,61,150,Karl-Marx-Straße
2015-05-05,26,61,58,152,Karl-Marx-Straße
2015-05-06,23,58,68,157,Karl-Marx-Straße
2015-05-07,18,59,61,151,Karl-Marx-Straße
2015-05-08,23,44,56,124,Karl-Marx-Straße
2015-05-09,24,39,57,116,Karl-Marx-Straße
2015-05-10,15,25,41,80,Karl-Marx-Straße
2015-05-11,34,66,81,182,Karl-Marx-Straße
2015-05-12,29,49,68,142,Karl-Marx-Straße
2015-05-13,20,61,65,158,Karl-Marx-Straße
2015-05-14,12,29,41,86,Karl-Marx-Straße
2015-05-15,22,38,53,111,Karl-Marx-Straße
2015-05-16,29,42,57,120,Karl-Marx-Straße
2015-05-17,16,26,37,77,Karl-Marx-Straße
2015-05-18,36,50,76,152,Karl-Marx-Straße
2015-05-19,26,49,68,144,Karl-Marx-Straße
2015-05-20,26,49,70,145,Karl-Marx-Straße
2015-05-21,23,54,70,153,Karl-Marx-Straße
2015-05-22,30,70,82,189,Karl-Marx-Straße
2015-05-23,30,19,45,73,Karl-Marx-Straße
2015-05-24,21,15,38,60,Karl-Marx-Straße
2015-05-25,25,16,43,67,Karl-Marx-Straße
2015-05-26,15,35,43,96,Karl-Marx-Straße
2015-05-27,19,47,55,126,Karl-Marx-Straße
2015-05-28,27,43,56,122,Karl-Marx-Straße
2015-05-29,22,45,63,131,Karl-Marx-Straße
2015-05-30,14,37,46,103,Karl-Marx-Straße
2015-05-31,13,23,39,74,Karl-Marx-Straße
2015-06-01,18,55,60,144,Karl-Marx-Straße
2015-06-02,22,38,44,101,Karl-Marx-Straße
2015-06-03,22,39,48,107,Karl-Marx-Straße
2015-06-04,16,25,44,83,Karl-Marx-Straße
2015-06-05,21,29,65,109,Karl-Marx-Straße
2015-06-06,24,22,58,92,Karl-Marx-Straße
2015-06-07,13,7,22,33,Karl-Marx-Straße
2015-06-08,14,7,21,32,Karl-Marx-Straße
2015-06-09,17,12,28,47,Karl-Marx-Straße
2015-06-10,21,14,34,55,Karl-Marx-Straße
2015-06-11,18,22,42,75,Karl-Marx-Straße
