,date,PM10,NOx,NO_2,NOx,O_3
1449,16.10.2013,16,2,23,26,18
1450,17.10.2013,18,1,11,12,37
1451,18.10.2013,10,1,11,12,46
1452,19.10.2013,15,1,9,11,35
1453,20.10.2013,18,1,11,13,29
1454,21.10.2013,13,1,15,16,39
1455,22.10.2013,16,2,11,14,29
1456,23.10.2013,18,1,12,13,40
1457,24.10.2013,16,3,19,23,30
1458,25.10.2013,21,11,18,35,14
1459,26.10.2013,16,2,15,18,22
1460,27.10.2013,11,0,6,6,56
1461,28.10.2013,10,0,6,6,62
1462,29.10.2013,9,0,9,9,58
1463,30.10.2013,13,1,21,23,35
1464,31.10.2013,16,1,15,17,34
1465,01.11.2013,18,1,16,18,31
1466,02.11.2013,16,1,16,17,22
1467,03.11.2013,9,0,10,10,43
1468,04.11.2013,6,0,8,9,53
1469,05.11.2013,10,1,13,14,43
1470,06.11.2013,11,1,16,17,39
1471,07.11.2013,8,1,17,18,30
1472,08.11.2013,10,5,27,34,24
1473,09.11.2013,8,0,8,9,49
1474,10.11.2013,7,0,12,13,46
1475,11.11.2013,12,8,30,42,13
1476,12.11.2013,16,3,19,24,19
1477,13.11.2013,22,3,32,37,21
1478,14.11.2013,20,5,24,32,13
1479,15.11.2013,32,0,14,15,33
1480,16.11.2013,31,8,22,34,22
1481,17.11.2013,23,2,21,24,10
1482,18.11.2013,24,1,18,19,19
1483,19.11.2013,27,3,21,26,10
1484,20.11.2013,12,2,19,22,21
1485,21.11.2013,9,1,14,15,33
1486,22.11.2013,15,1,10,11,19
1487,23.11.2013,17,1,10,11,18
1488,24.11.2013,6,1,12,13,38
1489,25.11.2013,11,2,23,26,38
1490,26.11.2013,11,13,28,49,28
1491,27.11.2013,18,9,34,48,10
1492,28.11.2013,19,1,26,28,36
1493,29.11.2013,17,1,21,22,36
1494,30.11.2013,8,0,15,15,39
1495,01.12.2013,16,0,12,12,41
1496,02.12.2013,16,8,20,32,19
1497,03.12.2013,16,22,23,57,10
1498,04.12.2013,22,27,37,77,5
1499,05.12.2013,12,0,14,14,45
1500,06.12.2013,8,1,8,10,63
1501,07.12.2013,10,0,16,16,49
1502,08.12.2013,10,0,10,10,42
1503,09.12.2013,9,1,23,25,28
1504,10.12.2013,8,4,26,32,10
1505,11.12.2013,15,1,20,21,24
1506,12.12.2013,9,5,23,31,14
1507,13.12.2013,10,17,31,57,2
1508,14.12.2013,17,3,27,32,8
1509,15.12.2013,16,0,14,15,31
1510,16.12.2013,12,1,19,21,29
1511,17.12.2013,18,18,33,60,13
1512,18.12.2013,24,8,33,45,4
1513,19.12.2013,22,1,26,28,14
1514,20.12.2013,22,3,27,32,11
1515,21.12.2013,11,0,10,11,45
1516,22.12.2013,8,1,6,7,50
1517,23.12.2013,6,0,8,9,56
1518,24.12.2013,9,0,7,7,48
1519,25.12.2013,16,1,8,9,37
1520,26.12.2013,25,0,11,12,19
1521,27.12.2013,11,0,8,8,47
1522,28.12.2013,7,1,11,12,40
1523,29.12.2013,8,0,8,9,46
1524,30.12.2013,9,1,10,11,35
1525,31.12.2013,20,1,11,13,29
1526,01.01.2014,34,1,11,12,25
1527,02.01.2014,24,0,10,11,32
1528,03.01.2014,11,1,13,13,36
1529,04.01.2014,12,1,9,10,48
1530,05.01.2014,,0,6,7,
1531,06.01.2014,,0,13,13,
1532,07.01.2014,8,1,14,15,39
1533,08.01.2014,8,1,21,22,32
1534,09.01.2014,9,1,17,19,32
1535,10.01.2014,8,0,12,13,55
1536,11.01.2014,10,0,12,13,45
1537,12.01.2014,14,0,7,8,58
1538,13.01.2014,21,1,22,24,20
1539,14.01.2014,24,6,21,30,6
1540,15.01.2014,36,2,14,17,19
1541,16.01.2014,27,1,19,20,19
1542,17.01.2014,21,3,25,28,10
1543,18.01.2014,22,2,17,20,19
1544,19.01.2014,37,0,9,9,24
1545,20.01.2014,25,0,9,10,21
1546,21.01.2014,23,0,12,12,24
1547,22.01.2014,40,1,13,14,24
1548,23.01.2014,42,0,13,14,36
1549,24.01.2014,58,0,18,18,42
1550,25.01.2014,43,1,17,17,45
1551,26.01.2014,51,0,12,12,46
1552,27.01.2014,78,2,26,29,25
1553,28.01.2014,74,3,21,25,25
1554,29.01.2014,38,1,12,14,40
1555,30.01.2014,51,1,14,15,38
1556,31.01.2014,54,3,26,31,31
1557,01.02.2014,34,1,10,11,46
1558,02.02.2014,36,1,11,12,27
1559,03.02.2014,29,1,13,14,30
1560,04.02.2014,25,1,14,16,53
1561,05.02.2014,33,1,13,14,46
1562,06.02.2014,18,1,17,19,38
1563,07.02.2014,15,0,13,13,45
1564,08.02.2014,9,0,8,8,58
1565,09.02.2014,5,0,5,6,63
1566,10.02.2014,10,1,12,14,56
1567,11.02.2014,15,1,14,15,41
1568,12.02.2014,11,1,16,18,44
1569,13.02.2014,11,1,13,14,50
1570,14.02.2014,13,1,14,15,51
1571,15.02.2014,9,1,9,10,52
1572,16.02.2014,7,1,7,8,61
1573,17.02.2014,12,2,18,21,41
1574,18.02.2014,15,3,23,28,26
1575,19.02.2014,21,2,29,32,19
1576,20.02.2014,18,2,17,19,33
1577,21.02.2014,12,1,15,18,38
1578,22.02.2014,10,1,12,13,51
1579,23.02.2014,12,1,10,11,50
1580,24.02.2014,20,1,12,13,60
1581,25.02.2014,36,1,14,16,47
1582,26.02.2014,37,2,25,29,31
1583,27.02.2014,42,4,30,35,20
1584,28.02.2014,40,2,23,26,18
1585,01.03.2014,38,4,16,23,34
1586,02.03.2014,46,1,15,16,36
1587,03.03.2014,42,0,12,12,49
1588,04.03.2014,52,2,16,19,27
1589,05.03.2014,59,9,26,40,10
1590,06.03.2014,57,5,23,30,16
1591,07.03.2014,35,2,21,24,31
1592,08.03.2014,38,2,16,19,47
1593,09.03.2014,37,1,13,14,56
1594,10.03.2014,48,1,19,21,61
1595,11.03.2014,39,1,19,21,45
1596,12.03.2014,16,2,18,21,48
1597,13.03.2014,33,6,36,45,38
1598,14.03.2014,50,15,43,66,36
1599,15.03.2014,26,0,7,7,72
1600,16.03.2014,5,1,7,9,65
1601,17.03.2014,11,1,9,10,59
1602,18.03.2014,20,1,16,17,44
1603,19.03.2014,13,1,15,16,50
1604,20.03.2014,18,1,13,15,63
1605,21.03.2014,20,0,9,10,83
1606,22.03.2014,9,1,10,11,53
1607,23.03.2014,14,1,13,13,52
1608,24.03.2014,17,2,22,26,39
1609,25.03.2014,12,2,22,26,41
1610,26.03.2014,12,2,12,15,52
1611,27.03.2014,18,1,9,11,66
1612,28.03.2014,33,2,12,15,34
1613,29.03.2014,45,2,14,17,38
1614,30.03.2014,44,0,13,12,75
1615,31.03.2014,43,4,21,27,61
1616,01.04.2014,47,5,17,24,51
1617,02.04.2014,35,1,9,11,78
1618,03.04.2014,50,2,17,19,68
1619,04.04.2014,27,0,8,9,79
1620,05.04.2014,29,0,12,13,59
1621,06.04.2014,34,1,13,14,60
1622,07.04.2014,22,1,15,17,50
1623,08.04.2014,18,1,11,13,66
1624,09.04.2014,10,1,10,12,72
1625,10.04.2014,9,1,10,11,56
1626,11.04.2014,10,2,12,14,47
1627,12.04.2014,18,0,11,12,57
1628,13.04.2014,18,1,10,11,69
1629,14.04.2014,9,1,10,11,70
1630,15.04.2014,14,1,8,10,64
1631,16.04.2014,8,2,10,13,54
1632,17.04.2014,15,2,12,16,60
1633,18.04.2014,12,1,8,9,69
1634,19.04.2014,25,1,6,8,63
1635,20.04.2014,27,0,6,6,89
1636,21.04.2014,16,0,3,3,83
1637,22.04.2014,20,1,7,8,66
1638,23.04.2014,20,4,10,16,49
1639,24.04.2014,25,1,7,9,49
1640,25.04.2014,27,1,7,8,79
1641,26.04.2014,27,1,4,5,75
1642,27.04.2014,16,0,3,3,69
1643,28.04.2014,21,0,6,7,73
1644,29.04.2014,22,1,9,10,81
1645,30.04.2014,23,1,11,12,82
1646,01.05.2014,25,1,9,10,79
1647,02.05.2014,8,0,4,5,54
1648,03.05.2014,11,0,4,5,57
1649,04.05.2014,16,0,9,10,65
1650,05.05.2014,13,2,8,11,62
1651,06.05.2014,20,1,8,9,82
1652,07.05.2014,16,0,10,11,71
1653,08.05.2014,12,1,8,9,64
1654,09.05.2014,9,1,6,7,66
1655,10.05.2014,10,1,3,4,83
1656,11.05.2014,9,0,3,4,74
1657,12.05.2014,8,1,6,8,64
1658,13.05.2014,11,1,10,12,68
1659,14.05.2014,13,1,10,12,64
1660,15.05.2014,12,1,7,7,61
1661,16.05.2014,8,1,2,3,79
1662,17.05.2014,12,0,4,4,78
1663,18.05.2014,13,0,4,3,54
1664,19.05.2014,13,0,4,5,56
1665,20.05.2014,17,1,6,8,75
1666,21.05.2014,20,1,6,7,96
1667,22.05.2014,25,0,5,6,113
1668,23.05.2014,31,1,8,9,85
1669,24.05.2014,13,0,5,5,66
1670,25.05.2014,12,1,7,8,87
1671,26.05.2014,15,1,5,6,82
1672,27.05.2014,,1,4,5,60
1673,28.05.2014,6,1,4,5,34
1674,29.05.2014,9,0,3,3,41
1675,30.05.2014,12,1,9,11,52
1676,31.05.2014,17,2,10,12,69
1677,01.06.2014,18,1,5,7,78
1678,02.06.2014,13,1,6,6,64
1679,03.06.2014,10,1,6,8,65
1680,04.06.2014,13,1,4,6,74
1681,05.06.2014,14,0,6,6,69
1682,06.06.2014,15,1,9,11,72
1683,07.06.2014,21,0,9,9,93
1684,08.06.2014,36,0,7,8,89
1685,09.06.2014,21,0,4,4,111
1686,10.06.2014,24,0,5,5,102
1687,11.06.2014,23,0,9,10,85
1688,12.06.2014,15,0,7,7,69
1689,13.06.2014,14,1,11,12,51
1690,14.06.2014,8,1,4,5,56
1691,15.06.2014,8,1,7,10,53
1692,16.06.2014,11,1,10,11,62
1693,17.06.2014,13,1,7,8,63
1694,18.06.2014,11,1,8,9,68
1695,19.06.2014,13,0,6,7,50
1696,20.06.2014,14,1,6,7,54
1697,21.06.2014,11,1,5,6,49
1698,22.06.2014,11,0,3,3,59
1699,23.06.2014,22,1,7,9,71
1700,24.06.2014,,1,10,12,46
1701,25.06.2014,,1,15,16,22
1702,26.06.2014,10,2,8,10,43
1703,27.06.2014,15,2,7,10,60
1704,28.06.2014,17,1,7,8,83
1705,29.06.2014,10,0,6,6,56
1706,30.06.2014,10,2,10,13,61
1707,01.07.2014,11,1,11,12,63
1708,02.07.2014,12,1,13,14,61
1709,03.07.2014,16,2,12,15,73
1710,04.07.2014,23,1,10,11,113
1711,05.07.2014,28,0,8,8,107
1712,06.07.2014,11,0,5,6,69
1713,07.07.2014,16,1,9,10,63
1714,08.07.2014,21,1,7,8,58
1715,09.07.2014,28,1,9,10,53
1716,10.07.2014,20,0,6,6,62
1717,11.07.2014,23,1,4,5,56
1718,12.07.2014,13,1,3,4,48
1719,13.07.2014,14,1,6,6,60
1720,14.07.2014,16,1,7,8,69
1721,15.07.2014,19,1,11,12,76
1722,16.07.2014,23,1,13,15,72
1723,17.07.2014,22,1,9,9,86
1724,18.07.2014,23,0,10,11,98
1725,19.07.2014,26,1,6,7,104
1726,20.07.2014,29,0,5,6,112
1727,21.07.2014,29,0,7,8,100
1728,22.07.2014,19,0,5,6,85
1729,23.07.2014,20,0,5,5,75
1730,24.07.2014,18,0,7,7,60
1731,25.07.2014,24,0,7,8,52
1732,26.07.2014,28,1,7,9,75
1733,27.07.2014,32,1,9,10,82
1734,28.07.2014,33,1,11,14,74
1735,29.07.2014,32,1,8,9,75
1736,30.07.2014,24,2,9,12,62
1737,31.07.2014,14,1,9,10,60
1738,01.08.2014,18,2,8,11,65
1739,02.08.2014,22,0,5,5,79
1740,03.08.2014,24,0,6,7,75
1741,04.08.2014,19,1,15,16,49
1742,05.08.2014,14,1,10,13,57
1743,06.08.2014,17,3,15,20,55
1744,07.08.2014,18,1,10,12,72
1745,08.08.2014,24,2,15,19,80
1746,09.08.2014,20,1,8,9,76
1747,10.08.2014,16,0,5,6,76
1748,11.08.2014,11,0,5,6,74
1749,12.08.2014,10,1,7,8,66
1750,13.08.2014,13,1,7,8,77
1751,14.08.2014,14,1,10,11,66
1752,15.08.2014,11,1,13,15,53
1753,16.08.2014,11,1,11,12,53
1754,17.08.2014,11,0,7,7,73
1755,18.08.2014,10,0,8,8,73
1756,19.08.2014,10,1,9,10,66
1757,20.08.2014,10,1,10,11,61
1758,21.08.2014,11,2,16,20,57
1759,22.08.2014,15,1,10,11,71
1760,23.08.2014,14,0,9,9,70
1761,24.08.2014,9,1,8,9,66
1762,25.08.2014,12,1,12,14,68
1763,26.08.2014,10,0,7,8,78
1764,27.08.2014,15,3,19,23,50
1765,28.08.2014,16,4,21,27,64
1766,29.08.2014,17,1,17,18,49
1767,30.08.2014,18,1,15,16,45
1768,31.08.2014,16,2,9,11,32
1769,01.09.2014,15,4,21,27,19
1770,02.09.2014,12,1,7,8,47
1771,03.09.2014,11,1,8,8,56
1772,04.09.2014,19,1,8,9,67
1773,05.09.2014,30,0,6,6,87
1774,06.09.2014,35,0,7,7,91
1775,07.09.2014,32,0,8,8,70
1776,08.09.2014,21,1,15,17,54
1777,09.09.2014,16,2,13,16,60
1778,10.09.2014,12,1,12,14,52
1779,11.09.2014,13,1,9,10,40
1780,12.09.2014,24,1,6,7,54
1781,13.09.2014,32,0,5,5,56
1782,14.09.2014,27,0,5,5,61
1783,15.09.2014,44,1,8,8,85
1784,16.09.2014,42,0,6,7,86
1785,17.09.2014,40,1,8,8,82
1786,18.09.2014,29,0,9,9,83
1787,19.09.2014,33,2,16,18,36
1788,20.09.2014,36,4,16,23,19
1789,21.09.2014,27,1,14,15,50
1790,22.09.2014,19,1,9,10,55
1791,23.09.2014,9,1,11,13,47
1792,24.09.2014,17,2,14,16,42
1793,25.09.2014,19,1,19,21,32
1794,26.09.2014,14,1,21,23,23
1795,27.09.2014,23,2,17,20,34
1796,28.09.2014,24,3,14,19,35
1797,29.09.2014,19,3,19,24,38
1798,30.09.2014,23,4,24,30,23
1799,01.10.2014,23,7,24,35,18
1800,02.10.2014,30,7,18,29,30
1801,03.10.2014,26,1,8,9,45
1802,04.10.2014,36,1,7,8,58
1803,05.10.2014,41,1,7,8,55
1804,06.10.2014,43,1,9,10,55
1805,07.10.2014,38,0,10,10,53
1806,08.10.2014,14,1,9,10,51
1807,09.10.2014,24,1,13,14,34
1808,10.10.2014,15,3,19,24,32
1809,11.10.2014,28,2,15,19,17
1810,12.10.2014,17,2,11,14,34
1811,13.10.2014,23,2,15,17,31
1812,14.10.2014,17,6,25,33,13
1813,15.10.2014,14,5,21,29,21
1814,16.10.2014,15,6,23,32,10
1815,17.10.2014,19,3,27,32,21
1816,18.10.2014,21,3,14,19,22
1817,19.10.2014,14,1,8,9,45
1818,20.10.2014,12,0,14,14,43
1819,21.10.2014,13,1,11,12,37
1820,22.10.2014,14,2,15,18,34
1821,23.10.2014,23,2,10,13,26
1822,24.10.2014,19,1,11,12,30
1823,25.10.2014,29,1,13,15,18
1824,26.10.2014,24,1,13,15,11
1825,27.10.2014,25,2,14,17,24
1826,28.10.2014,24,2,14,16,31
1827,29.10.2014,27,9,17,30,23
1828,30.10.2014,33,20,27,58,2
1829,31.10.2014,32,5,19,27,7
1830,01.11.2014,27,10,19,34,8
1831,02.11.2014,22,4,19,25,13
1832,03.11.2014,19,1,14,16,29
1833,04.11.2014,37,1,14,15,35
1834,05.11.2014,33,6,23,33,12
1835,06.11.2014,14,2,23,25,29
1836,07.11.2014,20,6,16,26,17
1837,08.11.2014,18,2,16,18,27
1838,09.11.2014,27,1,13,15,13
1839,10.11.2014,25,5,17,25,13
1840,11.11.2014,20,10,17,33,8
1841,12.11.2014,44,8,15,27,15
1842,13.11.2014,51,13,15,36,1
1843,14.11.2014,46,8,13,25,17
1844,15.11.2014,44,0,10,11,30
1845,16.11.2014,40,0,10,10,24
1846,17.11.2014,28,6,17,26,15
1847,18.11.2014,41,2,15,17,8
1848,19.11.2014,29,3,12,16,4
1849,20.11.2014,35,10,15,30,2
1850,21.11.2014,30,11,25,43,6
1851,22.11.2014,20,1,10,11,32
1852,23.11.2014,30,1,13,14,23
1853,24.11.2014,23,6,31,39,
1854,25.11.2014,15,6,37,47,
1855,26.11.2014,19,0,12,12,28
1856,27.11.2014,47,1,13,15,26
1857,28.11.2014,41,1,10,11,33
1858,29.11.2014,38,0,7,8,43
1859,30.11.2014,39,0,6,7,46
1860,01.12.2014,42,0,9,9,44
1861,02.12.2014,41,1,10,11,40
1862,03.12.2014,60,1,18,20,16
1863,04.12.2014,66,3,25,29,8
1864,05.12.2014,67,11,27,44,3
1865,06.12.2014,31,19,25,54,3
1866,07.12.2014,15,0,12,13,39
1867,08.12.2014,13,2,19,22,32
1868,09.12.2014,20,13,31,51,8
1869,10.12.2014,14,1,18,20,26
1870,11.12.2014,8,0,13,13,44
1871,12.12.2014,5,1,6,8,62
1872,13.12.2014,7,1,11,12,58
1873,14.12.2014,15,2,17,20,20
1874,15.12.2014,9,1,14,15,39
1875,16.12.2014,12,1,21,23,26
1876,17.12.2014,13,0,17,17,38
1877,18.12.2014,9,1,19,19,23
1878,19.12.2014,6,0,10,10,53
1879,20.12.2014,10,1,7,8,68
1880,21.12.2014,17,0,6,6,62
1881,22.12.2014,5,1,6,8,56
1882,23.12.2014,7,0,8,8,56
1883,24.12.2014,6,0,5,5,57
1884,25.12.2014,13,0,5,5,61
1885,26.12.2014,7,1,16,18,38
1886,27.12.2014,17,1,9,10,34
1887,28.12.2014,26,5,23,30,28
1888,29.12.2014,22,8,31,42,16
1889,30.12.2014,18,1,22,24,29
1890,31.12.2014,28,2,25,29,15
1891,01.01.2015,57,1,14,15,35
1892,02.01.2015,10,0,7,7,56
1893,03.01.2015,16,0,6,7,64
1894,04.01.2015,12,0,8,8,65
1895,05.01.2015,14,1,17,18,46
1896,06.01.2015,12,0,10,10,45
1897,07.01.2015,18,3,26,30,21
1898,08.01.2015,11,1,16,17,33
1899,09.01.2015,12,0,8,8,67
1900,10.01.2015,9,0,7,7,63
1901,11.01.2015,13,0,6,6,73
1902,12.01.2015,6,0,8,9,61
1903,13.01.2015,5,0,7,7,64
1904,14.01.2015,7,0,9,9,61
1905,15.01.2015,8,0,9,9,55
1906,16.01.2015,8,1,13,14,48
1907,17.01.2015,17,2,23,27,28
1908,18.01.2015,22,1,13,15,27
1909,19.01.2015,29,5,17,25,16
1910,20.01.2015,30,1,18,19,19
1911,21.01.2015,29,5,25,33,5
1912,22.01.2015,28,1,16,16,16
1913,23.01.2015,29,1,11,12,26
1914,24.01.2015,18,0,13,13,35
1915,25.01.2015,19,1,17,18,42
1916,26.01.2015,11,0,11,12,44
1917,27.01.2015,12,0,19,19,53
1918,28.01.2015,15,1,12,13,49
1919,29.01.2015,9,1,7,8,62
1920,30.01.2015,10,1,13,14,45
1921,31.01.2015,13,1,18,20,37
1922,01.02.2015,18,1,14,15,40
1923,02.02.2015,18,1,18,20,40
1924,03.02.2015,10,2,20,23,37
1925,04.02.2015,9,2,22,26,24
1926,05.02.2015,16,3,15,19,26
1927,06.02.2015,37,0,11,11,44
1928,07.02.2015,31,2,26,29,30
1929,08.02.2015,11,0,5,5,75
1930,09.02.2015,9,1,17,18,54
1931,10.02.2015,11,0,13,13,62
1932,11.02.2015,16,1,22,23,45
1933,12.02.2015,31,8,19,31,28
1934,13.02.2015,30,4,25,31,20
1935,14.02.2015,42,1,16,17,41
1936,15.02.2015,65,0,12,12,57
1937,16.02.2015,56,0,8,8,53
1938,17.02.2015,47,1,19,21,40
1939,18.02.2015,38,2,27,30,29
1940,19.02.2015,29,4,23,28,24
1941,20.02.2015,27,1,17,18,43
1942,21.02.2015,14,0,10,11,68
1943,22.02.2015,15,1,13,15,48
1944,23.02.2015,16,0,11,11,49
1945,24.02.2015,14,2,17,19,39
1946,25.02.2015,17,5,21,29,28
1947,26.02.2015,22,10,24,39,32
1948,27.02.2015,29,2,22,24,43
1949,28.02.2015,20,1,15,16,54
1950,01.03.2015,13,0,8,8,58
1951,02.03.2015,10,1,11,13,63
1952,03.03.2015,13,1,9,10,66
1953,04.03.2015,11,1,14,16,58
1954,05.03.2015,12,1,19,20,51
1955,06.03.2015,20,3,31,36,22
1956,07.03.2015,25,1,15,16,50
1957,08.03.2015,19,1,10,10,61
1958,09.03.2015,20,1,19,21,48
1959,10.03.2015,26,4,23,30,22
1960,11.03.2015,25,1,17,18,52
1961,12.03.2015,14,1,8,8,57
1962,13.03.2015,15,1,12,14,47
1963,14.03.2015,29,1,7,8,42
1964,15.03.2015,25,0,5,6,44
1965,16.03.2015,41,1,6,7,58
1966,17.03.2015,40,1,8,9,79
1967,18.03.2015,25,1,6,7,85
1968,19.03.2015,41,1,17,17,79
1969,20.03.2015,46,3,33,38,54
1970,21.03.2015,40,2,24,26,33
1971,22.03.2015,8,1,4,5,77
1972,23.03.2015,20,1,16,17,60
1973,24.03.2015,37,3,22,25,43
1974,25.03.2015,46,3,12,16,57
1975,26.03.2015,38,4,24,29,35
1976,27.03.2015,17,1,18,19,37
1977,28.03.2015,17,1,10,10,59
1978,29.03.2015,12,1,5,5,63
1979,30.03.2015,8,1,7,8,80
1980,31.03.2015,10,0,6,7,78
1981,01.04.2015,10,1,9,10,76
1982,02.04.2015,7,1,11,13,65
1983,03.04.2015,13,1,10,11,64
1984,04.04.2015,14,1,15,16,54
1985,05.04.2015,17,1,15,17,55
1986,06.04.2015,13,0,10,11,64
1987,07.04.2015,16,6,18,27,53
1988,08.04.2015,13,0,12,12,59
1989,09.04.2015,21,2,13,16,48
1990,10.04.2015,29,4,15,20,61
1991,11.04.2015,27,1,12,13,81
1992,12.04.2015,11,0,5,5,83
1993,13.04.2015,14,1,8,9,76
1994,14.04.2015,19,2,15,17,62
1995,15.04.2015,24,1,11,12,84
1996,16.04.2015,14,1,7,9,81
1997,17.04.2015,14,1,11,11,73
1998,18.04.2015,9,1,6,7,67
1999,19.04.2015,24,2,12,15,59
2000,20.04.2015,15,1,11,12,68
2001,21.04.2015,20,2,17,19,76
2002,22.04.2015,18,0,10,10,74
2003,23.04.2015,22,2,24,28,67
2004,24.04.2015,29,3,19,23,80
2005,25.04.2015,23,1,10,12,106
2006,26.04.2015,12,0,7,7,67
2007,27.04.2015,14,3,11,15,32
2008,28.04.2015,9,1,12,13,49
2009,29.04.2015,15,2,11,13,69
2010,30.04.2015,15,1,10,10,72
2011,01.05.2015,11,0,7,8,73
2012,02.05.2015,16,4,18,24,57
2013,03.05.2015,22,0,8,8,80
2014,04.05.2015,11,1,8,8,66
2015,05.05.2015,17,1,8,10,65
2016,06.05.2015,16,1,7,8,92
2017,07.05.2015,9,1,10,12,75
2018,08.05.2015,13,1,9,10,71
2019,09.05.2015,18,0,10,10,83
2020,10.05.2015,13,0,8,9,76
2021,11.05.2015,16,2,12,15,68
2022,12.05.2015,18,1,7,9,96
2023,13.05.2015,14,0,11,11,77
2024,14.05.2015,11,1,10,11,66
2025,15.05.2015,17,2,11,14,58
2026,16.05.2015,21,1,14,15,62
2027,17.05.2015,15,0,8,8,77
2028,18.05.2015,20,1,11,13,80
2029,19.05.2015,16,1,9,10,88
2030,20.05.2015,17,2,18,20,60
2031,21.05.2015,14,1,12,13,73
2032,22.05.2015,17,2,15,19,71
2033,23.05.2015,23,1,14,16,66
2034,24.05.2015,16,1,6,7,78
2035,25.05.2015,20,0,7,7,75
2036,26.05.2015,9,0,8,8,66
2037,27.05.2015,13,0,11,11,65
2038,28.05.2015,14,1,10,12,78
2039,29.05.2015,13,0,9,10,80
2040,30.05.2015,12,0,7,8,79
2041,31.05.2015,9,0,4,5,87
2042,01.06.2015,10,1,12,14,63
2043,02.06.2015,19,1,5,6,77
2044,03.06.2015,17,1,7,8,79
2045,04.06.2015,15,1,9,11,75
2046,05.06.2015,14,1,6,7,110
2047,06.06.2015,,1,7,8,128
2048,07.06.2015,12,1,5,6,99
2049,08.06.2015,14,1,4,5,80
2050,09.06.2015,14,0,6,6,76
2051,10.06.2015,15,1,6,7,83
2052,11.06.2015,12,0,7,8,95
2053,12.06.2015,21,1,8,9,106
2054,13.06.2015,30,1,6,7,108
2055,14.06.2015,20,1,6,7,79
2056,15.06.2015,,1,3,4,74
2057,16.06.2015,12,1,10,12,60
2058,17.06.2015,15,1,13,15,76
2059,18.06.2015,12,1,7,9,70
2060,19.06.2015,10,1,7,8,61
2061,20.06.2015,9,0,8,9,55
2062,21.06.2015,9,0,6,6,64
2063,22.06.2015,12,1,7,9,57
2064,23.06.2015,,1,14,16,40
2065,24.06.2015,,1,11,13,49
2066,25.06.2015,17,2,12,15,67
2067,26.06.2015,37,1,20,22,71
2068,27.06.2015,31,1,10,11,73
2069,28.06.2015,13,1,7,8,57
2070,29.06.2015,16,2,12,16,68
2071,30.06.2015,13,1,6,8,74
2072,01.07.2015,12,1,7,9,68
2073,02.07.2015,14,1,5,6,91
2074,03.07.2015,21,1,6,8,125
2075,04.07.2015,32,1,7,8,137
2076,05.07.2015,25,0,6,7,132
2077,06.07.2015,18,0,8,9,82
2078,07.07.2015,18,1,12,13,106
2079,08.07.2015,19,1,8,9,72
2080,09.07.2015,11,1,6,8,60
2081,10.07.2015,13,1,7,7,66
2082,11.07.2015,16,1,12,13,74
2083,12.07.2015,21,1,11,12,69
2084,13.07.2015,17,1,12,13,47
2085,14.07.2015,15,1,12,14,42
2086,15.07.2015,15,1,12,14,51
2087,16.07.2015,20,1,9,11,67
2088,17.07.2015,22,1,12,14,86
2089,18.07.2015,26,1,10,11,70
2090,19.07.2015,15,1,7,8,66
2091,20.07.2015,14,1,6,7,78
2092,21.07.2015,14,1,10,11,67
2093,22.07.2015,16,1,12,13,74
2094,23.07.2015,13,0,8,8,80
2095,24.07.2015,15,1,7,7,78
2096,25.07.2015,17,0,5,5,90
2097,26.07.2015,9,0,4,4,72
2098,27.07.2015,9,0,6,7,65
2099,28.07.2015,9,1,5,7,63
2100,29.07.2015,9,1,6,7,78
2101,30.07.2015,10,0,5,6,62
2102,31.07.2015,12,1,8,8,62
2103,01.08.2015,20,1,10,12,78
2104,02.08.2015,25,1,8,9,118
2105,03.08.2015,28,1,9,10,124
2106,04.08.2015,36,1,8,9,125
2107,05.08.2015,18,1,10,11,88
2108,06.08.2015,24,1,12,13,107
2109,07.08.2015,31,0,11,12,129
2110,08.08.2015,28,1,7,8,117
2111,09.08.2015,14,0,4,4,86
2112,10.08.2015,24,1,7,8,108
2113,11.08.2015,33,0,7,8,137
2114,12.08.2015,22,0,6,6,89
2115,13.08.2015,19,0,6,7,81
2116,14.08.2015,28,0,6,6,129
2117,15.08.2015,28,0,8,9,126
2118,16.08.2015,29,0,8,9,82
2119,17.08.2015,33,1,12,13,77
2120,18.08.2015,22,2,16,18,39
2121,19.08.2015,21,2,17,20,39
2122,20.08.2015,26,1,9,11,72
2123,21.08.2015,33,1,13,14,81
2124,22.08.2015,35,1,10,11,90
2125,23.08.2015,26,0,6,6,89
2126,24.08.2015,24,0,7,8,88
2127,25.08.2015,6,1,7,8,65
2128,26.08.2015,8,1,11,12,66
2129,27.08.2015,13,1,13,14,80
2130,28.08.2015,10,1,12,13,54
2131,29.08.2015,20,3,13,17,58
2132,30.08.2015,22,1,12,13,71
2133,31.08.2015,22,1,14,16,89
2134,01.09.2015,19,1,12,14,93
2135,02.09.2015,9,1,12,13,62
2136,03.09.2015,13,2,15,18,45
2137,04.09.2015,17,3,18,22,55
2138,05.09.2015,6,0,5,6,62
2139,06.09.2015,6,1,5,6,60
2140,07.09.2015,8,1,13,14,47
2141,08.09.2015,7,5,17,24,45
2142,09.09.2015,4,1,10,11,42
2143,10.09.2015,12,1,9,11,48
2144,11.09.2015,27,0,10,10,46
2145,12.09.2015,29,1,9,10,60
2146,13.09.2015,24,0,9,9,76
2147,14.09.2015,22,0,9,10,69
