,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2014-10-16,17,16,22,47,3,Grunewald
2014-10-17,18,1,10,12,22,Grunewald
2014-10-18,25,4,14,20,10,Grunewald
2014-10-19,16,1,8,9,29,Grunewald
2014-10-20,14,0,8,8,44,Grunewald
2014-10-21,14,1,12,13,29,Grunewald
2014-10-22,11,0,7,8,40,Grunewald
2014-10-23,24,2,18,21,16,Grunewald
2014-10-24,21,1,13,14,22,Grunewald
2014-10-25,28,3,15,20,12,Grunewald
2014-10-26,24,6,14,23,3,Grunewald
2014-10-27,22,3,18,22,11,Grunewald
2014-10-28,28,6,26,35,10,Grunewald
2014-10-29,24,6,18,27,8,Grunewald
2014-10-30,27,18,21,49,2,Grunewald
2014-10-31,29,20,17,47,3,Grunewald
2014-11-01,26,22,14,47,4,Grunewald
2014-11-02,22,8,18,30,5,Grunewald
2014-11-03,22,1,19,20,18,Grunewald
2014-11-04,33,5,25,32,14,Grunewald
2014-11-05,29,5,20,28,8,Grunewald
2014-11-06,14,3,15,20,29,Grunewald
2014-11-07,21,8,23,35,7,Grunewald
2014-11-08,17,7,19,29,15,Grunewald
2014-11-09,27,9,19,32,7,Grunewald
2014-11-10,25,10,15,30,8,Grunewald
2014-11-11,22,26,25,64,3,Grunewald
2014-11-12,41,4,21,27,8,Grunewald
2014-11-13,51,12,13,31,2,Grunewald
2014-11-14,47,10,18,33,14,Grunewald
2014-11-15,46,0,18,18,21,Grunewald
2014-11-16,42,1,16,17,15,Grunewald
2014-11-17,23,14,29,50,5,Grunewald
2014-11-18,41,3,18,23,6,Grunewald
2014-11-19,27,6,15,24,2,Grunewald
2014-11-20,36,5,13,20,3,Grunewald
2014-11-21,26,5,18,27,5,Grunewald
2014-11-22,21,0,16,16,25,Grunewald
2014-11-23,28,1,15,17,16,Grunewald
2014-11-24,19,2,16,20,24,Grunewald
2014-11-25,11,5,25,32,18,Grunewald
2014-11-26,24,1,23,25,14,Grunewald
2014-11-27,43,2,24,27,17,Grunewald
2014-11-28,40,1,19,21,23,Grunewald
2014-11-29,38,1,13,13,34,Grunewald
2014-11-30,39,0,10,10,39,Grunewald
2014-12-01,41,1,14,15,36,Grunewald
2014-12-02,43,1,17,18,29,Grunewald
2014-12-03,64,8,29,41,8,Grunewald
2014-12-04,74,16,33,57,2,Grunewald
2014-12-05,59,15,25,47,2,Grunewald
2014-12-06,25,12,19,37,2,Grunewald
2014-12-07,15,1,15,16,22,Grunewald
2014-12-08,12,1,15,16,33,Grunewald
2014-12-09,17,19,30,58,4,Grunewald
2014-12-10,14,1,19,21,21,Grunewald
2014-12-11,10,0,14,14,36,Grunewald
2014-12-12,6,0,8,8,53,Grunewald
2014-12-13,7,0,6,6,56,Grunewald
2014-12-14,17,2,17,20,13,Grunewald
2014-12-15,11,1,14,16,34,Grunewald
2014-12-16,12,2,18,21,25,Grunewald
2014-12-17,12,2,20,23,29,Grunewald
2014-12-18,5,1,13,15,23,Grunewald
2014-12-19,6,0,3,3,54,Grunewald
2014-12-20,9,0,4,4,67,Grunewald
2014-12-21,14,0,3,3,60,Grunewald
2014-12-22,4,0,5,5,56,Grunewald
2014-12-23,6,0,6,6,55,Grunewald
2014-12-24,6,0,3,4,57,Grunewald
2014-12-25,13,0,4,4,60,Grunewald
2014-12-26,5,1,6,8,41,Grunewald
2014-12-27,17,3,24,29,21,Grunewald
2014-12-28,25,0,12,12,34,Grunewald
2014-12-29,16,3,22,26,23,Grunewald
2014-12-30,16,2,22,25,25,Grunewald
2014-12-31,12,0,11,12,26,Grunewald
2015-01-01,29,0,11,11,37,Grunewald
2015-01-02,10,0,6,5,56,Grunewald
2015-01-03,16,0,5,5,63,Grunewald
2015-01-04,11,0,2,2,65,Grunewald
2015-01-05,15,0,7,7,48,Grunewald
2015-01-06,19,1,18,19,30,Grunewald
2015-01-07,15,2,19,23,23,Grunewald
2015-01-08,12,0,18,19,27,Grunewald
2015-01-09,11,0,4,4,66,Grunewald
2015-01-10,8,0,4,4,61,Grunewald
2015-01-11,13,0,2,1,71,Grunewald
2015-01-12,7,0,5,6,57,Grunewald
2015-01-13,5,1,6,7,59,Grunewald
2015-01-14,4,0,10,10,54,Grunewald
2015-01-15,6,0,13,13,47,Grunewald
2015-01-16,8,1,17,19,40,Grunewald
2015-01-17,16,2,13,16,31,Grunewald
2015-01-18,21,5,28,35,12,Grunewald
2015-01-19,29,21,32,64,5,Grunewald
2015-01-20,33,10,28,43,5,Grunewald
2015-01-21,27,1,19,21,11,Grunewald
2015-01-22,30,4,27,33,9,Grunewald
2015-01-23,17,1,15,16,22,Grunewald
2015-01-24,18,1,15,16,30,Grunewald
2015-01-25,17,0,5,6,48,Grunewald
2015-01-26,12,1,16,16,31,Grunewald
2015-01-27,10,0,5,5,64,Grunewald
2015-01-28,13,0,10,11,48,Grunewald
2015-01-29,9,0,11,11,55,Grunewald
2015-01-30,8,1,18,19,36,Grunewald
2015-01-31,12,0,12,12,39,Grunewald
2015-02-01,17,0,10,11,42,Grunewald
2015-02-02,16,0,13,13,43,Grunewald
2015-02-03,9,0,9,9,47,Grunewald
2015-02-04,8,0,8,8,34,Grunewald
2015-02-05,11,3,20,26,21,Grunewald
2015-02-06,38,2,31,33,19,Grunewald
2015-02-07,26,0,15,16,38,Grunewald
2015-02-08,11,0,2,2,74,Grunewald
2015-02-09,7,0,4,5,62,Grunewald
2015-02-10,8,0,3,3,61,Grunewald
2015-02-11,11,0,6,6,52,Grunewald
2015-02-12,28,2,18,20,27,Grunewald
2015-02-13,29,11,33,49,10,Grunewald
2015-02-14,39,2,31,34,20,Grunewald
2015-02-15,62,1,24,26,44,Grunewald
2015-02-16,63,1,14,15,46,Grunewald
2015-02-17,54,2,23,26,30,Grunewald
2015-02-18,37,1,23,24,29,Grunewald
2015-02-19,27,5,27,34,18,Grunewald
2015-02-20,31,1,23,25,33,Grunewald
2015-02-21,11,0,8,9,64,Grunewald
2015-02-22,13,1,20,21,36,Grunewald
2015-02-23,21,1,21,23,35,Grunewald
2015-02-24,14,6,24,34,27,Grunewald
2015-02-25,16,8,25,36,27,Grunewald
2015-02-26,23,28,37,80,26,Grunewald
2015-02-27,26,9,25,40,32,Grunewald
2015-02-28,17,1,14,14,51,Grunewald
2015-03-01,14,0,10,10,48,Grunewald
2015-03-02,10,1,9,10,60,Grunewald
2015-03-03,12,1,7,8,64,Grunewald
2015-03-04,11,1,10,11,57,Grunewald
2015-03-05,8,0,5,6,56,Grunewald
2015-03-06,17,1,17,19,31,Grunewald
2015-03-07,26,1,17,19,46,Grunewald
2015-03-08,19,1,15,16,49,Grunewald
2015-03-09,17,2,12,16,48,Grunewald
2015-03-10,26,5,18,25,20,Grunewald
2015-03-11,19,0,6,6,55,Grunewald
2015-03-12,12,0,12,13,49,Grunewald
2015-03-13,18,2,20,23,36,Grunewald
2015-03-14,28,1,13,14,39,Grunewald
2015-03-15,27,1,12,12,37,Grunewald
2015-03-16,43,1,14,16,51,Grunewald
2015-03-17,38,0,14,14,71,Grunewald
2015-03-18,26,1,15,15,74,Grunewald
2015-03-19,41,1,27,28,65,Grunewald
2015-03-20,40,11,35,51,55,Grunewald
2015-03-21,36,1,16,18,34,Grunewald
2015-03-22,8,0,14,14,68,Grunewald
2015-03-23,21,2,26,30,44,Grunewald
2015-03-24,38,10,30,45,36,Grunewald
2015-03-25,47,5,21,29,45,Grunewald
2015-03-26,37,1,13,14,35,Grunewald
2015-03-27,18,3,14,18,36,Grunewald
2015-03-28,17,0,8,7,58,Grunewald
2015-03-29,11,0,5,5,56,Grunewald
2015-03-30,6,0,2,2,81,Grunewald
2015-03-31,11,1,5,5,75,Grunewald
2015-04-01,8,0,2,3,78,Grunewald
2015-04-02,4,0,3,3,71,Grunewald
2015-04-03,11,0,3,3,68,Grunewald
2015-04-04,10,0,9,9,55,Grunewald
2015-04-05,14,0,6,7,59,Grunewald
2015-04-06,8,0,6,7,63,Grunewald
2015-04-07,12,1,7,8,60,Grunewald
2015-04-08,10,1,4,6,63,Grunewald
2015-04-09,16,12,13,32,48,Grunewald
2015-04-10,,6,23,32,55,Grunewald
2015-04-11,22,3,21,26,64,Grunewald
2015-04-12,8,0,6,6,78,Grunewald
2015-04-13,11,0,4,4,76,Grunewald
2015-04-14,15,1,8,9,64,Grunewald
2015-04-15,22,0,7,7,86,Grunewald
2015-04-16,13,1,5,5,80,Grunewald
2015-04-17,12,0,5,5,73,Grunewald
2015-04-18,7,0,5,6,64,Grunewald
2015-04-19,14,0,5,6,68,Grunewald
2015-04-20,12,0,9,9,70,Grunewald
2015-04-21,14,0,6,6,78,Grunewald
2015-04-22,17,0,4,5,76,Grunewald
2015-04-23,19,0,6,7,74,Grunewald
2015-04-24,29,1,14,15,75,Grunewald
2015-04-25,22,1,20,21,83,Grunewald
2015-04-26,13,0,7,8,56,Grunewald
2015-04-27,12,6,16,25,25,Grunewald
2015-04-28,10,0,7,7,51,Grunewald
2015-04-29,11,1,8,9,64,Grunewald
2015-04-30,14,1,12,13,59,Grunewald
2015-05-01,11,0,5,5,66,Grunewald
2015-05-02,8,0,5,5,61,Grunewald
2015-05-03,17,3,15,19,68,Grunewald
2015-05-04,10,1,12,13,53,Grunewald
2015-05-05,15,1,16,18,44,Grunewald
2015-05-06,11,2,8,12,75,Grunewald
2015-05-07,10,0,9,9,65,Grunewald
2015-05-08,11,1,16,18,61,Grunewald
2015-05-09,16,0,12,12,67,Grunewald
2015-05-10,11,0,4,4,77,Grunewald
2015-05-11,13,6,17,25,58,Grunewald
2015-05-12,20,1,17,19,71,Grunewald
2015-05-13,11,0,5,5,64,Grunewald
2015-05-14,8,0,3,3,60,Grunewald
2015-05-15,11,0,6,6,53,Grunewald
2015-05-16,16,0,7,7,60,Grunewald
2015-05-17,13,0,2,3,73,Grunewald
2015-05-18,18,1,14,16,63,Grunewald
2015-05-19,14,1,7,8,74,Grunewald
2015-05-20,13,1,10,11,59,Grunewald
2015-05-21,10,0,4,5,69,Grunewald
2015-05-22,15,2,7,10,65,Grunewald
2015-05-23,20,0,7,7,62,Grunewald
2015-05-24,14,0,6,6,66,Grunewald
2015-05-25,17,1,13,14,65,Grunewald
2015-05-26,11,0,3,3,63,Grunewald
2015-05-27,12,0,3,4,62,Grunewald
2015-05-28,15,1,12,13,56,Grunewald
2015-05-29,12,0,4,5,73,Grunewald
2015-05-30,9,0,3,4,73,Grunewald
2015-05-31,8,0,6,6,75,Grunewald
2015-06-01,12,0,8,8,49,Grunewald
2015-06-02,13,2,9,12,56,Grunewald
2015-06-03,16,1,8,9,64,Grunewald
2015-06-04,11,0,6,6,63,Grunewald
2015-06-05,19,0,11,11,93,Grunewald
2015-06-06,25,0,8,8,107,Grunewald
2015-06-07,13,0,7,7,88,Grunewald
2015-06-08,13,0,6,7,77,Grunewald
2015-06-09,11,0,7,7,76,Grunewald
2015-06-10,15,1,13,13,70,Grunewald
2015-06-11,13,0,14,14,82,Grunewald
2015-06-12,20,1,14,15,105,Grunewald
2015-06-13,31,0,11,11,85,Grunewald
2015-06-14,20,0,6,6,61,Grunewald
2015-06-15,10,1,5,6,70,Grunewald
2015-06-16,11,0,6,6,51,Grunewald
2015-06-17,11,1,7,8,65,Grunewald
2015-06-18,12,0,6,6,58,Grunewald
2015-06-19,9,0,4,4,58,Grunewald
2015-06-20,6,0,3,4,47,Grunewald
2015-06-21,11,0,6,7,49,Grunewald
2015-06-22,12,0,10,10,43,Grunewald
2015-06-23,8,0,6,6,39,Grunewald
2015-06-24,11,0,5,5,44,Grunewald
2015-06-25,14,1,11,12,50,Grunewald
2015-06-26,26,2,22,25,46,Grunewald
2015-06-27,23,1,11,12,44,Grunewald
2015-06-28,11,0,4,4,50,Grunewald
2015-06-29,15,2,13,15,56,Grunewald
2015-06-30,13,0,10,11,59,Grunewald
2015-07-01,13,0,15,16,60,Grunewald
2015-07-02,17,0,13,13,78,Grunewald
2015-07-03,30,0,16,17,99,Grunewald
2015-07-04,33,1,12,12,103,Grunewald
2015-07-05,26,1,11,12,87,Grunewald
2015-07-06,17,0,6,7,72,Grunewald
2015-07-07,18,4,14,20,78,Grunewald
2015-07-08,18,1,8,8,59,Grunewald
2015-07-09,10,0,3,4,58,Grunewald
2015-07-10,13,0,3,4,63,Grunewald
2015-07-11,13,0,7,7,67,Grunewald
2015-07-12,19,1,12,14,55,Grunewald
2015-07-13,13,0,7,7,42,Grunewald
2015-07-14,13,0,9,9,34,Grunewald
2015-07-15,11,0,4,5,42,Grunewald
2015-07-16,13,2,13,16,44,Grunewald
2015-07-17,21,1,18,20,56,Grunewald
2015-07-18,20,0,8,8,63,Grunewald
2015-07-19,14,0,8,9,54,Grunewald
2015-07-20,12,0,7,7,64,Grunewald
2015-07-21,12,0,10,10,47,Grunewald
2015-07-22,13,1,11,12,53,Grunewald
2015-07-23,13,0,5,5,69,Grunewald
2015-07-24,15,1,12,13,62,Grunewald
2015-07-25,16,0,5,5,78,Grunewald
2015-07-26,8,0,5,5,60,Grunewald
2015-07-27,9,0,12,13,46,Grunewald
2015-07-28,10,0,5,6,48,Grunewald
2015-07-29,10,0,6,6,66,Grunewald
2015-07-30,10,0,4,4,60,Grunewald
2015-07-31,10,1,3,4,62,Grunewald
2015-08-01,13,1,15,18,60,Grunewald
2015-08-02,20,0,10,10,88,Grunewald
2015-08-03,27,0,13,13,103,Grunewald
2015-08-04,32,1,19,20,95,Grunewald
2015-08-05,13,1,6,7,75,Grunewald
2015-08-06,17,0,16,17,87,Grunewald
2015-08-07,26,1,29,30,101,Grunewald
2015-08-08,18,0,9,9,102,Grunewald
2015-08-09,11,0,5,5,79,Grunewald
2015-08-10,20,1,15,17,97,Grunewald
2015-08-11,26,0,15,15,110,Grunewald
2015-08-12,17,0,8,8,79,Grunewald
2015-08-13,15,0,10,11,76,Grunewald
2015-08-14,26,0,11,11,118,Grunewald
2015-08-15,25,0,6,6,106,Grunewald
2015-08-16,25,0,11,10,76,Grunewald
2015-08-17,30,1,22,23,57,Grunewald
2015-08-18,15,2,18,22,24,Grunewald
2015-08-19,16,1,12,14,28,Grunewald
2015-08-20,23,1,18,20,52,Grunewald
2015-08-21,25,5,33,40,53,Grunewald
2015-08-22,26,1,24,26,65,Grunewald
2015-08-23,22,1,13,14,73,Grunewald
2015-08-24,22,0,14,15,66,Grunewald
2015-08-25,7,0,11,11,48,Grunewald
2015-08-26,9,2,23,26,38,Grunewald
2015-08-27,9,2,25,28,48,Grunewald
2015-08-28,9,0,7,8,45,Grunewald
2015-08-29,16,4,16,23,40,Grunewald
2015-08-30,18,6,31,40,44,Grunewald
2015-08-31,21,5,32,39,52,Grunewald
2015-09-01,19,2,18,20,62,Grunewald
2015-09-02,8,0,8,9,54,Grunewald
2015-09-03,12,5,22,30,27,Grunewald
2015-09-04,13,0,12,13,40,Grunewald
2015-09-05,7,1,7,8,51,Grunewald
2015-09-06,6,0,3,3,54,Grunewald
2015-09-07,7,0,5,5,45,Grunewald
2015-09-08,5,0,6,6,46,Grunewald
2015-09-09,3,1,10,12,33,Grunewald
2015-09-10,10,2,17,19,36,Grunewald
2015-09-11,28,0,20,21,31,Grunewald
2015-09-12,29,1,14,16,37,Grunewald
2015-09-13,24,0,14,14,50,Grunewald
2015-09-14,24,0,17,18,41,Grunewald
2015-09-15,7,1,14,15,31,Grunewald
2015-09-16,9,6,21,30,28,Grunewald
2015-09-17,9,1,12,13,37,Grunewald
2015-09-18,12,0,10,10,41,Grunewald
2015-09-19,13,2,14,17,29,Grunewald
2015-09-20,10,0,4,4,49,Grunewald
2015-09-21,14,0,8,9,39,Grunewald
2015-09-22,20,2,20,22,26,Grunewald
2015-09-23,9,1,18,20,20,Grunewald
2015-09-24,16,4,18,24,21,Grunewald
2015-09-25,11,3,12,16,29,Grunewald
2015-09-26,12,1,8,9,30,Grunewald
2015-09-27,9,1,6,7,31,Grunewald
2015-09-28,7,2,15,18,24,Grunewald
2015-09-29,6,2,17,20,27,Grunewald
2015-09-30,9,3,19,24,30,Grunewald
2015-10-01,15,4,22,29,27,Grunewald
2015-10-02,15,16,26,49,23,Grunewald
2015-10-03,27,11,28,44,30,Grunewald
2015-10-04,30,1,13,14,38,Grunewald
2015-10-05,40,4,26,32,19,Grunewald
2015-10-06,50,1,18,19,55,Grunewald
2015-10-07,48,1,16,17,34,Grunewald
2015-10-08,24,12,31,49,10,Grunewald
2015-10-09,34,7,28,39,17,Grunewald
2015-10-10,26,1,17,18,44,Grunewald
2015-10-11,20,1,12,13,51,Grunewald
2015-10-12,26,1,19,21,41,Grunewald
2015-10-13,27,0,21,22,25,Grunewald
2015-10-14,32,1,25,27,15,Grunewald
2015-10-15,48,1,25,26,18,Grunewald
2015-10-16,28,3,23,28,9,Grunewald
2015-10-17,22,0,10,10,12,Grunewald
2015-10-18,17,6,14,23,8,Grunewald
2015-10-19,17,2,15,19,5,Grunewald
2015-10-20,17,2,13,15,22,Grunewald
2015-10-21,25,0,10,10,21,Grunewald
2015-10-22,25,3,18,23,8,Grunewald
2015-10-23,16,0,5,6,40,Grunewald
2015-10-24,20,13,17,36,11,Grunewald
2015-10-25,23,0,9,10,14,Grunewald
2015-10-26,14,15,20,43,14,Grunewald
2015-10-27,30,3,24,28,18,Grunewald
2015-10-28,48,5,33,40,10,Grunewald
2015-10-29,46,14,29,50,2,Grunewald
2015-10-30,41,21,30,62,2,Grunewald
2015-10-31,62,2,23,26,15,Grunewald
2015-11-01,38,3,20,25,16,Grunewald
2015-11-02,30,25,28,66,3,Grunewald
2015-11-03,35,30,29,74,3,Grunewald
2015-11-04,38,68,28,132,2,Grunewald
2015-11-05,43,80,28,149,1,Grunewald
2015-11-06,26,33,24,74,5,Grunewald
2015-11-07,13,3,12,16,13,Grunewald
2015-11-08,9,4,11,17,43,Grunewald
2015-11-09,12,0,9,10,41,Grunewald
2015-11-10,10,0,8,8,46,Grunewald
2015-11-11,14,1,9,10,35,Grunewald
2015-11-12,14,3,11,15,42,Grunewald
2015-11-13,15,5,17,24,25,Grunewald
2015-11-14,6,0,4,5,60,Grunewald
2015-11-15,3,0,5,5,42,Grunewald
2015-11-16,10,1,11,12,31,Grunewald
2015-11-17,7,0,11,12,31,Grunewald
2015-11-18,,0,5,5,,Grunewald
2015-11-19,,0,8,8,,Grunewald
2015-11-20,,0,9,9,51,Grunewald
2015-11-21,11,0,10,11,35,Grunewald
2015-11-22,8,1,12,13,36,Grunewald
2015-11-23,9,0,13,13,25,Grunewald
2015-11-24,16,2,25,28,17,Grunewald
2015-11-25,14,1,23,25,17,Grunewald
2015-11-26,12,1,13,14,21,Grunewald
2015-11-27,19,18,30,58,3,Grunewald
2015-11-28,12,1,16,16,26,Grunewald
2015-11-29,4,0,5,5,47,Grunewald
2015-11-30,5,0,6,6,63,Grunewald
2015-12-01,5,0,6,6,51,Grunewald
2015-12-02,11,0,10,10,44,Grunewald
2015-12-03,12,1,18,20,39,Grunewald
2015-12-04,16,1,16,17,29,Grunewald
2015-12-05,9,0,13,13,38,Grunewald
2015-12-06,8,0,7,7,52,Grunewald
2015-12-07,9,5,16,24,26,Grunewald
2015-12-08,21,20,33,64,3,Grunewald
2015-12-09,13,2,18,20,24,Grunewald
2015-12-10,11,3,26,31,16,Grunewald
2015-12-11,11,0,16,16,29,Grunewald
2015-12-12,6,0,9,9,47,Grunewald
2015-12-13,4,0,5,5,47,Grunewald
2015-12-14,13,23,31,66,8,Grunewald
2015-12-15,19,7,23,34,4,Grunewald
2015-12-16,33,14,28,50,3,Grunewald
2015-12-17,10,1,18,19,18,Grunewald
2015-12-18,12,1,17,18,24,Grunewald
2015-12-19,14,7,21,32,14,Grunewald
2015-12-20,14,2,18,21,13,Grunewald
2015-12-21,9,1,13,14,31,Grunewald
2015-12-22,3,0,6,7,54,Grunewald
2015-12-23,6,0,8,8,54,Grunewald
2015-12-24,10,3,18,22,20,Grunewald
2015-12-25,6,0,6,6,55,Grunewald
2015-12-26,6,0,3,3,53,Grunewald
2015-12-27,13,0,8,8,43,Grunewald
2015-12-28,12,0,14,15,37,Grunewald
2015-12-29,19,0,11,11,38,Grunewald
2015-12-30,28,1,17,19,27,Grunewald
2015-12-31,18,0,14,15,34,Grunewald
2016-01-01,25,2,19,23,9,Grunewald
2016-01-02,37,1,16,18,27,Grunewald
2016-01-03,40,1,12,13,31,Grunewald
2016-01-04,59,3,28,32,14,Grunewald
2016-01-05,76,11,35,52,4,Grunewald
2016-01-06,80,12,36,54,3,Grunewald
2016-01-07,84,9,32,45,4,Grunewald
2016-01-08,22,1,17,19,39,Grunewald
2016-01-09,14,14,38,60,10,Grunewald
2016-01-10,31,16,30,55,7,Grunewald
2016-01-11,16,23,39,75,3,Grunewald
2016-01-12,15,21,28,59,11,Grunewald
2016-01-13,8,0,13,13,30,Grunewald
2016-01-14,12,4,25,30,20,Grunewald
2016-01-15,27,11,32,49,8,Grunewald
2016-01-16,16,0,10,10,40,Grunewald
2016-01-17,22,1,17,18,24,Grunewald
2016-01-18,14,8,24,36,30,Grunewald
2016-01-19,25,9,38,52,11,Grunewald
2016-01-20,22,1,21,23,30,Grunewald
2016-01-21,13,8,15,26,49,Grunewald
2016-01-22,27,17,48,74,11,Grunewald
2016-01-23,25,1,22,24,23,Grunewald
2016-01-24,15,7,22,32,17,Grunewald
2016-01-25,14,3,19,23,12,Grunewald
2016-01-26,15,1,19,21,24,Grunewald
2016-01-27,8,0,9,9,49,Grunewald
2016-01-28,7,0,7,7,60,Grunewald
2016-01-29,9,1,17,18,40,Grunewald
2016-01-30,5,0,4,5,61,Grunewald
2016-01-31,7,0,4,5,62,Grunewald
2016-02-01,8,0,11,11,47,Grunewald
2016-02-02,6,0,5,5,72,Grunewald
2016-02-03,8,0,6,6,67,Grunewald
2016-02-04,9,0,6,6,50,Grunewald
2016-02-05,11,0,10,11,38,Grunewald
2016-02-06,12,1,15,17,27,Grunewald
2016-02-07,16,0,17,17,31,Grunewald
2016-02-08,5,0,9,9,60,Grunewald
2016-02-09,5,0,7,8,67,Grunewald
2016-02-10,6,1,9,9,58,Grunewald
2016-02-11,8,0,8,8,57,Grunewald
2016-02-12,18,9,28,41,29,Grunewald
2016-02-13,30,12,29,48,27,Grunewald
2016-02-14,39,1,17,18,26,Grunewald
2016-02-15,17,0,9,9,31,Grunewald
2016-02-16,11,1,13,14,46,Grunewald
2016-02-17,21,2,26,29,28,Grunewald
2016-02-18,23,4,24,31,13,Grunewald
2016-02-19,22,7,22,33,21,Grunewald
2016-02-20,19,1,14,15,34,Grunewald
2016-02-21,6,0,4,5,57,Grunewald
2016-02-22,4,0,4,4,67,Grunewald
2016-02-23,8,0,6,7,59,Grunewald
2016-02-24,7,0,6,6,61,Grunewald
2016-02-25,10,1,22,23,36,Grunewald
2016-02-26,12,1,12,13,49,Grunewald
2016-02-27,19,14,32,53,32,Grunewald
2016-02-28,38,1,16,18,45,Grunewald
2016-02-29,26,1,18,19,50,Grunewald
2016-03-01,23,1,14,16,51,Grunewald
2016-03-02,16,1,14,15,44,Grunewald
2016-03-03,13,8,28,40,23,Grunewald
2016-03-04,15,9,26,41,34,Grunewald
2016-03-05,38,1,18,20,43,Grunewald
2016-03-06,34,1,19,21,19,Grunewald
2016-03-07,19,3,18,22,33,Grunewald
2016-03-08,27,2,23,26,31,Grunewald
2016-03-09,35,12,28,46,37,Grunewald
2016-03-10,35,2,21,23,39,Grunewald
2016-03-11,22,0,14,14,45,Grunewald
2016-03-12,16,0,7,6,71,Grunewald
2016-03-13,19,0,8,8,65,Grunewald
2016-03-14,23,1,11,12,52,Grunewald
2016-03-15,14,1,12,13,54,Grunewald
2016-03-16,22,2,19,22,45,Grunewald
2016-03-17,26,6,25,34,49,Grunewald
2016-03-18,18,0,9,9,47,Grunewald
2016-03-19,17,1,8,9,47,Grunewald
2016-03-20,9,0,2,2,66,Grunewald
2016-03-21,9,0,4,4,67,Grunewald
2016-03-22,8,0,4,4,61,Grunewald
2016-03-23,11,0,5,5,55,Grunewald
2016-03-24,18,3,16,20,33,Grunewald
2016-03-25,22,1,16,18,33,Grunewald
2016-03-26,15,0,10,10,56,Grunewald
2016-03-27,24,0,8,8,56,Grunewald
2016-03-28,8,1,13,14,55,Grunewald
2016-03-29,6,0,7,7,61,Grunewald
2016-03-30,9,2,17,20,39,Grunewald
2016-03-31,10,1,9,10,55,Grunewald
2016-04-01,8,1,11,12,60,Grunewald
2016-04-02,11,5,23,30,49,Grunewald
2016-04-03,21,2,21,24,53,Grunewald
2016-04-04,24,4,29,35,48,Grunewald
2016-04-05,30,3,20,25,59,Grunewald
2016-04-06,15,0,10,11,72,Grunewald
2016-04-07,9,0,8,8,74,Grunewald
2016-04-08,12,3,15,20,53,Grunewald
2016-04-09,19,1,11,12,58,Grunewald
2016-04-10,15,0,9,9,72,Grunewald
2016-04-11,17,2,23,26,45,Grunewald
2016-04-12,30,2,33,36,29,Grunewald
2016-04-13,30,8,13,25,51,Grunewald
2016-04-14,21,0,9,9,48,Grunewald
2016-04-15,18,9,20,33,33,Grunewald
2016-04-16,9,1,14,15,39,Grunewald
2016-04-17,8,1,5,6,63,Grunewald
2016-04-18,8,1,6,7,67,Grunewald
2016-04-19,12,0,4,4,78,Grunewald
2016-04-20,9,0,4,3,74,Grunewald
2016-04-21,11,0,5,5,66,Grunewald
2016-04-22,10,0,3,4,69,Grunewald
2016-04-23,9,0,4,4,70,Grunewald
2016-04-24,6,0,3,3,72,Grunewald
2016-04-25,9,0,6,7,70,Grunewald
2016-04-26,7,0,7,7,65,Grunewald
2016-04-27,8,0,9,9,62,Grunewald
2016-04-28,8,0,8,8,69,Grunewald
2016-04-29,10,2,22,25,55,Grunewald
2016-04-30,13,0,14,15,78,Grunewald
2016-05-01,18,0,10,11,92,Grunewald
2016-05-02,12,0,13,13,81,Grunewald
2016-05-03,14,1,10,13,69,Grunewald
2016-05-04,9,0,5,6,65,Grunewald
2016-05-05,10,0,9,9,71,Grunewald
2016-05-06,14,1,14,14,84,Grunewald
2016-05-07,17,0,10,10,97,Grunewald
2016-05-08,17,0,7,7,94,Grunewald
2016-05-09,19,0,10,10,89,Grunewald
2016-05-10,17,0,11,11,96,Grunewald
2016-05-11,16,0,15,15,99,Grunewald
2016-05-12,18,1,11,12,96,Grunewald
2016-05-13,13,0,11,11,81,Grunewald
2016-05-14,11,0,4,4,74,Grunewald
2016-05-15,6,0,1,1,69,Grunewald
2016-05-16,6,0,2,2,65,Grunewald
2016-05-17,5,0,4,3,71,Grunewald
2016-05-18,16,1,13,14,64,Grunewald
2016-05-19,16,1,19,21,74,Grunewald
2016-05-20,17,0,12,12,71,Grunewald
2016-05-21,12,0,8,8,61,Grunewald
2016-05-22,14,0,21,21,66,Grunewald
2016-05-23,17,0,10,10,81,Grunewald
2016-05-24,19,0,6,6,44,Grunewald
2016-05-25,16,1,5,6,41,Grunewald
2016-05-26,21,0,7,8,32,Grunewald
2016-05-27,17,1,8,9,49,Grunewald
2016-05-28,16,1,13,14,66,Grunewald
2016-05-29,16,0,10,10,86,Grunewald
2016-05-30,19,1,14,15,75,Grunewald
2016-05-31,24,2,17,20,41,Grunewald
2016-06-01,23,1,13,14,34,Grunewald
2016-06-02,21,3,14,18,43,Grunewald
2016-06-03,20,1,13,13,62,Grunewald
2016-06-04,21,0,15,15,76,Grunewald
2016-06-05,20,0,13,13,62,Grunewald
2016-06-06,10,0,13,13,73,Grunewald
2016-06-07,11,1,19,20,75,Grunewald
2016-06-08,15,0,7,7,76,Grunewald
2016-06-09,17,0,7,8,66,Grunewald
2016-06-10,14,0,4,4,77,Grunewald
2016-06-11,7,0,7,7,72,Grunewald
