,date,PM10,NOx,NO_2,NOx
2386,10.05.2016,23,4,19,24
2387,11.05.2016,23,5,25,33
2388,12.05.2016,27,7,26,36
2389,13.05.2016,22,18,40,67
2390,14.05.2016,21,27,40,81
2391,15.05.2016,12,18,24,51
2392,16.05.2016,13,21,28,61
2393,17.05.2016,15,62,65,160
2394,18.05.2016,30,57,73,160
2395,19.05.2016,29,21,51,83
2396,20.05.2016,29,54,65,148
2397,21.05.2016,25,33,53,103
2398,22.05.2016,20,4,21,27
2399,23.05.2016,33,42,68,132
2400,24.05.2016,32,59,53,143
2401,25.05.2016,27,69,48,154
2402,26.05.2016,38,91,61,201
2403,27.05.2016,33,87,72,206
2404,28.05.2016,24,17,37,63
2405,29.05.2016,24,3,16,21
2406,30.05.2016,28,8,31,43
2407,31.05.2016,35,36,44,98
2408,01.06.2016,27,23,40,74
2409,02.06.2016,26,19,40,69
2410,03.06.2016,26,12,32,50
2411,04.06.2016,29,12,39,57
2412,05.06.2016,27,17,45,72
2413,06.06.2016,15,7,23,34
2414,07.06.2016,22,32,53,102
2415,08.06.2016,27,55,71,156
2416,09.06.2016,27,48,57,130
2417,10.06.2016,23,44,50,117
2418,11.06.2016,15,15,33,56
2419,12.06.2016,16,4,16,22
2420,13.06.2016,27,17,34,59
2421,14.06.2016,26,58,56,144
2422,15.06.2016,19,70,53,160
2423,16.06.2016,18,67,61,164
2424,17.06.2016,19,63,58,155
2425,18.06.2016,19,31,44,91
2426,19.06.2016,19,27,37,79
2427,20.06.2016,20,51,53,131
2428,21.06.2016,19,52,57,138
2429,22.06.2016,20,41,58,120
2430,23.06.2016,21,11,33,50
2431,24.06.2016,29,26,53,92
2432,25.06.2016,33,13,37,57
2433,26.06.2016,14,20,38,69
2434,27.06.2016,18,46,61,132
2435,28.06.2016,18,59,61,150
2436,29.06.2016,19,41,50,113
2437,30.06.2016,21,46,61,132
2438,01.07.2016,20,48,56,130
2439,02.07.2016,17,27,39,80
2440,03.07.2016,13,24,33,69
2441,04.07.2016,16,69,69,174
2442,05.07.2016,21,50,58,135
2443,06.07.2016,16,37,35,92
2444,07.07.2016,16,63,60,155
2445,08.07.2016,24,50,67,144
2446,09.07.2016,16,33,44,94
2447,10.07.2016,17,14,33,55
2448,11.07.2016,23,57,69,156
2449,12.07.2016,22,71,77,186
2450,13.07.2016,19,54,63,145
2451,14.07.2016,15,55,46,131
2452,15.07.2016,13,57,49,137
2453,16.07.2016,16,37,48,103
2454,17.07.2016,16,30,36,81
2455,18.07.2016,18,65,61,161
2456,19.07.2016,14,72,60,170
2457,20.07.2016,15,26,36,76
2458,21.07.2016,25,19,45,74
2459,22.07.2016,21,11,34,50
2460,23.07.2016,22,5,20,28
2461,24.07.2016,30,4,17,24
2462,25.07.2016,33,33,70,121
2463,26.07.2016,27,46,67,137
2464,27.07.2016,23,26,41,80
2465,28.07.2016,35,57,56,143
2466,29.07.2016,23,56,61,146
2467,30.07.2016,16,30,42,88
2468,31.07.2016,17,19,34,62
2469,01.08.2016,17,49,46,121
2470,02.08.2016,20,68,60,165
2471,03.08.2016,15,41,32,95
2472,04.08.2016,18,72,46,156
2473,05.08.2016,23,90,63,200
2474,06.08.2016,15,38,41,98
2475,07.08.2016,15,27,37,78
2476,08.08.2016,23,41,47,110
2477,09.08.2016,17,55,47,130
2478,10.08.2016,13,61,45,138
2479,11.08.2016,13,61,43,136
2480,12.08.2016,14,57,38,124
2481,13.08.2016,20,31,30,78
2482,14.08.2016,13,29,30,73
2483,15.08.2016,14,56,46,132
2484,16.08.2016,15,60,48,140
2485,17.08.2016,15,71,55,164
2486,18.08.2016,19,82,65,190
2487,19.08.2016,23,77,62,179
2488,20.08.2016,21,26,40,79
2489,21.08.2016,15,30,32,78
2490,22.08.2016,18,61,51,145
2491,23.08.2016,18,65,52,152
2492,24.08.2016,15,28,30,73
2493,25.08.2016,17,5,18,26
2494,26.08.2016,21,14,47,69
2495,27.08.2016,26,12,41,60
2496,28.08.2016,23,12,42,60
2497,29.08.2016,15,59,54,144
2498,30.08.2016,15,77,64,181
2499,31.08.2016,17,40,44,106
2500,01.09.2016,25,69,85,190
2501,02.09.2016,20,70,76,183
2502,03.09.2016,22,48,66,139
2503,04.09.2016,17,23,38,74
2504,05.09.2016,13,50,44,121
2505,06.09.2016,11,44,43,110
2506,07.09.2016,19,38,43,102
2507,08.09.2016,29,16,47,73
2508,09.09.2016,33,65,89,188
2509,10.09.2016,27,13,35,55
2510,11.09.2016,25,19,51,80
2511,12.09.2016,27,11,49,66
2512,13.09.2016,36,8,39,51
2513,14.09.2016,31,6,27,37
2514,15.09.2016,21,10,31,47
2515,16.09.2016,30,20,57,88
2516,17.09.2016,28,8,27,39
2517,18.09.2016,18,3,11,16
2518,19.09.2016,20,19,35,64
2519,20.09.2016,18,67,61,163
2520,21.09.2016,20,42,48,112
2521,22.09.2016,21,68,60,165
2522,23.09.2016,28,100,87,240
2523,24.09.2016,25,57,68,155
2524,25.09.2016,25,4,25,31
2525,26.09.2016,30,55,65,148
2526,27.09.2016,27,33,57,107
2527,28.09.2016,29,51,49,128
2528,29.09.2016,17,42,47,112
2529,30.09.2016,14,67,57,159
2530,01.10.2016,20,30,30,75
2531,02.10.2016,17,43,40,106
2532,03.10.2016,14,20,27,58
2533,04.10.2016,10,9,18,31
2534,05.10.2016,9,41,39,101
2535,06.10.2016,12,17,26,52
2536,07.10.2016,13,30,26,73
2537,08.10.2016,10,28,32,74
2538,09.10.2016,11,61,41,135
2539,10.10.2016,17,133,63,265
2540,11.10.2016,16,61,36,129
2541,12.10.2016,19,27,22,63
2542,13.10.2016,25,13,18,38
2543,14.10.2016,31,5,14,22
2544,15.10.2016,33,6,18,27
2545,16.10.2016,49,6,14,24
2546,17.10.2016,33,9,17,30
2547,18.10.2016,42,67,33,135
2548,19.10.2016,18,75,55,169
2549,20.10.2016,23,42,36,100
2550,21.10.2016,23,23,31,66
2551,22.10.2016,27,44,34,102
2552,23.10.2016,25,22,25,59
2553,24.10.2016,51,35,32,85
2554,25.10.2016,42,116,54,232
2555,26.10.2016,25,65,42,141
2556,27.10.2016,41,113,48,221
2557,28.10.2016,26,64,44,141
2558,29.10.2016,15,48,47,121
2559,30.10.2016,15,58,51,139
2560,31.10.2016,25,128,56,251
2561,01.11.2016,22,90,48,185
2562,02.11.2016,12,60,43,135
2563,03.11.2016,16,130,58,257
2564,04.11.2016,23,76,48,164
2565,05.11.2016,29,54,43,126
2566,06.11.2016,27,62,44,139
2567,07.11.2016,15,57,45,133
2568,08.11.2016,20,29,28,72
2569,09.11.2016,22,45,35,103
2570,10.11.2016,49,40,37,98
2571,11.11.2016,52,65,47,146
2572,12.11.2016,40,57,43,130
2573,13.11.2016,45,95,49,194
2574,14.11.2016,35,138,64,274
2575,15.11.2016,23,63,44,139
2576,16.11.2016,15,80,41,164
2577,17.11.2016,13,65,46,145
2578,18.11.2016,9,39,41,100
2579,19.11.2016,11,41,46,108
2580,20.11.2016,12,12,26,45
2581,21.11.2016,22,28,36,78
2582,22.11.2016,36,103,47,204
2583,23.11.2016,42,161,49,295
2584,24.11.2016,26,62,44,139
2585,25.11.2016,23,54,50,132
2586,26.11.2016,24,66,46,146
2587,27.11.2016,15,35,38,92
2588,28.11.2016,13,77,66,184
2589,29.11.2016,21,137,77,287
2590,30.11.2016,25,77,61,179
2591,01.12.2016,18,46,41,111
2592,02.12.2016,15,70,57,164
2593,03.12.2016,24,128,74,269
2594,04.12.2016,33,75,51,166
2595,05.12.2016,37,148,57,283
2596,06.12.2016,31,178,75,346
2597,07.12.2016,35,60,50,142
2598,08.12.2016,35,67,57,159
2599,09.12.2016,27,76,52,169
2600,10.12.2016,29,51,45,123
2601,11.12.2016,17,26,32,73
2602,12.12.2016,14,59,51,142
2603,13.12.2016,26,118,52,233
2604,14.12.2016,28,127,64,259
2605,15.12.2016,17,18,27,53
2606,16.12.2016,27,69,47,152
2607,17.12.2016,33,111,53,222
2608,18.12.2016,26,65,48,148
2609,19.12.2016,22,51,37,114
2610,20.12.2016,30,15,25,49
2611,21.12.2016,39,99,47,199
2612,22.12.2016,29,99,51,203
2613,23.12.2016,27,67,47,150
2614,24.12.2016,18,32,36,85
2615,25.12.2016,11,22,30,63
2616,26.12.2016,9,18,22,49
2617,27.12.2016,17,32,33,82
2618,28.12.2016,11,51,52,130
2619,29.12.2016,22,100,68,222
2620,30.12.2016,28,98,49,198
2621,31.12.2016,31,63,51,147
2622,01.01.2017,53,34,39,92
2623,02.01.2017,26,81,56,180
2624,03.01.2017,17,41,40,102
2625,04.01.2017,13,40,41,101
2626,05.01.2017,12,36,43,99
2627,06.01.2017,16,114,77,252
2628,07.01.2017,25,34,44,97
2629,08.01.2017,44,31,42,89
2630,09.01.2017,35,91,43,181
2631,10.01.2017,29,28,42,85
2632,11.01.2017,37,31,39,87
2633,12.01.2017,17,47,49,120
2634,13.01.2017,16,49,46,121
2635,14.01.2017,19,54,53,135
2636,15.01.2017,15,34,35,87
2637,16.01.2017,17,102,70,225
2638,17.01.2017,34,215,95,423
2639,18.01.2017,33,113,62,235
2640,19.01.2017,43,89,57,192
2641,20.01.2017,46,141,69,284
2642,21.01.2017,37,71,60,168
2643,22.01.2017,39,5,23,32
2644,23.01.2017,49,113,60,233
2645,24.01.2017,42,129,54,250
2646,25.01.2017,41,133,53,257
2647,26.01.2017,37,19,31,59
2648,27.01.2017,53,39,52,112
2649,28.01.2017,56,12,38,56
2650,29.01.2017,56,38,53,111
2651,30.01.2017,49,27,44,85
2652,31.01.2017,45,14,31,52
2653,01.02.2017,70,16,39,64
2654,02.02.2017,57,17,39,65
2655,03.02.2017,60,17,37,63
2656,04.02.2017,56,12,37,56
2657,05.02.2017,53,12,28,47
2658,06.02.2017,40,15,34,57
2659,07.02.2017,37,20,32,62
2660,08.02.2017,48,13,25,45
2661,09.02.2017,57,12,30,48
2662,10.02.2017,74,7,27,39
2663,11.02.2017,60,5,23,31
2664,12.02.2017,65,5,22,29
2665,13.02.2017,70,17,42,69
2666,14.02.2017,80,35,53,107
2667,15.02.2017,108,175,102,369
2668,16.02.2017,72,140,88,302
2669,17.02.2017,38,105,67,228
2670,18.02.2017,24,68,61,164
2671,19.02.2017,31,28,38,81
2672,20.02.2017,29,47,43,115
2673,21.02.2017,20,61,54,148
2674,22.02.2017,14,37,44,101
2675,23.02.2017,17,58,54,143
2676,24.02.2017,15,56,57,143
2677,25.02.2017,28,38,49,106
2678,26.02.2017,21,22,36,70
2679,27.02.2017,29,46,57,128
2680,28.02.2017,19,30,46,92
2681,01.03.2017,18,72,61,171
2682,02.03.2017,15,47,50,122
2683,03.03.2017,27,51,58,135
2684,04.03.2017,24,11,34,50
2685,05.03.2017,20,16,34,59
2686,06.03.2017,24,51,52,130
2687,07.03.2017,23,66,59,160
2688,08.03.2017,30,49,45,119
2689,09.03.2017,30,77,62,180
2690,10.03.2017,22,67,65,168
2691,11.03.2017,28,41,59,122
2692,12.03.2017,35,10,30,45
2693,13.03.2017,44,55,59,143
2694,14.03.2017,46,104,77,236
2695,15.03.2017,33,55,54,139
2696,16.03.2017,32,83,76,203
2697,17.03.2017,37,71,64,173
2698,18.03.2017,15,21,30,62
2699,19.03.2017,14,18,32,60
2700,20.03.2017,21,57,48,135
2701,21.03.2017,22,70,65,172
2702,22.03.2017,20,52,45,124
2703,23.03.2017,29,19,39,68
2704,24.03.2017,25,60,69,160
2705,25.03.2017,23,63,70,166
2706,26.03.2017,28,65,68,167
2707,27.03.2017,37,121,100,286
2708,28.03.2017,46,104,94,253
2709,29.03.2017,41,60,67,159
2710,30.03.2017,40,85,66,196
2711,31.03.2017,36,58,70,159
2712,01.04.2017,40,38,69,127
2713,02.04.2017,29,26,49,89
2714,03.04.2017,28,64,70,168
2715,04.04.2017,41,36,50,106
2716,05.04.2017,40,74,57,170
2717,06.04.2017,20,48,47,121
2718,07.04.2017,20,58,51,139
2719,08.04.2017,17,40,49,111
2720,09.04.2017,32,38,59,116
2721,10.04.2017,38,51,56,134
2722,11.04.2017,17,51,52,129
2723,12.04.2017,37,57,53,141
2724,13.04.2017,16,48,49,121
2725,14.04.2017,16,21,32,64
2726,15.04.2017,30,28,38,81
2727,16.04.2017,16,30,40,85
2728,17.04.2017,14,29,43,87
2729,18.04.2017,19,15,33,56
2730,19.04.2017,13,20,37,68
2731,20.04.2017,21,69,77,182
2732,21.04.2017,36,51,53,131
2733,22.04.2017,14,27,34,75
2734,23.04.2017,12,22,31,64
2735,24.04.2017,20,54,58,140
2736,25.04.2017,23,63,61,158
2737,26.04.2017,18,89,79,215
2738,27.04.2017,27,96,82,229
2739,28.04.2017,34,67,67,168
2740,29.04.2017,23,42,60,124
2741,30.04.2017,19,8,19,32
2742,01.05.2017,27,1,8,10
2743,02.05.2017,26,5,20,27
2744,03.05.2017,35,9,26,40
2745,04.05.2017,16,19,38,67
2746,05.05.2017,33,69,63,168
2747,06.05.2017,29,16,33,57
2748,07.05.2017,18,19,36,64
2749,08.05.2017,16,61,56,149
2750,09.05.2017,16,81,74,198
2751,10.05.2017,23,70,70,177
2752,11.05.2017,26,35,36,89
2753,12.05.2017,34,15,30,52
2754,13.05.2017,37,13,37,57
2755,14.05.2017,29,36,46,102
2756,15.05.2017,23,62,64,158
2757,16.05.2017,24,45,51,119
2758,17.05.2017,23,11,28,45
2759,18.05.2017,35,6,29,38
2760,19.05.2017,49,11,30,46
2761,20.05.2017,24,30,46,91
2762,21.05.2017,20,18,41,68
2763,22.05.2017,25,35,48,102
2764,23.05.2017,35,43,71,136
2765,24.05.2017,21,55,55,138
2766,25.05.2017,19,26,42,82
2767,26.05.2017,21,37,46,102
2768,27.05.2017,15,6,19,28
2769,28.05.2017,21,11,42,59
2770,29.05.2017,27,48,80,153
2771,30.05.2017,31,28,57,99
2772,31.05.2017,25,37,44,101
2773,01.06.2017,24,56,59,144
2774,02.06.2017,22,56,61,147
2775,03.06.2017,21,8,31,42
2776,04.06.2017,26,20,38,69
2777,05.06.2017,19,13,30,50
2778,06.06.2017,25,19,36,65
2779,07.06.2017,18,32,32,81
2780,08.06.2017,21,48,50,124
2781,09.06.2017,21,28,45,87
2782,10.06.2017,18,34,51,103
2783,11.06.2017,20,20,42,72
2784,12.06.2017,25,43,48,114
2785,13.06.2017,20,46,45,115
2786,14.06.2017,20,60,57,148
2787,15.06.2017,20,32,51,99
2788,16.06.2017,21,45,47,116
2789,17.06.2017,16,25,34,72
2790,18.06.2017,17,26,38,78
2791,19.06.2017,22,62,67,162
2792,20.06.2017,25,50,67,142
2793,21.06.2017,21,58,62,150
2794,22.06.2017,26,40,56,117
2795,23.06.2017,25,45,57,126
2796,24.06.2017,25,29,44,88
2797,25.06.2017,16,21,27,60
2798,26.06.2017,19,59,57,147
2799,27.06.2017,23,33,44,95
2800,28.06.2017,25,23,38,74
2801,29.06.2017,33,57,57,144
2802,30.06.2017,19,50,52,129
2803,01.07.2017,19,34,38,91
2804,02.07.2017,22,24,28,65
2805,03.07.2017,18,55,52,135
2806,04.07.2017,19,59,54,144
2807,05.07.2017,19,70,66,172
2808,06.07.2017,19,62,60,154
2809,07.07.2017,28,47,60,133
2810,08.07.2017,28,39,52,112
2811,09.07.2017,20,22,39,73
2812,10.07.2017,28,51,50,128
2813,11.07.2017,23,68,65,170
2814,12.07.2017,,56,49,134
2815,13.07.2017,21,62,51,145
2816,14.07.2017,23,81,72,195
2817,15.07.2017,24,35,50,103
2818,16.07.2017,19,23,36,72
2819,17.07.2017,19,68,59,164
2820,18.07.2017,23,57,60,148
2821,19.07.2017,24,10,24,39
2822,20.07.2017,31,36,59,114
2823,21.07.2017,25,50,50,127
2824,22.07.2017,19,6,20,30
2825,23.07.2017,22,22,34,68
2826,24.07.2017,18,32,37,86
2827,25.07.2017,17,44,47,113
2828,26.07.2017,18,56,45,131
2829,27.07.2017,23,62,55,149
2830,28.07.2017,24,53,53,133
2831,29.07.2017,23,26,40,80
2832,30.07.2017,21,12,30,49
2833,31.07.2017,25,45,55,123
2834,01.08.2017,21,38,59,117
2835,02.08.2017,25,49,65,140
2836,03.08.2017,27,35,57,110
2837,04.08.2017,24,46,56,126
2838,05.08.2017,17,34,46,98
2839,06.08.2017,16,25,36,74
2840,07.08.2017,19,37,50,106
2841,08.08.2017,24,3,14,18
2842,09.08.2017,22,36,56,110
2843,10.08.2017,22,19,38,67
2844,11.08.2017,26,25,38,76
2845,12.08.2017,13,21,29,61
2846,13.08.2017,15,27,33,74
2847,14.08.2017,18,29,29,73
2848,15.08.2017,20,4,16,22
2849,16.08.2017,25,53,61,142
2850,17.08.2017,29,19,31,60
2851,18.08.2017,18,37,45,102
2852,19.08.2017,16,27,34,75
2853,20.08.2017,14,20,28,58
2854,21.08.2017,15,45,43,112
2855,22.08.2017,15,57,54,141
2856,23.08.2017,20,77,64,181
2857,24.08.2017,30,42,54,118
2858,25.08.2017,28,77,62,180
2859,26.08.2017,28,20,33,63
2860,27.08.2017,25,22,36,71
2861,28.08.2017,19,74,70,184
2862,29.08.2017,23,24,53,90
2863,30.08.2017,29,19,40,70
2864,31.08.2017,23,46,53,123
2865,01.09.2017,19,61,55,149
2866,02.09.2017,15,42,50,114
2867,03.09.2017,13,32,42,91
2868,04.09.2017,17,77,66,184
2869,05.09.2017,27,80,82,204
2870,06.09.2017,25,61,52,145
2871,07.09.2017,15,55,47,130
2872,08.09.2017,24,49,47,122
2873,09.09.2017,17,20,32,63
2874,10.09.2017,13,22,36,69
2875,11.09.2017,14,38,38,96
2876,12.09.2017,15,55,47,131
2877,13.09.2017,14,29,31,75
2878,14.09.2017,11,40,38,99
2879,15.09.2017,16,59,52,141
2880,16.09.2017,17,38,43,101
2881,17.09.2017,20,43,42,108
2882,18.09.2017,18,89,71,207
2883,19.09.2017,24,93,69,211
2884,20.09.2017,24,96,67,213
2885,21.09.2017,31,86,69,201
2886,22.09.2017,24,108,71,235
2887,23.09.2017,30,83,50,177
2888,24.09.2017,33,14,26,48
2889,25.09.2017,39,20,27,58
2890,26.09.2017,36,6,15,24
2891,27.09.2017,47,9,18,32
2892,28.09.2017,43,5,17,24
2893,29.09.2017,45,5,18,25
2894,30.09.2017,37,3,15,19
2895,01.10.2017,26,31,34,82
2896,02.10.2017,18,33,34,84
2897,03.10.2017,17,22,28,61
2898,04.10.2017,19,45,41,109
2899,05.10.2017,14,43,36,102
2900,06.10.2017,13,65,51,149
2901,07.10.2017,14,27,30,71
2902,08.10.2017,10,29,37,81
2903,09.10.2017,16,91,60,199
2904,10.10.2017,22,93,51,193
2905,11.10.2017,19,54,39,121
2906,12.10.2017,17,37,37,94
2907,13.10.2017,28,85,63,193
2908,14.10.2017,30,49,44,119
2909,15.10.2017,29,34,37,89
2910,16.10.2017,35,81,63,186
2911,17.10.2017,49,129,72,269
2912,18.10.2017,48,110,54,222
2913,19.10.2017,53,33,33,84
2914,20.10.2017,40,50,41,116
2915,21.10.2017,22,40,37,98
2916,22.10.2017,15,21,27,60
2917,23.10.2017,24,106,54,216
2918,24.10.2017,23,68,43,148
2919,25.10.2017,18,44,35,103
2920,26.10.2017,23,63,51,147
2921,27.10.2017,13,45,40,108
2922,28.10.2017,14,18,23,50
2923,29.10.2017,9,13,17,36
2924,30.10.2017,14,49,46,120
2925,31.10.2017,15,23,31,66
2926,01.11.2017,25,71,44,151
2927,02.11.2017,27,79,54,175
2928,03.11.2017,29,97,63,211
2929,04.11.2017,32,24,36,73
2930,05.11.2017,28,27,33,74
2931,06.11.2017,24,100,59,212
2932,07.11.2017,24,43,40,106
2933,08.11.2017,42,10,20,35
2934,09.11.2017,51,75,47,161
2935,10.11.2017,23,50,39,115
2936,11.11.2017,12,30,37,83
2937,12.11.2017,20,35,39,92
2938,13.11.2017,19,96,57,204
2939,14.11.2017,24,99,51,202
2940,15.11.2017,30,104,48,208
2941,16.11.2017,37,95,46,191
2942,17.11.2017,32,107,70,233
2943,18.11.2017,19,32,39,88
2944,19.11.2017,11,17,24,50
2945,20.11.2017,16,71,53,161
2946,21.11.2017,17,28,29,71
2947,22.11.2017,21,55,42,126
2948,23.11.2017,23,61,51,144
2949,24.11.2017,22,73,57,168
2950,25.11.2017,16,42,46,111
2951,26.11.2017,22,26,31,70
2952,27.11.2017,18,42,39,103
2953,28.11.2017,12,52,45,125
2954,29.11.2017,29,110,62,231
2955,30.11.2017,39,135,64,270
2956,01.12.2017,37,139,60,271
2957,02.12.2017,31,91,51,191
2958,03.12.2017,26,30,29,75
2959,04.12.2017,17,67,56,158
2960,05.12.2017,16,59,50,139
2961,06.12.2017,25,59,43,134
2962,07.12.2017,22,46,42,112
2963,08.12.2017,18,61,48,141
2964,09.12.2017,17,35,38,91
2965,10.12.2017,14,9,20,35
2966,11.12.2017,19,68,53,157
2967,12.12.2017,15,43,39,105
2968,13.12.2017,21,41,38,101
2969,14.12.2017,12,66,53,154
2970,15.12.2017,23,118,67,247
2971,16.12.2017,32,65,55,153
2972,17.12.2017,14,49,41,116
2973,18.12.2017,22,77,49,166
2974,19.12.2017,29,136,64,272
2975,20.12.2017,28,119,59,241
2976,21.12.2017,18,77,51,169
2977,22.12.2017,22,59,51,141
2978,23.12.2017,20,23,26,61
2979,24.12.2017,18,14,20,41
2980,25.12.2017,10,18,24,52
2981,26.12.2017,14,19,28,56
2982,27.12.2017,18,24,37,73
2983,28.12.2017,23,66,50,152
2984,29.12.2017,24,45,44,113
2985,30.12.2017,15,17,30,56
2986,31.12.2017,22,16,27,52
2987,01.01.2018,33,20,27,58
2988,02.01.2018,14,60,52,144
2989,03.01.2018,9,25,33,71
2990,04.01.2018,12,41,43,106
2991,05.01.2018,15,55,57,142
2992,06.01.2018,20,80,65,187
2993,07.01.2018,9,5,16,25
2994,08.01.2018,21,18,34,62
2995,09.01.2018,26,4,21,28
2996,10.01.2018,44,54,35,118
2997,11.01.2018,45,130,43,242
2998,12.01.2018,42,20,23,53
2999,13.01.2018,29,3,12,16
3000,14.01.2018,26,3,11,15
3001,15.01.2018,29,18,27,54
3002,16.01.2018,13,60,49,141
3003,17.01.2018,15,81,61,185
3004,18.01.2018,10,32,34,84
3005,19.01.2018,21,94,67,212
3006,20.01.2018,22,42,49,114
3007,21.01.2018,29,26,37,76
3008,22.01.2018,27,14,25,46
3009,23.01.2018,32,90,48,186
3010,24.01.2018,15,45,39,107
3011,25.01.2018,15,77,65,182
3012,26.01.2018,28,88,59,193
3013,27.01.2018,35,51,46,124
3014,28.01.2018,15,18,24,51
3015,29.01.2018,13,32,33,82
3016,30.01.2018,18,57,53,140
3017,31.01.2018,14,38,42,101
3018,01.02.2018,17,70,62,169
3019,02.02.2018,20,66,53,154
3020,03.02.2018,18,43,42,108
3021,04.02.2018,18,22,32,65
3022,05.02.2018,25,25,48,85
3023,06.02.2018,28,53,53,133
3024,07.02.2018,53,29,50,94
3025,08.02.2018,71,116,87,265
3026,09.02.2018,64,59,61,151
3027,10.02.2018,63,30,40,87
3028,11.02.2018,27,19,31,59
3029,12.02.2018,32,72,61,170
3030,13.02.2018,44,101,71,226
3031,14.02.2018,42,45,53,121
3032,15.02.2018,37,14,30,52
3033,16.02.2018,46,81,62,186
3034,17.02.2018,38,52,56,136
3035,18.02.2018,24,23,42,77
3036,19.02.2018,36,44,51,118
3037,20.02.2018,44,16,42,67
3038,21.02.2018,32,23,46,81
3039,22.02.2018,27,29,42,86
3040,23.02.2018,31,15,35,59
3041,24.02.2018,18,11,29,46
3042,25.02.2018,15,8,25,38
3043,26.02.2018,22,16,36,60
3044,27.02.2018,32,56,48,134
3045,28.02.2018,37,10,25,40
3046,01.03.2018,35,10,26,42
3047,02.03.2018,55,14,32,54
3048,03.03.2018,49,6,26,35
3049,04.03.2018,57,3,19,24
3050,05.03.2018,64,22,50,84
3051,06.03.2018,61,17,50,76
3052,07.03.2018,49,103,72,229
3053,08.03.2018,43,67,61,163
3054,09.03.2018,37,63,60,156
3055,10.03.2018,29,21,41,73
3056,11.03.2018,25,25,35,73
3057,12.03.2018,35,75,58,172
3058,13.03.2018,20,53,48,129
3059,14.03.2018,19,54,50,132
3060,15.03.2018,25,5,17,25
3061,16.03.2018,24,8,22,34
3062,17.03.2018,20,4,9,15
3063,18.03.2018,17,3,10,14
3064,19.03.2018,26,39,50,109
3065,20.03.2018,26,86,74,206
3066,21.03.2018,27,84,75,203
3067,22.03.2018,31,64,55,152
3068,23.03.2018,23,29,43,87
3069,24.03.2018,28,13,31,51
3070,25.03.2018,46,32,58,107
3071,26.03.2018,39,76,68,185
3072,27.03.2018,21,53,49,131
3073,28.03.2018,32,6,22,31
3074,29.03.2018,25,48,55,128
3075,30.03.2018,26,19,32,61
3076,31.03.2018,30,20,36,67
3077,01.04.2018,12,15,22,45
3078,02.04.2018,37,16,34,58
3079,03.04.2018,28,37,54,110
3080,04.04.2018,31,49,55,130
3081,05.04.2018,18,42,45,109
3082,06.04.2018,20,47,51,123
3083,07.04.2018,21,4,23,29
3084,08.04.2018,27,14,32,53
3085,09.04.2018,39,50,65,141
3086,10.04.2018,40,7,29,39
3087,11.04.2018,44,6,23,33
3088,12.04.2018,41,5,17,24
3089,13.04.2018,40,13,31,50
3090,14.04.2018,37,25,43,82
3091,15.04.2018,31,10,37,53
3092,16.04.2018,38,84,67,195
3093,17.04.2018,36,76,70,185
3094,18.04.2018,41,79,86,207
3095,19.04.2018,33,45,61,129
3096,20.04.2018,29,26,57,98
3097,21.04.2018,29,22,52,86
3098,22.04.2018,25,8,28,40
3099,23.04.2018,32,43,61,127
3100,24.04.2018,27,51,55,133
3101,25.04.2018,24,42,45,109
3102,26.04.2018,15,55,55,140
3103,27.04.2018,21,43,45,112
3104,28.04.2018,25,26,49,88
3105,29.04.2018,24,13,33,53
3106,30.04.2018,30,17,37,62
3107,01.05.2018,16,16,30,54
3108,02.05.2018,23,25,39,77
3109,03.05.2018,26,49,55,130
3110,04.05.2018,18,32,48,96
3111,05.05.2018,15,5,25,33
3112,06.05.2018,16,6,22,30
3113,07.05.2018,25,12,32,51
3114,08.05.2018,34,8,27,38
3115,09.05.2018,35,7,27,38
3116,10.05.2018,33,6,22,31
3117,11.05.2018,28,45,45,114
3118,12.05.2018,28,20,24,54
3119,13.05.2018,28,2,11,13
3120,14.05.2018,30,5,19,27
3121,15.05.2018,31,20,48,78
3122,16.05.2018,29,30,46,92
3123,17.05.2018,33,39,49,108
3124,18.05.2018,26,58,51,140
3125,19.05.2018,23,8,17,30
3126,20.05.2018,15,3,13,17
3127,21.05.2018,17,2,12,14
3128,22.05.2018,20,5,27,35
3129,23.05.2018,23,8,29,40
3130,24.05.2018,23,4,21,27
3131,25.05.2018,25,5,24,32
3132,26.05.2018,22,8,30,42
3133,27.05.2018,24,3,20,25
3134,28.05.2018,28,4,21,27
3135,29.05.2018,27,3,17,22
3136,30.05.2018,29,8,33,46
3137,31.05.2018,30,6,30,38
3138,01.06.2018,37,23,58,93
3139,02.06.2018,36,20,38,69
3140,03.06.2018,29,20,38,68
3141,04.06.2018,27,49,65,139
3142,05.06.2018,30,32,43,92
3143,06.06.2018,16,4,13,19
3144,07.06.2018,17,3,16,20
3145,08.06.2018,21,7,35,46
3146,09.06.2018,24,3,24,29
3147,10.06.2018,30,11,33,50
3148,11.06.2018,25,44,59,126
3149,12.06.2018,20,44,46,114
3150,13.06.2018,16,56,49,135
3151,14.06.2018,20,54,66,150
3152,15.06.2018,25,46,64,135
3153,16.06.2018,23,8,32,44
3154,17.06.2018,24,16,37,61
3155,18.06.2018,25,52,62,141
3156,19.06.2018,21,46,57,127
3157,20.06.2018,22,35,59,113
3158,21.06.2018,21,39,48,107
3159,22.06.2018,14,48,42,115
3160,23.06.2018,11,23,25,60
3161,24.06.2018,11,22,24,57
