,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Benzolµg/m³,Toluolµg/m³,Ortschaft
2009-10-29,19,4,29,35,15,1.1,1.9,Neukölln
2009-10-30,20,7,29,39,17,1.4,2.4,Neukölln
2009-10-31,35,7,29,40,18,1.8,2.3,Neukölln
2009-11-01,54,6,23,32,18,2.1,2.0,Neukölln
2009-11-02,37,13,36,56,8,2.3,2.8,Neukölln
2009-11-03,44,6,30,39,12,2.3,2.4,Neukölln
2009-11-04,37,20,31,62,9,2.7,4.0,Neukölln
2009-11-05,14,7,35,46,17,1.1,2.4,Neukölln
2009-11-06,20,10,36,51,12,1.4,2.5,Neukölln
2009-11-07,36,14,31,51,9,2.2,2.8,Neukölln
2009-11-08,56,8,24,36,7,3.1,3.6,Neukölln
2009-11-09,21,13,23,43,8,2.2,3.7,Neukölln
2009-11-10,18,20,25,55,3,2.1,3.3,Neukölln
2009-11-11,24,37,36,93,2,2.2,5.4,Neukölln
2009-11-12,32,23,42,76,7,1.8,4.6,Neukölln
2009-11-13,24,17,36,62,6,1.4,3.5,Neukölln
2009-11-14,25,12,33,51,6,1.6,3.4,Neukölln
2009-11-15,20,3,28,33,24,1.1,2.5,Neukölln
2009-11-16,27,31,42,89,3,1.8,4.0,Neukölln
2009-11-17,21,26,45,85,4,1.6,5.0,Neukölln
2009-11-18,12,3,21,26,33,0.7,1.6,Neukölln
2009-11-19,16,4,28,33,31,0.8,2.5,Neukölln
2009-11-20,28,14,44,65,9,1.4,3.4,Neukölln
2009-11-21,41,18,41,69,8,1.8,4.1,Neukölln
2009-11-22,41,7,33,44,14,2.0,3.3,Neukölln
2009-11-23,13,2,21,25,45,0.8,1.5,Neukölln
2009-11-24,13,4,29,34,40,0.9,2.5,Neukölln
2009-11-25,16,3,28,32,38,0.8,1.9,Neukölln
2009-11-26,13,3,25,30,42,0.9,1.8,Neukölln
2009-11-27,11,2,25,28,39,0.8,1.7,Neukölln
2009-11-28,9,2,18,22,42,0.8,1.3,Neukölln
2009-11-29,14,2,23,26,37,1.2,1.8,Neukölln
2009-11-30,33,26,41,80,8,2.4,4.4,Neukölln
2009-12-01,15,8,33,45,18,1.6,4.2,Neukölln
2009-12-02,24,20,43,74,9,1.5,2.9,Neukölln
2009-12-03,30,19,37,66,5,2.1,2.7,Neukölln
2009-12-04,44,15,31,55,4,3.1,3.4,Neukölln
2009-12-05,31,9,33,46,12,1.8,2.5,Neukölln
2009-12-06,22,7,29,40,10,1.6,2.6,Neukölln
2009-12-07,28,29,46,91,12,2.1,4.4,Neukölln
2009-12-08,34,12,28,47,5,2.4,3.1,Neukölln
2009-12-09,43,34,31,83,3,3.3,5.5,Neukölln
2009-12-10,25,16,36,61,3,1.6,2.5,Neukölln
2009-12-11,36,13,32,53,10,2.6,3.9,Neukölln
2009-12-12,33,13,27,47,9,2.4,3.4,Neukölln
2009-12-13,24,3,21,26,30,1.6,2.0,Neukölln
2009-12-14,31,20,40,72,10,2.5,4.4,Neukölln
2009-12-15,25,11,40,56,9,1.8,3.4,Neukölln
2009-12-16,31,6,35,44,16,1.9,1.9,Neukölln
2009-12-17,34,8,30,43,24,2.0,3.0,Neukölln
2009-12-18,29,4,17,23,32,2.0,2.1,Neukölln
2009-12-19,50,8,32,44,25,3.2,4.4,Neukölln
2009-12-20,64,8,33,46,22,3.3,2.7,Neukölln
2009-12-21,26,9,43,57,23,2.1,2.9,Neukölln
2009-12-22,32,16,47,72,18,2.8,3.6,Neukölln
2009-12-23,28,33,57,108,7,2.5,5.3,Neukölln
2009-12-24,35,3,18,22,24,2.0,1.8,Neukölln
2009-12-25,22,5,20,28,17,3.1,2.5,Neukölln
2009-12-26,13,1,16,18,47,0.9,1.2,Neukölln
2009-12-27,18,4,30,36,24,1.4,1.9,Neukölln
2009-12-28,15,8,38,50,24,1.4,2.3,Neukölln
2009-12-29,19,6,25,35,25,1.2,1.5,Neukölln
2009-12-30,47,9,21,35,23,2.8,2.3,Neukölln
2009-12-31,24,2,19,23,51,1.7,1.8,Neukölln
2010-01-01,85,5,22,29,44,1.8,2.5,Neukölln
2010-01-02,13,5,27,35,37,1.4,2.0,Neukölln
2010-01-03,19,5,27,34,21,1.7,1.8,Neukölln
2010-01-04,24,8,34,45,14,1.9,2.7,Neukölln
2010-01-05,36,13,48,68,11,2.5,2.8,Neukölln
2010-01-06,124,32,60,108,10,7.5,6.3,Neukölln
2010-01-07,52,21,62,93,11,3.4,4.2,Neukölln
2010-01-08,56,37,45,101,16,3.6,5.0,Neukölln
2010-01-09,24,3,13,18,45,2.3,2.1,Neukölln
2010-01-10,25,4,16,23,38,2.5,2.2,Neukölln
2010-01-11,26,7,33,44,25,2.4,2.6,Neukölln
2010-01-12,69,10,37,52,12,3.9,3.1,Neukölln
2010-01-13,57,4,23,29,27,3.1,2.4,Neukölln
2010-01-14,64,5,31,39,24,3.2,2.5,Neukölln
2010-01-15,100,8,35,47,,4.2,3.1,Neukölln
2010-01-16,74,3,25,30,,3.8,2.5,Neukölln
2010-01-17,58,6,35,45,,3.7,2.6,Neukölln
2010-01-18,52,19,44,73,,3.5,4.5,Neukölln
2010-01-19,49,23,37,72,,3.2,3.2,Neukölln
2010-01-20,76,6,26,34,,3.6,2.6,Neukölln
2010-01-21,53,4,27,33,,2.8,2.1,Neukölln
2010-01-22,71,3,31,36,,3.0,2.3,Neukölln
2010-01-23,93,4,30,35,,4.3,3.0,Neukölln
2010-01-24,95,3,24,28,,4.5,2.5,Neukölln
2010-01-25,99,4,36,42,,4.9,3.3,Neukölln
2010-01-26,136,24,65,102,,6.6,5.5,Neukölln
2010-01-27,111,46,75,145,,6.0,5.8,Neukölln
2010-01-28,19,5,29,36,,1.6,2.7,Neukölln
2010-01-29,18,6,39,48,,1.5,3.0,Neukölln
2010-01-30,17,3,24,29,,1.4,1.4,Neukölln
2010-01-31,26,3,31,36,,1.6,1.5,Neukölln
2010-02-01,24,9,42,56,,1.4,2.1,Neukölln
2010-02-02,25,6,29,37,,1.4,1.8,Neukölln
2010-02-03,12,4,31,37,,1.1,2.0,Neukölln
2010-02-04,26,15,56,78,,1.7,2.1,Neukölln
2010-02-05,48,4,34,41,50,2.4,1.8,Neukölln
2010-02-06,61,2,29,32,58,2.7,1.6,Neukölln
2010-02-07,59,2,21,23,53,2.2,1.7,Neukölln
2010-02-08,32,2,27,31,51,1.6,1.3,Neukölln
2010-02-09,64,3,29,33,61,2.5,1.6,Neukölln
2010-02-10,128,4,39,44,53,4.5,3.1,Neukölln
2010-02-11,61,4,27,33,62,2.4,2.2,Neukölln
2010-02-12,17,4,29,34,51,1.7,2.2,Neukölln
2010-02-13,14,5,33,40,38,1.5,2.0,Neukölln
2010-02-14,18,3,32,37,40,1.6,2.1,Neukölln
2010-02-15,29,10,51,66,28,1.9,2.7,Neukölln
2010-02-16,45,8,45,57,30,2.3,2.3,Neukölln
2010-02-17,96,5,39,46,52,3.7,2.3,Neukölln
2010-02-18,103,8,63,76,29,4.8,3.7,Neukölln
2010-02-19,54,25,65,103,13,3.7,4.1,Neukölln
2010-02-20,23,3,33,37,47,1.5,2.0,Neukölln
2010-02-21,26,4,36,42,40,1.6,1.8,Neukölln
2010-02-22,21,5,38,46,42,1.4,1.8,Neukölln
2010-02-23,18,5,33,40,40,1.3,2.0,Neukölln
2010-02-24,28,3,28,33,38,1.7,1.5,Neukölln
2010-02-25,30,11,40,56,26,2.0,2.5,Neukölln
2010-02-26,29,6,41,50,33,1.6,2.4,Neukölln
2010-02-27,19,2,25,28,52,1.2,1.7,Neukölln
2010-02-28,17,2,23,26,57,1.1,1.2,Neukölln
2010-03-01,12,3,20,23,55,1.1,1.3,Neukölln
2010-03-02,24,3,26,30,54,1.1,1.5,Neukölln
2010-03-03,23,7,38,49,43,1.2,2.1,Neukölln
2010-03-04,27,11,43,59,39,,1.2,Neukölln
2010-03-05,18,4,31,37,55,,,Neukölln
2010-03-06,19,2,18,21,61,,,Neukölln
2010-03-07,18,3,25,29,57,,,Neukölln
2010-03-08,23,3,26,31,59,,,Neukölln
2010-03-09,51,12,55,74,39,,,Neukölln
2010-03-10,65,11,47,64,45,,,Neukölln
2010-03-11,76,6,37,47,37,,,Neukölln
2010-03-12,29,12,41,60,26,,,Neukölln
2010-03-13,15,2,22,25,56,,,Neukölln
2010-03-14,9,2,19,22,67,,,Neukölln
2010-03-15,17,4,34,40,51,,,Neukölln
2010-03-16,19,3,30,35,54,,,Neukölln
2010-03-17,33,8,49,61,28,,,Neukölln
2010-03-18,40,8,46,58,43,,,Neukölln
2010-03-19,42,5,46,54,42,,,Neukölln
2010-03-20,25,2,27,31,44,,,Neukölln
2010-03-21,16,1,18,20,52,,,Neukölln
2010-03-22,22,4,33,40,53,,,Neukölln
2010-03-23,33,12,47,65,35,,,Neukölln
2010-03-24,42,18,46,74,40,,,Neukölln
2010-03-25,54,15,53,76,44,,,Neukölln
2010-03-26,44,8,40,53,49,,,Neukölln
2010-03-27,15,1,22,24,59,,,Neukölln
2010-03-28,17,2,21,23,52,,,Neukölln
2010-03-29,18,5,41,49,38,,,Neukölln
2010-03-30,23,3,26,31,,,,Neukölln
2010-03-31,23,2,29,33,52,,,Neukölln
2010-04-01,,3,25,29,57,,,Neukölln
2010-04-02,,2,23,27,60,,,Neukölln
2010-04-03,,2,22,25,60,,,Neukölln
2010-04-04,,1,16,17,64,,,Neukölln
2010-04-05,,4,29,34,53,,,Neukölln
2010-04-06,,16,46,70,43,,,Neukölln
2010-04-07,24,2,22,24,74,,,Neukölln
2010-04-08,35,4,25,31,68,,,Neukölln
2010-04-09,24,4,26,32,50,,,Neukölln
2010-04-10,13,2,13,16,63,,,Neukölln
2010-04-11,15,1,11,12,61,,,Neukölln
2010-04-12,37,2,20,23,64,,,Neukölln
2010-04-13,35,2,20,23,74,,,Neukölln
2010-04-14,29,3,18,22,69,,,Neukölln
2010-04-15,15,3,28,33,59,,,Neukölln
2010-04-16,23,6,37,47,58,,,Neukölln
2010-04-17,26,2,30,33,62,,,Neukölln
2010-04-18,31,16,46,71,65,,,Neukölln
2010-04-19,30,8,26,38,76,,,Neukölln
2010-04-20,27,3,26,31,68,,,Neukölln
2010-04-21,17,2,17,19,68,,,Neukölln
2010-04-22,16,4,31,37,58,0.9,2.7,Neukölln
2010-04-23,25,7,42,53,55,1.3,3.2,Neukölln
2010-04-24,32,16,41,66,59,1.2,5.5,Neukölln
2010-04-25,28,1,12,13,93,0.8,1.4,Neukölln
2010-04-26,30,2,26,28,70,0.6,2.3,Neukölln
2010-04-27,16,2,29,30,52,0.6,2.9,Neukölln
2010-04-28,24,8,44,57,51,0.7,4.8,Neukölln
2010-04-29,37,6,51,60,67,1.0,5.0,Neukölln
2010-04-30,37,2,34,37,67,0.8,6.3,Neukölln
2010-05-01,24,2,16,19,61,0.6,3.7,Neukölln
2010-05-02,16,1,13,15,66,0.5,2.8,Neukölln
2010-05-03,14,2,20,23,48,1.0,4.3,Neukölln
2010-05-04,15,2,28,32,55,1.2,3.1,Neukölln
2010-05-05,14,2,19,22,62,0.7,2.1,Neukölln
2010-05-06,13,2,17,20,57,0.7,1.7,Neukölln
2010-05-07,13,8,28,41,19,1.4,3.4,Neukölln
2010-05-08,14,6,30,39,25,1.1,3.5,Neukölln
2010-05-09,28,6,33,42,44,1.8,4.4,Neukölln
2010-05-10,25,4,25,30,34,1.6,3.3,Neukölln
2010-05-11,21,2,24,27,51,,2.2,Neukölln
2010-05-12,23,3,25,30,41,,3.0,Neukölln
2010-05-13,21,1,26,28,38,,3.4,Neukölln
2010-05-14,14,2,22,26,49,,3.0,Neukölln
2010-05-15,13,3,23,27,48,,2.6,Neukölln
2010-05-16,19,2,14,16,67,,2.1,Neukölln
2010-05-17,19,3,22,27,70,,4.1,Neukölln
2010-05-18,20,3,18,23,61,,2.5,Neukölln
2010-05-19,25,5,28,36,38,,3.4,Neukölln
2010-05-20,31,5,27,35,33,,4.4,Neukölln
2010-05-21,31,5,32,40,45,,5.2,Neukölln
2010-05-22,32,5,30,38,45,,4.3,Neukölln
2010-05-23,21,1,15,17,58,,2.5,Neukölln
2010-05-24,18,1,16,17,57,,2.2,Neukölln
2010-05-25,18,2,19,22,68,,1.9,Neukölln
2010-05-26,17,3,20,25,58,,1.9,Neukölln
2010-05-27,19,2,25,29,47,,3.5,Neukölln
2010-05-28,25,3,30,35,42,,3.2,Neukölln
2010-05-29,23,3,24,29,63,,3.1,Neukölln
2010-05-30,21,2,17,20,64,,2.2,Neukölln
2010-05-31,8,3,19,24,48,,4.0,Neukölln
2010-06-01,8,2,20,23,49,,,Neukölln
2010-06-02,16,2,17,20,56,0.4,2.0,Neukölln
2010-06-03,14,3,15,19,76,0.4,2.2,Neukölln
2010-06-04,19,3,20,24,62,0.5,3.3,Neukölln
2010-06-05,27,7,38,49,61,0.7,5.5,Neukölln
2010-06-06,37,12,33,52,89,0.9,7.5,Neukölln
2010-06-07,25,2,20,23,75,0.3,2.9,Neukölln
2010-06-08,20,3,19,23,88,0.3,2.1,Neukölln
2010-06-09,29,5,39,46,69,0.4,4.8,Neukölln
2010-06-10,41,4,35,41,76,0.3,4.8,Neukölln
2010-06-11,33,3,20,24,81,0.2,2.6,Neukölln
2010-06-12,14,1,15,17,61,0.4,2.1,Neukölln
2010-06-13,16,2,14,17,63,0.4,2.0,Neukölln
2010-06-14,18,3,22,26,55,0.5,3.0,Neukölln
2010-06-15,26,3,23,28,55,0.5,3.0,Neukölln
2010-06-16,14,3,10,14,68,0.3,1.7,Neukölln
2010-06-17,15,2,13,16,73,0.3,1.3,Neukölln
2010-06-18,25,3,19,24,67,0.4,2.2,Neukölln
2010-06-19,16,2,9,13,58,0.3,1.5,Neukölln
2010-06-20,14,2,11,14,52,0.5,2.6,Neukölln
2010-06-21,24,3,20,25,45,0.5,3.0,Neukölln
2010-06-22,16,4,20,26,57,0.5,3.0,Neukölln
2010-06-23,20,3,24,28,51,0.5,3.1,Neukölln
2010-06-24,25,4,29,35,55,0.5,4.1,Neukölln
2010-06-25,28,2,20,23,82,0.5,3.5,Neukölln
2010-06-26,19,3,9,13,76,0.4,1.9,Neukölln
2010-06-27,,2,14,17,,,,Neukölln
2010-06-28,,4,23,30,,,,Neukölln
2010-06-29,31,2,21,25,97,0.4,2.3,Neukölln
2010-06-30,,2,18,21,93,0.4,2.8,Neukölln
2010-07-01,31,3,25,29,89,0.3,2.2,Neukölln
2010-07-02,30,2,19,23,112,0.3,2.0,Neukölln
2010-07-03,31,2,12,15,112,0.3,1.5,Neukölln
2010-07-04,27,2,12,15,111,0.3,1.8,Neukölln
2010-07-05,29,3,16,21,98,0.4,2.2,Neukölln
2010-07-06,19,5,15,22,54,0.3,2.0,Neukölln
2010-07-07,17,3,19,24,52,0.4,2.2,Neukölln
2010-07-08,21,4,26,32,81,0.5,2.4,Neukölln
2010-07-09,30,4,30,36,96,0.5,3.2,Neukölln
2010-07-10,29,4,20,26,123,0.3,1.6,Neukölln
2010-07-11,24,3,13,17,117,0.3,1.5,Neukölln
2010-07-12,34,3,19,23,105,0.3,2.0,Neukölln
2010-07-13,26,2,18,20,97,,1.7,Neukölln
2010-07-14,28,1,14,15,113,,0.8,Neukölln
2010-07-15,24,2,17,20,91,0.3,1.6,Neukölln
2010-07-16,30,1,22,23,103,0.3,1.8,Neukölln
2010-07-17,24,0,15,14,80,0.2,1.4,Neukölln
2010-07-18,14,3,12,16,68,0.3,1.2,Neukölln
2010-07-19,20,4,22,28,69,0.4,2.3,Neukölln
2010-07-20,20,3,12,17,84,0.3,1.1,Neukölln
2010-07-21,33,3,32,36,81,0.4,2.8,Neukölln
2010-07-22,36,0,26,24,100,0.3,2.7,Neukölln
2010-07-23,17,1,19,18,48,0.2,1.3,Neukölln
2010-07-24,17,3,12,16,57,0.3,1.4,Neukölln
2010-07-25,14,2,13,16,61,0.3,1.3,Neukölln
2010-07-26,15,3,24,28,66,0.4,2.0,Neukölln
2010-07-27,21,2,23,27,71,0.4,1.9,Neukölln
2010-07-28,25,4,24,29,62,0.3,2.5,Neukölln
2010-07-29,15,4,17,23,49,0.4,2.2,Neukölln
2010-07-30,14,4,19,24,43,0.4,2.0,Neukölln
2010-07-31,18,2,23,25,59,0.4,1.9,Neukölln
2010-08-01,21,0,19,19,86,0.3,1.7,Neukölln
2010-08-02,26,2,24,26,66,0.3,2.3,Neukölln
2010-08-03,18,1,26,26,33,0.2,1.9,Neukölln
2010-08-04,17,5,21,28,48,0.3,1.7,Neukölln
2010-08-05,24,4,27,32,62,0.4,1.9,Neukölln
2010-08-06,28,3,21,25,52,0.3,2.0,Neukölln
2010-08-07,19,3,11,15,59,0.3,1.2,Neukölln
2010-08-08,19,2,21,23,70,0.3,1.9,Neukölln
2010-08-09,23,2,30,33,49,0.3,2.4,Neukölln
2010-08-10,18,3,27,31,58,0.3,2.2,Neukölln
2010-08-11,26,3,35,40,51,0.4,2.4,Neukölln
2010-08-12,24,3,26,31,50,0.3,2.6,Neukölln
2010-08-13,18,3,18,22,50,0.3,1.9,Neukölln
2010-08-14,17,2,15,17,39,0.3,1.8,Neukölln
2010-08-15,21,1,10,12,50,0.2,1.1,Neukölln
2010-08-16,14,4,15,21,61,0.3,1.2,Neukölln
2010-08-17,10,3,19,24,32,0.3,1.6,Neukölln
2010-08-18,11,4,22,28,38,0.3,1.9,Neukölln
2010-08-19,15,4,22,28,48,0.4,2.4,Neukölln
2010-08-20,21,8,39,51,46,0.6,3.2,Neukölln
2010-08-21,32,15,45,67,60,0.6,4.8,Neukölln
2010-08-22,30,7,31,42,55,0.3,3.9,Neukölln
2010-08-23,18,3,20,25,42,0.2,1.3,Neukölln
2010-08-24,16,5,18,26,54,0.4,2.3,Neukölln
2010-08-25,16,7,21,32,46,0.4,1.8,Neukölln
2010-08-26,21,5,34,41,18,0.3,2.2,Neukölln
2010-08-27,13,3,20,24,28,0.3,2.0,Neukölln
2010-08-28,12,5,16,23,45,0.4,2.1,Neukölln
2010-08-29,11,3,13,17,36,0.4,1.4,Neukölln
2010-08-30,8,5,18,26,43,0.4,1.7,Neukölln
2010-08-31,9,5,18,25,45,0.5,2.1,Neukölln
2010-09-01,13,6,20,29,33,0.5,2.9,Neukölln
2010-09-02,12,7,26,37,24,0.5,3.3,Neukölln
2010-09-03,14,21,36,67,24,0.9,4.5,Neukölln
2010-09-04,26,31,35,83,26,1.3,5.5,Neukölln
2010-09-05,11,3,13,17,49,0.5,1.4,Neukölln
2010-09-06,13,5,24,32,37,0.5,1.8,Neukölln
2010-09-07,15,3,15,19,45,0.5,1.3,Neukölln
2010-09-08,20,2,11,15,55,0.5,0.9,Neukölln
2010-09-09,23,5,24,32,23,0.5,1.8,Neukölln
2010-09-10,22,12,35,53,26,0.6,4.1,Neukölln
2010-09-11,28,11,37,54,30,0.8,4.2,Neukölln
2010-09-12,26,2,25,28,45,0.5,2.5,Neukölln
2010-09-13,17,6,32,41,24,0.5,3.6,Neukölln
2010-09-14,14,4,26,32,16,0.4,1.9,Neukölln
2010-09-15,15,5,23,30,45,0.5,2.0,Neukölln
2010-09-16,12,4,21,27,51,0.5,1.9,Neukölln
2010-09-17,12,7,22,33,37,0.6,2.1,Neukölln
2010-09-18,12,8,20,32,42,0.6,2.1,Neukölln
2010-09-19,13,3,21,25,42,0.6,2.1,Neukölln
2010-09-20,22,4,31,37,34,0.6,2.0,Neukölln
2010-09-21,19,8,33,46,29,0.7,3.8,Neukölln
2010-09-22,21,10,30,45,31,0.8,3.5,Neukölln
2010-09-23,35,8,35,47,42,0.6,2.2,Neukölln
2010-09-24,39,5,40,48,41,0.6,2.6,Neukölln
2010-09-25,25,6,31,39,20,0.6,3.3,Neukölln
2010-09-26,9,4,22,29,20,0.6,2.7,Neukölln
2010-09-27,25,12,34,52,18,0.6,2.9,Neukölln
2010-09-28,11,5,21,28,28,0.5,2.1,Neukölln
2010-09-29,13,4,20,26,35,0.6,2.5,Neukölln
2010-09-30,19,44,36,103,23,1.3,4.9,Neukölln
2010-10-01,22,15,20,42,22,1.2,2.6,Neukölln
2010-10-02,31,3,17,21,29,1.0,1.3,Neukölln
2010-10-03,32,2,14,17,41,1.0,1.2,Neukölln
2010-10-04,30,2,18,20,48,0.7,1.1,Neukölln
2010-10-05,32,2,21,24,28,0.9,1.4,Neukölln
2010-10-06,23,3,21,25,22,0.8,1.4,Neukölln
2010-10-07,40,4,24,31,21,0.9,1.6,Neukölln
2010-10-08,48,3,20,24,35,1.1,1.4,Neukölln
2010-10-09,47,2,21,25,41,1.3,1.3,Neukölln
2010-10-10,38,9,33,46,44,1.6,2.8,Neukölln
2010-10-11,32,10,38,53,18,1.4,3.1,Neukölln
2010-10-12,37,56,56,141,6,2.0,6.2,Neukölln
2010-10-13,25,21,41,74,19,1.7,4.3,Neukölln
2010-10-14,29,35,43,96,14,1.6,4.8,Neukölln
2010-10-15,18,17,39,65,15,1.0,3.5,Neukölln
2010-10-16,16,6,21,30,21,1.1,2.0,Neukölln
2010-10-17,18,2,20,24,30,1.1,1.7,Neukölln
2010-10-18,26,17,44,70,21,1.5,2.7,Neukölln
2010-10-19,29,8,32,44,15,1.2,1.9,Neukölln
2010-10-20,15,6,28,37,30,0.9,2.6,Neukölln
2010-10-21,9,5,27,35,31,0.8,2.0,Neukölln
2010-10-22,17,6,31,40,20,0.9,1.9,Neukölln
2010-10-23,21,5,29,37,26,1.0,1.9,Neukölln
2010-10-24,13,1,13,15,51,0.7,1.3,Neukölln
2010-10-25,14,11,34,52,24,1.2,3.1,Neukölln
2010-10-26,21,20,42,72,24,1.4,3.6,Neukölln
2010-10-27,22,13,38,58,14,1.2,2.3,Neukölln
2010-10-28,20,12,40,58,12,1.1,2.7,Neukölln
2010-10-29,28,12,39,57,15,1.2,2.3,Neukölln
2010-10-30,31,5,35,42,23,1.5,2.2,Neukölln
2010-10-31,54,7,37,47,18,2.0,2.7,Neukölln
2010-11-01,67,43,45,110,5,2.7,5.9,Neukölln
2010-11-02,53,11,32,49,10,1.7,2.9,Neukölln
2010-11-03,19,3,25,30,26,0.7,1.9,Neukölln
2010-11-04,8,4,23,28,30,0.4,1.4,Neukölln
2010-11-05,9,4,23,29,33,0.4,1.6,Neukölln
2010-11-06,9,5,28,36,41,0.7,2.1,Neukölln
2010-11-07,16,9,29,42,20,1.2,2.6,Neukölln
2010-11-08,13,3,23,28,27,1.1,1.6,Neukölln
2010-11-09,20,9,29,43,13,1.4,2.2,Neukölln
2010-11-10,31,43,34,99,5,2.1,3.8,Neukölln
2010-11-11,12,5,28,36,27,0.9,1.9,Neukölln
2010-11-12,13,3,23,27,45,0.6,1.5,Neukölln
2010-11-13,7,4,31,36,31,0.6,2.0,Neukölln
2010-11-14,9,2,21,24,36,0.6,1.7,Neukölln
2010-11-15,13,4,30,36,36,0.9,2.5,Neukölln
2010-11-16,10,2,21,24,47,0.8,1.7,Neukölln
2010-11-17,7,5,23,32,37,1.0,1.8,Neukölln
2010-11-18,15,16,23,48,5,1.6,2.8,Neukölln
2010-11-19,17,26,31,70,3,1.6,3.2,Neukölln
2010-11-20,27,19,33,62,4,1.5,2.7,Neukölln
2010-11-21,34,10,21,35,12,1.9,2.3,Neukölln
2010-11-22,23,10,21,36,8,1.9,2.6,Neukölln
2010-11-23,6,7,20,31,18,1.3,2.4,Neukölln
2010-11-24,6,6,28,38,30,1.1,2.1,Neukölln
2010-11-25,17,21,47,79,25,1.6,3.3,Neukölln
2010-11-26,22,12,45,64,13,1.4,2.4,Neukölln
2010-11-27,23,8,34,47,15,1.5,2.4,Neukölln
2010-11-28,35,5,22,29,21,1.8,1.4,Neukölln
2010-11-29,30,5,18,26,26,2.1,2.1,Neukölln
2010-11-30,13,3,21,25,43,1.2,1.3,Neukölln
2010-12-01,28,3,17,22,42,1.6,1.2,Neukölln
2010-12-02,24,12,35,53,27,1.9,2.2,Neukölln
2010-12-03,36,31,58,106,8,2.7,3.8,Neukölln
2010-12-04,37,20,52,82,11,2.6,2.6,Neukölln
2010-12-05,22,3,28,34,38,1.5,1.6,Neukölln
2010-12-06,26,31,56,103,8,2.3,3.8,Neukölln
2010-12-07,37,19,40,69,13,2.6,2.9,Neukölln
2010-12-08,42,7,34,44,26,2.4,2.4,Neukölln
2010-12-09,14,8,37,50,33,1.3,2.2,Neukölln
2010-12-10,16,11,48,65,26,1.5,2.7,Neukölln
2010-12-11,11,3,27,32,43,0.9,1.7,Neukölln
2010-12-12,7,3,21,25,48,0.8,1.2,Neukölln
2010-12-13,12,9,35,49,32,1.3,2.5,Neukölln
2010-12-14,11,6,32,41,33,1.3,1.9,Neukölln
2010-12-15,15,8,34,46,25,1.6,1.8,Neukölln
2010-12-16,27,12,38,56,19,2.0,2.3,Neukölln
2010-12-17,24,12,41,59,19,1.7,1.9,Neukölln
2010-12-18,30,17,49,75,17,2.0,2.2,Neukölln
2010-12-19,54,28,52,95,4,4.1,3.1,Neukölln
2010-12-20,36,15,41,64,11,2.8,3.0,Neukölln
2010-12-21,49,48,55,129,2,3.2,3.7,Neukölln
2010-12-22,87,15,47,69,4,5.2,3.8,Neukölln
2010-12-23,96,16,37,61,3,5.0,4.0,Neukölln
2010-12-24,20,4,18,24,22,2.2,2.2,Neukölln
2010-12-25,11,4,19,25,33,1.5,1.5,Neukölln
2010-12-26,20,5,34,42,33,1.4,1.6,Neukölln
2010-12-27,26,13,45,65,14,1.9,2.2,Neukölln
2010-12-28,34,4,26,32,29,2.2,1.7,Neukölln
2010-12-29,53,27,47,89,12,2.9,2.4,Neukölln
2010-12-30,51,21,53,86,6,2.9,3.4,Neukölln
2010-12-31,35,11,45,62,17,1.8,2.9,Neukölln
2011-01-01,47,3,24,28,50,0.9,1.1,Neukölln
2011-01-02,20,6,32,41,40,1.3,2.2,Neukölln
2011-01-03,20,12,45,63,25,1.6,3.3,Neukölln
2011-01-04,27,12,50,69,15,1.9,3.0,Neukölln
2011-01-05,30,9,47,61,19,2.0,1.9,Neukölln
2011-01-06,28,6,41,51,21,2.0,1.9,Neukölln
2011-01-07,12,11,39,56,16,1.5,2.7,Neukölln
2011-01-08,15,11,36,54,14,1.5,2.3,Neukölln
2011-01-09,12,4,34,40,25,1.2,2.2,Neukölln
2011-01-10,24,17,50,76,16,1.7,2.8,Neukölln
2011-01-11,40,16,37,62,5,2.5,2.5,Neukölln
2011-01-12,15,5,32,39,26,1.3,2.0,Neukölln
2011-01-13,12,21,38,70,5,1.6,3.5,Neukölln
2011-01-14,8,11,36,53,16,0.9,2.6,Neukölln
2011-01-15,15,3,25,30,39,0.8,1.6,Neukölln
2011-01-16,14,2,23,25,37,0.8,1.5,Neukölln
2011-01-17,24,19,44,73,9,1.6,2.7,Neukölln
2011-01-18,19,7,36,46,25,1.3,2.3,Neukölln
2011-01-19,17,5,37,45,33,1.1,2.5,Neukölln
2011-01-20,11,4,24,30,49,0.9,1.3,Neukölln
2011-01-21,15,6,32,42,31,1.2,2.1,Neukölln
2011-01-22,20,8,32,44,24,1.3,2.1,Neukölln
2011-01-23,11,3,21,26,35,1.0,1.5,Neukölln
2011-01-24,13,8,31,43,20,1.2,1.9,Neukölln
2011-01-25,13,5,35,42,30,1.0,1.9,Neukölln
2011-01-26,9,6,25,34,33,1.1,2.0,Neukölln
2011-01-27,8,2,23,26,51,1.1,1.5,Neukölln
2011-01-28,30,6,33,42,22,2.1,1.9,Neukölln
2011-01-29,58,26,48,87,14,3.6,3.6,Neukölln
2011-01-30,71,69,59,164,5,5.1,6.1,Neukölln
2011-01-31,46,15,43,66,9,2.8,2.9,Neukölln
2011-02-01,61,11,34,51,19,2.4,2.6,Neukölln
