,date,PM10,NOx,NO_2,NOx,O_3
2145,12.09.2015,23,1,11,12,52
2146,13.09.2015,24,1,9,10,66
2147,14.09.2015,25,1,16,17,58
2148,15.09.2015,10,2,16,19,43
2149,16.09.2015,15,4,18,24,44
2150,17.09.2015,12,1,14,15,54
2151,18.09.2015,12,2,15,18,51
2152,19.09.2015,17,4,15,21,28
2153,20.09.2015,11,0,6,6,53
2154,21.09.2015,13,1,13,14,44
2155,22.09.2015,19,1,19,21,39
2156,23.09.2015,11,6,24,33,24
2157,24.09.2015,16,8,23,36,26
2158,25.09.2015,15,5,17,25,31
2159,26.09.2015,15,1,7,9,34
2160,27.09.2015,15,1,7,9,31
2161,28.09.2015,11,6,10,19,28
2162,29.09.2015,11,6,12,20,35
2163,30.09.2015,14,2,13,16,39
2164,01.10.2015,28,12,24,42,26
2165,02.10.2015,37,38,34,93,19
2166,03.10.2015,39,8,20,32,36
2167,04.10.2015,40,3,16,20,35
2168,05.10.2015,36,6,17,27,31
2169,06.10.2015,46,0,11,12,61
2170,07.10.2015,50,1,11,12,38
2171,08.10.2015,19,2,12,15,19
2172,09.10.2015,32,2,14,16,34
2173,10.10.2015,23,1,10,11,50
2174,11.10.2015,19,0,8,9,49
2175,12.10.2015,25,1,11,13,47
2176,13.10.2015,21,1,10,12,35
2177,14.10.2015,29,1,11,13,26
2178,15.10.2015,40,1,12,13,32
2179,16.10.2015,25,12,21,39,14
2180,17.10.2015,18,1,12,14,13
2181,18.10.2015,16,5,18,25,11
2182,19.10.2015,10,7,18,29,4
2183,20.10.2015,14,2,9,12,29
2184,21.10.2015,15,1,16,17,25
2185,22.10.2015,19,7,26,36,9
2186,23.10.2015,24,1,9,10,43
2187,24.10.2015,27,8,15,27,18
2188,25.10.2015,22,3,14,18,13
2189,26.10.2015,21,12,17,35,20
2190,27.10.2015,33,3,19,23,29
2191,28.10.2015,49,2,19,23,21
2192,29.10.2015,50,17,27,53,8
2193,30.10.2015,36,26,25,65,3
2194,31.10.2015,72,3,23,27,25
2195,01.11.2015,44,5,21,29,25
2196,02.11.2015,48,55,34,118,4
2197,03.11.2015,47,36,28,84,7
2198,04.11.2015,42,93,35,177,3
2199,05.11.2015,50,51,29,108,2
2200,06.11.2015,41,20,35,66,4
2201,07.11.2015,13,3,18,22,15
2202,08.11.2015,14,4,12,18,45
2203,09.11.2015,12,1,12,13,42
2204,10.11.2015,11,1,10,11,45
2205,11.11.2015,12,1,11,13,37
2206,12.11.2015,16,4,19,25,40
2207,13.11.2015,13,3,25,30,24
2208,14.11.2015,12,0,6,7,60
2209,15.11.2015,,0,6,6,42
2210,16.11.2015,14,0,15,16,28
2211,17.11.2015,9,1,18,19,29
2212,18.11.2015,9,0,9,10,57
2213,19.11.2015,15,0,8,8,56
2214,20.11.2015,10,0,11,12,51
2215,21.11.2015,14,1,17,18,33
2216,22.11.2015,10,0,12,13,40
2217,23.11.2015,11,5,28,35,13
2218,24.11.2015,14,7,32,43,15
2219,25.11.2015,12,4,32,38,14
2220,26.11.2015,13,3,26,31,13
2221,27.11.2015,18,25,36,75,4
2222,28.11.2015,15,1,22,24,25
2223,29.11.2015,7,0,11,11,47
2224,30.11.2015,9,0,10,10,61
2225,01.12.2015,11,1,13,14,47
2226,02.12.2015,14,0,18,19,41
2227,03.12.2015,17,1,28,29,37
2228,04.12.2015,17,2,25,27,27
2229,05.12.2015,11,1,18,20,37
2230,06.12.2015,10,1,11,12,51
2231,07.12.2015,14,3,22,27,23
2232,08.12.2015,23,10,28,44,4
2233,09.12.2015,18,4,24,31,22
2234,10.12.2015,18,8,37,49,15
2235,11.12.2015,12,2,26,29,23
2236,12.12.2015,14,0,13,13,47
2237,13.12.2015,7,0,10,10,46
2238,14.12.2015,12,11,27,44,10
2239,15.12.2015,22,18,23,50,6
2240,16.12.2015,40,11,26,43,4
2241,17.12.2015,13,5,31,38,12
2242,18.12.2015,21,2,27,29,19
2243,19.12.2015,18,6,29,38,15
2244,20.12.2015,21,2,25,29,13
2245,21.12.2015,15,2,24,27,28
2246,22.12.2015,8,1,14,15,51
2247,23.12.2015,10,1,11,12,52
2248,24.12.2015,15,3,23,28,21
2249,25.12.2015,11,0,10,10,56
2250,26.12.2015,7,0,6,6,54
2251,27.12.2015,15,1,13,13,41
2252,28.12.2015,18,1,7,9,48
2253,29.12.2015,15,1,8,9,38
2254,30.12.2015,24,2,18,20,30
2255,31.12.2015,39,2,20,22,32
2256,01.01.2016,241,17,25,50,6
2257,02.01.2016,41,1,11,12,30
2258,03.01.2016,41,1,8,9,34
2259,04.01.2016,61,2,16,20,22
2260,05.01.2016,79,2,24,28,13
2261,06.01.2016,75,2,24,27,15
2262,07.01.2016,86,2,21,24,15
2263,08.01.2016,31,1,23,25,39
2264,09.01.2016,17,3,30,35,24
2265,10.01.2016,37,5,26,33,15
2266,11.01.2016,13,14,34,55,8
2267,12.01.2016,17,19,32,60,10
2268,13.01.2016,7,0,18,18,32
2269,14.01.2016,12,4,30,36,22
2270,15.01.2016,30,4,22,27,17
2271,16.01.2016,13,1,12,13,41
2272,17.01.2016,18,1,11,12,34
2273,18.01.2016,14,22,36,70,23
2274,19.01.2016,27,32,46,95,9
2275,20.01.2016,17,1,22,24,39
2276,21.01.2016,8,9,23,37,46
2277,22.01.2016,27,21,42,74,18
2278,23.01.2016,23,4,30,37,22
2279,24.01.2016,21,4,26,33,21
2280,25.01.2016,13,5,24,32,9
2281,26.01.2016,17,2,24,27,25
2282,27.01.2016,11,1,17,18,46
2283,28.01.2016,13,0,11,11,62
2284,29.01.2016,15,2,24,27,39
2285,30.01.2016,5,0,7,8,61
2286,31.01.2016,12,0,7,8,62
2287,01.02.2016,8,2,17,19,45
2288,02.02.2016,9,1,5,6,74
2289,03.02.2016,13,0,7,8,68
2290,04.02.2016,8,0,9,10,49
2291,05.02.2016,10,1,21,22,33
2292,06.02.2016,11,1,21,22,29
2293,07.02.2016,16,1,16,17,39
2294,08.02.2016,6,1,15,16,58
2295,09.02.2016,10,0,11,11,66
2296,10.02.2016,9,1,13,15,58
2297,11.02.2016,7,0,12,12,54
2298,12.02.2016,22,4,28,34,28
2299,13.02.2016,34,4,16,23,35
2300,14.02.2016,46,1,9,11,35
2301,15.02.2016,31,1,9,11,32
2302,16.02.2016,13,1,11,13,47
2303,17.02.2016,18,2,16,18,36
2304,18.02.2016,27,10,31,47,12
2305,19.02.2016,21,8,21,33,21
2306,20.02.2016,17,1,21,23,32
2307,21.02.2016,4,0,8,9,54
2308,22.02.2016,2,0,7,8,67
2309,23.02.2016,10,1,9,9,60
2310,24.02.2016,11,1,9,10,63
2311,25.02.2016,12,3,30,34,37
2312,26.02.2016,13,2,19,22,42
2313,27.02.2016,22,13,22,42,36
2314,28.02.2016,36,1,10,11,51
2315,29.02.2016,26,1,8,10,58
2316,01.03.2016,24,0,15,15,53
2317,02.03.2016,19,2,25,27,39
2318,03.03.2016,24,12,42,61,14
2319,04.03.2016,26,25,28,68,34
2320,05.03.2016,46,1,14,16,42
2321,06.03.2016,37,1,18,20,21
2322,07.03.2016,24,6,27,37,31
2323,08.03.2016,33,15,29,52,26
2324,09.03.2016,44,21,26,58,37
2325,10.03.2016,33,1,10,11,45
2326,11.03.2016,22,0,7,7,50
2327,12.03.2016,17,0,3,4,72
2328,13.03.2016,20,0,7,7,64
2329,14.03.2016,23,2,10,12,52
2330,15.03.2016,15,1,6,7,59
2331,16.03.2016,24,2,15,18,47
2332,17.03.2016,30,8,31,44,40
2333,18.03.2016,18,0,11,12,45
2334,19.03.2016,18,1,9,11,49
2335,20.03.2016,11,1,5,6,68
2336,21.03.2016,11,1,7,9,66
2337,22.03.2016,9,1,9,10,63
2338,23.03.2016,13,1,12,13,51
2339,24.03.2016,22,7,21,31,29
2340,25.03.2016,27,2,24,27,32
2341,26.03.2016,19,0,10,11,59
2342,27.03.2016,28,1,11,12,59
2343,28.03.2016,11,1,11,12,64
2344,29.03.2016,7,1,12,13,64
2345,30.03.2016,11,2,25,29,40
2346,31.03.2016,13,3,16,20,55
2347,01.04.2016,12,1,9,10,63
2348,02.04.2016,17,1,15,17,58
2349,03.04.2016,44,1,14,15,58
2350,04.04.2016,40,3,30,35,43
2351,05.04.2016,43,9,20,34,58
2352,06.04.2016,19,1,10,11,76
2353,07.04.2016,16,1,16,18,68
2354,08.04.2016,19,11,23,39,44
2355,09.04.2016,26,2,12,16,57
2356,10.04.2016,16,0,8,9,67
2357,11.04.2016,18,0,11,11,56
2358,12.04.2016,30,2,15,18,37
2359,13.04.2016,39,7,16,26,48
2360,14.04.2016,24,1,11,11,56
2361,15.04.2016,22,6,23,32,35
2362,16.04.2016,11,1,17,18,50
2363,17.04.2016,9,0,7,7,64
2364,18.04.2016,10,1,10,11,67
2365,19.04.2016,16,0,6,6,78
2366,20.04.2016,14,1,7,9,71
2367,21.04.2016,16,2,13,16,58
2368,22.04.2016,14,1,9,9,67
2369,23.04.2016,11,1,5,5,70
2370,24.04.2016,7,0,4,4,72
2371,25.04.2016,10,0,8,8,71
2372,26.04.2016,9,1,13,13,66
2373,27.04.2016,9,1,12,14,66
2374,28.04.2016,11,1,14,16,66
2375,29.04.2016,15,4,23,29,61
2376,30.04.2016,18,1,11,13,90
2377,01.05.2016,22,0,7,6,96
2378,02.05.2016,14,0,9,9,86
2379,03.05.2016,24,4,15,21,63
2380,04.05.2016,9,1,4,5,72
2381,05.05.2016,12,1,5,6,77
2382,06.05.2016,20,1,9,10,93
2383,07.05.2016,24,1,8,9,99
2384,08.05.2016,21,1,6,7,96
2385,09.05.2016,25,1,9,10,91
2386,10.05.2016,25,0,8,9,98
2387,11.05.2016,22,1,9,9,106
2388,12.05.2016,25,1,6,7,106
2389,13.05.2016,18,0,5,5,94
2390,14.05.2016,20,0,7,8,75
2391,15.05.2016,8,0,3,2,72
2392,16.05.2016,10,0,4,4,67
2393,17.05.2016,7,0,7,7,74
2394,18.05.2016,22,2,17,19,69
2395,19.05.2016,29,2,21,23,76
2396,20.05.2016,23,1,12,13,77
2397,21.05.2016,24,1,12,13,64
2398,22.05.2016,21,0,10,10,87
2399,23.05.2016,26,1,12,12,98
2400,24.05.2016,27,1,8,9,55
2401,25.05.2016,22,1,7,9,44
2402,26.05.2016,28,1,11,13,28
2403,27.05.2016,20,3,10,14,55
2404,28.05.2016,18,1,6,7,78
2405,29.05.2016,21,0,4,5,88
2406,30.05.2016,26,1,7,8,76
2407,31.05.2016,28,2,7,10,55
2408,01.06.2016,24,1,8,10,51
2409,02.06.2016,21,1,10,11,65
2410,03.06.2016,23,1,9,10,79
2411,04.06.2016,26,1,8,10,87
2412,05.06.2016,22,1,7,9,70
2413,06.06.2016,12,1,6,7,75
2414,07.06.2016,13,1,8,10,82
2415,08.06.2016,19,2,11,14,69
2416,09.06.2016,21,0,5,6,70
2417,10.06.2016,19,0,4,5,78
2418,11.06.2016,9,0,3,4,75
2419,12.06.2016,13,0,4,5,75
2420,13.06.2016,23,1,6,7,62
2421,14.06.2016,21,2,14,17,48
2422,15.06.2016,13,3,19,24,34
2423,16.06.2016,12,3,15,19,46
2424,17.06.2016,14,1,8,10,49
2425,18.06.2016,16,1,9,10,57
2426,19.06.2016,17,2,6,9,53
2427,20.06.2016,16,1,8,10,66
2428,21.06.2016,11,1,10,11,52
2429,22.06.2016,17,3,15,19,55
2430,23.06.2016,18,2,12,15,82
2431,24.06.2016,27,1,12,13,112
2432,25.06.2016,25,0,7,7,89
2433,26.06.2016,11,1,4,5,63
2434,27.06.2016,13,1,8,10,61
2435,28.06.2016,12,1,8,10,51
2436,29.06.2016,15,1,10,12,58
2437,30.06.2016,16,2,13,16,53
2438,01.07.2016,15,2,15,17,50
2439,02.07.2016,12,0,10,10,53
2440,03.07.2016,9,1,5,6,62
2441,04.07.2016,10,1,9,10,55
2442,05.07.2016,17,1,13,15,60
2443,06.07.2016,14,0,3,3,70
2444,07.07.2016,9,0,6,6,62
2445,08.07.2016,21,2,18,21,70
2446,09.07.2016,11,0,7,6,55
2447,10.07.2016,13,1,10,11,68
2448,11.07.2016,16,1,10,11,76
2449,12.07.2016,36,2,12,15,64
2450,13.07.2016,12,1,7,8,48
2451,14.07.2016,9,0,5,6,49
2452,15.07.2016,7,1,6,7,54
2453,16.07.2016,10,1,6,7,66
2454,17.07.2016,11,1,4,6,49
2455,18.07.2016,11,1,8,8,48
2456,19.07.2016,10,1,8,9,43
2457,20.07.2016,10,1,7,8,48
2458,21.07.2016,20,2,12,15,71
2459,22.07.2016,14,0,8,8,70
2460,23.07.2016,21,0,5,5,71
2461,24.07.2016,30,0,5,6,68
2462,25.07.2016,29,2,10,13,65
2463,26.07.2016,22,1,6,7,69
2464,27.07.2016,18,1,12,13,57
2465,28.07.2016,24,1,10,12,52
2466,29.07.2016,16,1,11,13,58
2467,30.07.2016,12,1,8,10,50
2468,31.07.2016,14,1,6,7,54
2469,01.08.2016,12,0,6,7,41
2470,02.08.2016,16,3,19,23,34
2471,03.08.2016,14,2,14,17,21
2472,04.08.2016,11,2,14,18,24
2473,05.08.2016,17,2,14,17,30
2474,06.08.2016,12,0,5,6,52
2475,07.08.2016,13,1,8,9,49
2476,08.08.2016,19,1,14,16,55
2477,09.08.2016,13,1,7,8,49
2478,10.08.2016,8,1,6,8,45
2479,11.08.2016,9,1,8,9,44
2480,12.08.2016,10,2,13,15,37
2481,13.08.2016,19,1,8,10,52
2482,14.08.2016,9,0,4,4,52
2483,15.08.2016,10,1,8,9,36
2484,16.08.2016,10,1,7,9,37
2485,17.08.2016,8,1,7,8,34
2486,18.08.2016,11,2,13,16,29
2487,19.08.2016,15,3,9,14,53
2488,20.08.2016,19,1,13,13,68
2489,21.08.2016,13,0,14,13,43
2490,22.08.2016,13,1,11,11,47
2491,23.08.2016,17,1,10,12,34
2492,24.08.2016,14,3,11,15,53
2493,25.08.2016,17,1,11,13,82
2494,26.08.2016,24,1,19,21,88
2495,27.08.2016,24,1,9,10,86
2496,28.08.2016,21,0,11,12,82
2497,29.08.2016,11,0,7,8,60
2498,30.08.2016,10,1,8,8,49
2499,31.08.2016,16,6,15,24,46
2500,01.09.2016,21,2,16,19,63
2501,02.09.2016,20,1,12,14,51
2502,03.09.2016,21,0,13,13,55
2503,04.09.2016,17,1,11,12,40
2504,05.09.2016,10,0,6,6,40
2505,06.09.2016,9,3,8,13,35
2506,07.09.2016,17,5,15,22,46
2507,08.09.2016,32,1,18,19,60
2508,09.09.2016,29,2,14,17,63
2509,10.09.2016,31,1,10,12,55
2510,11.09.2016,25,0,9,10,93
2511,12.09.2016,31,0,14,14,84
2512,13.09.2016,42,2,16,18,78
2513,14.09.2016,35,0,13,13,75
2514,15.09.2016,23,1,11,12,65
2515,16.09.2016,38,1,19,21,68
2516,17.09.2016,25,0,8,9,58
2517,18.09.2016,17,0,4,5,52
2518,19.09.2016,17,1,7,9,49
2519,20.09.2016,25,6,13,21,35
2520,21.09.2016,15,1,9,10,42
2521,22.09.2016,20,7,19,29,28
2522,23.09.2016,27,16,23,48,38
2523,24.09.2016,33,2,14,16,39
2524,25.09.2016,26,1,12,14,57
2525,26.09.2016,30,3,17,22,45
2526,27.09.2016,30,4,20,27,38
2527,28.09.2016,36,2,21,24,38
2528,29.09.2016,31,1,19,19,52
2529,30.09.2016,14,1,17,19,46
2530,01.10.2016,21,7,19,29,13
2531,02.10.2016,19,2,11,15,24
2532,03.10.2016,15,6,7,15,33
2533,04.10.2016,8,1,3,4,59
2534,05.10.2016,5,1,2,3,48
2535,06.10.2016,8,0,3,3,40
2536,07.10.2016,10,2,6,8,21
2537,08.10.2016,6,1,3,4,40
2538,09.10.2016,7,1,4,6,27
2539,10.10.2016,11,5,10,19,14
2540,11.10.2016,12,2,7,10,13
2541,12.10.2016,16,1,7,9,14
2542,13.10.2016,23,1,7,8,27
2543,14.10.2016,31,2,10,12,35
2544,15.10.2016,32,1,12,13,23
2545,16.10.2016,45,2,9,12,8
2546,17.10.2016,32,1,14,16,13
2547,18.10.2016,44,17,23,49,5
2548,19.10.2016,18,3,21,25,21
2549,20.10.2016,19,4,16,22,14
2550,21.10.2016,25,3,18,22,11
2551,22.10.2016,25,2,15,19,16
2552,23.10.2016,27,3,13,18,11
2553,24.10.2016,47,1,10,12,11
2554,25.10.2016,38,1,8,9,14
2555,26.10.2016,20,8,19,31,8
2556,27.10.2016,37,22,29,62,5
2557,28.10.2016,23,1,17,18,29
2558,29.10.2016,12,0,7,7,56
2559,30.10.2016,14,1,11,12,42
2560,31.10.2016,19,7,17,28,14
2561,01.11.2016,21,2,18,21,22
2562,02.11.2016,7,1,8,9,46
2563,03.11.2016,13,19,21,50,20
2564,04.11.2016,21,11,37,54,6
2565,05.11.2016,27,3,27,31,10
2566,06.11.2016,22,2,19,23,17
2567,07.11.2016,10,0,9,9,28
2568,08.11.2016,18,2,17,19,18
2569,09.11.2016,18,5,21,29,21
2570,10.11.2016,43,9,22,36,7
2571,11.11.2016,42,2,17,21,19
2572,12.11.2016,39,6,20,28,14
2573,13.11.2016,43,20,26,57,12
2574,14.11.2016,38,44,39,106,9
2575,15.11.2016,19,5,33,40,11
2576,16.11.2016,14,11,27,44,11
2577,17.11.2016,10,2,27,30,20
2578,18.11.2016,5,0,17,18,47
2579,19.11.2016,11,1,25,26,32
2580,20.11.2016,10,0,15,15,40
2581,21.11.2016,20,3,23,27,22
2582,22.11.2016,34,29,25,69,9
2583,23.11.2016,41,57,20,107,3
2584,24.11.2016,18,10,18,33,16
2585,25.11.2016,13,2,13,16,30
2586,26.11.2016,22,2,28,31,17
2587,27.11.2016,10,0,6,6,52
2588,28.11.2016,6,1,10,11,48
2589,29.11.2016,14,4,34,41,18
2590,30.11.2016,20,1,33,36,19
2591,01.12.2016,12,0,8,9,54
2592,02.12.2016,8,0,10,10,61
2593,03.12.2016,17,12,26,44,16
2594,04.12.2016,29,15,39,62,7
2595,05.12.2016,28,31,43,90,3
2596,06.12.2016,26,7,40,51,5
2597,07.12.2016,26,15,43,66,5
2598,08.12.2016,12,1,28,30,33
2599,09.12.2016,20,1,26,27,22
2600,10.12.2016,23,0,19,20,26
2601,11.12.2016,11,1,10,11,43
2602,12.12.2016,10,5,16,24,42
2603,13.12.2016,26,47,40,111,6
2604,14.12.2016,18,9,23,37,14
2605,15.12.2016,11,2,15,19,33
2606,16.12.2016,23,7,25,37,27
2607,17.12.2016,26,7,22,33,11
2608,18.12.2016,22,5,20,28,15
2609,19.12.2016,18,9,26,39,12
2610,20.12.2016,27,4,23,28,13
2611,21.12.2016,32,25,32,71,7
2612,22.12.2016,27,34,38,90,3
2613,23.12.2016,21,12,33,52,13
2614,24.12.2016,15,1,17,19,34
2615,25.12.2016,7,1,4,5,58
2616,26.12.2016,7,0,6,6,60
2617,27.12.2016,13,0,3,4,74
2618,28.12.2016,7,0,3,3,62
2619,29.12.2016,18,3,26,32,25
2620,30.12.2016,25,41,42,105,3
2621,31.12.2016,23,5,32,39,18
2622,01.01.2017,34,1,27,29,29
2623,02.01.2017,17,1,18,19,29
2624,03.01.2017,12,11,15,31,46
2625,04.01.2017,7,11,9,26,65
2626,05.01.2017,5,1,4,5,66
2627,06.01.2017,9,2,18,21,47
2628,07.01.2017,19,2,33,37,29
2629,08.01.2017,34,1,24,25,20
2630,09.01.2017,27,25,31,69,7
2631,10.01.2017,24,2,25,27,35
2632,11.01.2017,26,4,27,33,35
2633,12.01.2017,13,9,19,33,54
2634,13.01.2017,11,4,16,22,45
2635,14.01.2017,14,1,13,15,45
2636,15.01.2017,8,0,5,5,55
2637,16.01.2017,8,3,12,16,46
2638,17.01.2017,14,8,22,34,22
2639,18.01.2017,30,39,47,107,3
2640,19.01.2017,,,,,
2641,20.01.2017,,,,,
2642,21.01.2017,,,,,
2643,22.01.2017,,,,,
2644,23.01.2017,,,,,
2645,24.01.2017,,,,,
2646,25.01.2017,,,,,
2647,26.01.2017,,,,,
2648,27.01.2017,38,4,32,38,26
2649,28.01.2017,45,1,21,23,45
2650,29.01.2017,39,3,37,42,26
2651,30.01.2017,38,2,31,34,30
2652,31.01.2017,39,1,20,21,32
2653,01.02.2017,58,1,23,24,36
2654,02.02.2017,52,3,31,35,29
2655,03.02.2017,52,3,33,38,15
2656,04.02.2017,45,2,28,31,16
2657,05.02.2017,41,1,15,17,18
2658,06.02.2017,30,1,7,8,52
2659,07.02.2017,25,0,7,8,55
2660,08.02.2017,39,0,8,9,51
2661,09.02.2017,48,1,14,15,43
2662,10.02.2017,60,2,18,20,44
2663,11.02.2017,48,0,17,17,58
2664,12.02.2017,52,0,12,12,56
2665,13.02.2017,55,1,17,19,47
2666,14.02.2017,64,5,29,37,24
2667,15.02.2017,72,26,55,95,16
2668,16.02.2017,51,56,54,140,15
2669,17.02.2017,29,4,27,34,23
2670,18.02.2017,15,0,12,13,42
2671,19.02.2017,21,1,16,17,44
2672,20.02.2017,20,3,18,22,35
2673,21.02.2017,9,1,8,9,59
2674,22.02.2017,9,2,12,16,57
2675,23.02.2017,11,3,16,21,57
2676,24.02.2017,4,0,6,6,69
2677,25.02.2017,12,0,12,12,61
2678,26.02.2017,12,0,14,14,60
2679,27.02.2017,14,2,24,27,51
2680,28.02.2017,8,2,14,18,71
2681,01.03.2017,9,1,18,20,53
2682,02.03.2017,10,0,14,14,54
2683,03.03.2017,16,3,23,27,53
2684,04.03.2017,22,1,17,20,55
2685,05.03.2017,15,1,13,13,62
2686,06.03.2017,17,3,17,22,45
2687,07.03.2017,10,1,5,7,56
2688,08.03.2017,21,3,21,25,43
2689,09.03.2017,16,1,17,19,44
2690,10.03.2017,10,1,10,10,59
2691,11.03.2017,17,0,13,13,43
2692,12.03.2017,25,1,12,14,33
2693,13.03.2017,30,3,23,29,34
2694,14.03.2017,28,4,25,31,32
2695,15.03.2017,18,0,8,8,58
2696,16.03.2017,16,4,20,26,44
2697,17.03.2017,22,3,21,26,47
2698,18.03.2017,9,1,7,8,70
2699,19.03.2017,9,1,10,10,61
2700,20.03.2017,11,1,12,14,49
2701,21.03.2017,10,2,14,17,58
2702,22.03.2017,14,5,15,23,47
2703,23.03.2017,19,1,10,12,55
2704,24.03.2017,13,4,13,19,59
2705,25.03.2017,12,1,13,14,57
2706,26.03.2017,19,2,12,15,52
2707,27.03.2017,22,8,23,35,51
2708,28.03.2017,30,11,35,53,47
2709,29.03.2017,26,1,17,18,56
2710,30.03.2017,26,3,23,29,44
2711,31.03.2017,25,5,26,33,63
2712,01.04.2017,29,3,19,24,67
2713,02.04.2017,15,1,6,7,78
2714,03.04.2017,14,1,6,7,61
2715,04.04.2017,32,1,12,13,46
2716,05.04.2017,29,3,14,19,55
2717,06.04.2017,15,9,7,20,82
2718,07.04.2017,12,0,8,9,60
2719,08.04.2017,9,0,5,5,61
2720,09.04.2017,27,1,14,15,56
2721,10.04.2017,30,3,17,22,63
2722,11.04.2017,11,1,6,7,71
2723,12.04.2017,24,1,13,15,55
2724,13.04.2017,7,1,6,7,75
2725,14.04.2017,10,0,3,4,77
2726,15.04.2017,22,1,10,11,61
2727,16.04.2017,12,1,6,7,66
2728,17.04.2017,10,1,6,8,64
2729,18.04.2017,13,1,5,6,71
2730,19.04.2017,8,0,5,5,81
2731,20.04.2017,12,1,13,14,71
2732,21.04.2017,27,2,13,16,65
2733,22.04.2017,8,0,3,3,80
2734,23.04.2017,7,0,4,4,74
2735,24.04.2017,15,4,15,21,71
2736,25.04.2017,14,3,13,17,57
2737,26.04.2017,11,4,16,21,57
2738,27.04.2017,11,3,13,18,56
2739,28.04.2017,22,4,20,26,52
2740,29.04.2017,15,1,9,10,65
2741,30.04.2017,24,1,6,7,69
2742,01.05.2017,24,0,5,6,87
2743,02.05.2017,20,1,6,7,76
2744,03.05.2017,24,0,7,8,64
2745,04.05.2017,10,1,7,8,61
2746,05.05.2017,19,0,7,7,50
2747,06.05.2017,23,0,5,6,60
2748,07.05.2017,11,0,3,3,70
2749,08.05.2017,9,1,8,9,54
2750,09.05.2017,8,3,12,16,54
2751,10.05.2017,11,1,11,13,61
2752,11.05.2017,19,4,11,17,65
2753,12.05.2017,27,0,9,10,80
2754,13.05.2017,29,1,13,14,51
2755,14.05.2017,24,2,8,11,52
2756,15.05.2017,14,4,8,14,55
2757,16.05.2017,16,4,17,23,53
2758,17.05.2017,17,1,9,10,88
2759,18.05.2017,28,1,11,12,97
2760,19.05.2017,35,1,13,14,100
2761,20.05.2017,17,0,4,5,75
2762,21.05.2017,12,0,3,3,77
2763,22.05.2017,16,2,10,13,72
2764,23.05.2017,25,1,11,12,87
2765,24.05.2017,11,0,7,7,65
2766,25.05.2017,12,0,6,6,58
2767,26.05.2017,13,0,8,8,48
2768,27.05.2017,11,1,7,8,62
2769,28.05.2017,14,0,8,8,100
2770,29.05.2017,16,1,8,9,85
2771,30.05.2017,21,1,13,14,79
2772,31.05.2017,28,5,8,15,74
2773,01.06.2017,46,4,8,14,70
2774,02.06.2017,60,5,13,21,59
2775,03.06.2017,15,0,10,10,61
2776,04.06.2017,17,0,7,7,62
2777,05.06.2017,13,0,6,7,62
2778,06.06.2017,20,2,12,15,60
2779,07.06.2017,15,3,9,14,57
2780,08.06.2017,17,4,14,20,55
2781,09.06.2017,24,1,12,14,76
2782,10.06.2017,11,0,5,6,68
2783,11.06.2017,15,1,11,13,65
2784,12.06.2017,23,1,8,9,62
2785,13.06.2017,13,1,4,5,66
2786,14.06.2017,11,1,5,6,55
2787,15.06.2017,16,2,11,15,69
2788,16.06.2017,14,0,5,6,64
2789,17.06.2017,9,1,3,4,61
2790,18.06.2017,11,1,6,8,46
2791,19.06.2017,17,4,12,17,65
2792,20.06.2017,31,4,12,19,60
2793,21.06.2017,14,0,7,7,62
2794,22.06.2017,24,2,17,19,68
2795,23.06.2017,17,2,11,15,69
2796,24.06.2017,16,0,6,6,70
2797,25.06.2017,11,1,6,8,52
2798,26.06.2017,10,2,7,10,54
2799,27.06.2017,19,1,8,9,60
2800,28.06.2017,19,1,8,9,70
2801,29.06.2017,20,1,9,10,52
2802,30.06.2017,8,1,9,10,60
2803,01.07.2017,12,1,8,9,50
2804,02.07.2017,14,0,4,5,50
2805,03.07.2017,9,1,8,10,56
2806,04.07.2017,16,1,7,7,58
2807,05.07.2017,14,1,8,9,45
2808,06.07.2017,15,4,15,21,55
2809,07.07.2017,22,3,17,21,52
2810,08.07.2017,25,0,7,7,56
2811,09.07.2017,11,0,3,4,53
2812,10.07.2017,19,2,15,17,41
2813,11.07.2017,15,1,6,7,60
2814,12.07.2017,17,2,12,15,46
2815,13.07.2017,11,1,5,6,51
2816,14.07.2017,15,3,13,17,46
2817,15.07.2017,18,1,9,10,50
2818,16.07.2017,13,1,8,9,52
2819,17.07.2017,13,1,5,6,49
2820,18.07.2017,15,2,6,9,41
2821,19.07.2017,19,1,7,8,69
2822,20.07.2017,25,2,12,15,77
2823,21.07.2017,17,1,7,8,55
2824,22.07.2017,15,0,5,5,60
2825,23.07.2017,15,1,6,7,52
2826,24.07.2017,,,,,
2827,25.07.2017,,,,,
2828,26.07.2017,,,,,
2829,27.07.2017,,,,,
2830,28.07.2017,14,1,11,12,43
2831,29.07.2017,16,1,15,16,30
2832,30.07.2017,18,0,11,12,53
2833,31.07.2017,13,4,12,18,50
2834,01.08.2017,15,2,17,20,51
2835,02.08.2017,16,1,11,11,58
2836,03.08.2017,17,2,13,16,34
2837,04.08.2017,13,2,12,15,51
2838,05.08.2017,9,0,8,8,47
2839,06.08.2017,12,0,7,8,47
2840,07.08.2017,12,4,15,21,47
2841,08.08.2017,16,0,10,11,65
2842,09.08.2017,13,1,13,14,71
2843,10.08.2017,15,1,6,7,68
2844,11.08.2017,23,1,10,11,43
2845,12.08.2017,9,0,6,7,45
