,date,PM10,NOx,NO_2,NOx,O_3
732,30.10.2011,35,11,23,39,10
733,31.10.2011,24,11,19,35,14
734,01.11.2011,39,2,23,26,27
735,02.11.2011,48,11,29,45,10
736,03.11.2011,56,3,20,24,18
737,04.11.2011,64,3,25,30,22
738,05.11.2011,63,1,16,18,23
739,06.11.2011,65,2,15,18,24
740,07.11.2011,65,6,19,27,14
741,08.11.2011,66,9,23,36,11
742,09.11.2011,51,5,18,25,10
743,10.11.2011,29,3,13,18,18
744,11.11.2011,27,1,9,10,34
745,12.11.2011,46,2,18,21,23
746,13.11.2011,86,6,24,33,12
747,14.11.2011,99,28,24,65,13
748,15.11.2011,26,0,7,7,33
749,16.11.2011,29,2,16,18,26
750,17.11.2011,57,13,34,53,5
751,18.11.2011,37,20,37,67,3
752,19.11.2011,27,31,27,74,2
753,20.11.2011,36,23,23,58,4
754,21.11.2011,42,14,24,45,17
755,22.11.2011,56,2,25,28,11
756,23.11.2011,51,20,27,58,3
757,24.11.2011,38,63,35,132,2
758,25.11.2011,18,16,37,62,9
759,26.11.2011,20,1,17,18,32
760,27.11.2011,13,0,8,8,49
761,28.11.2011,28,12,26,44,35
762,29.11.2011,24,12,40,59,8
763,30.11.2011,19,8,34,47,17
764,01.12.2011,18,13,36,55,4
765,02.12.2011,13,1,21,23,30
766,03.12.2011,10,1,15,16,36
767,04.12.2011,12,0,12,12,48
768,05.12.2011,7,0,14,14,47
769,06.12.2011,9,1,18,19,39
770,07.12.2011,8,2,18,21,39
771,08.12.2011,11,1,14,15,42
772,09.12.2011,10,1,12,12,53
773,10.12.2011,14,1,12,13,44
774,11.12.2011,18,1,22,23,32
775,12.12.2011,15,3,27,32,20
776,13.12.2011,9,1,21,22,37
777,14.12.2011,6,1,21,23,42
778,15.12.2011,6,1,24,26,39
779,16.12.2011,6,0,18,19,38
780,17.12.2011,6,0,6,6,48
781,18.12.2011,10,0,6,6,50
782,19.12.2011,13,1,21,23,33
783,20.12.2011,15,2,29,32,21
784,21.12.2011,12,2,22,24,18
785,22.12.2011,17,9,31,45,13
786,23.12.2011,10,7,30,41,5
787,24.12.2011,10,0,8,9,40
788,25.12.2011,12,0,12,13,33
789,26.12.2011,7,0,8,8,37
790,27.12.2011,10,0,9,10,40
791,28.12.2011,13,1,23,25,22
792,29.12.2011,13,0,11,12,44
793,30.12.2011,7,0,7,7,52
794,31.12.2011,34,1,14,15,36
795,01.01.2012,74,3,23,28,11
796,02.01.2012,6,1,14,15,40
797,03.01.2012,10,1,14,16,47
798,04.01.2012,11,0,9,10,58
799,05.01.2012,6,1,8,9,58
800,06.01.2012,7,0,7,7,48
801,07.01.2012,12,0,10,10,45
802,08.01.2012,9,0,4,4,52
803,09.01.2012,8,1,18,20,28
804,10.01.2012,21,0,7,7,54
805,11.01.2012,13,1,16,18,32
806,12.01.2012,8,1,13,14,41
807,13.01.2012,12,0,6,6,59
808,14.01.2012,13,0,4,5,55
809,15.01.2012,9,1,12,13,36
810,16.01.2012,16,4,29,34,13
811,17.01.2012,11,1,12,13,36
812,18.01.2012,19,16,46,70,10
813,19.01.2012,11,3,24,29,22
814,20.01.2012,9,1,10,11,51
815,21.01.2012,11,1,11,12,47
816,22.01.2012,8,0,4,4,58
817,23.01.2012,8,2,20,24,24
818,24.01.2012,12,2,13,15,24
819,25.01.2012,14,7,15,26,22
820,26.01.2012,31,20,22,52,22
821,27.01.2012,50,1,17,19,34
822,28.01.2012,86,1,20,21,28
823,29.01.2012,71,1,14,15,40
824,30.01.2012,48,1,14,16,43
825,31.01.2012,47,5,16,24,43
826,01.02.2012,40,4,12,18,48
827,02.02.2012,33,8,21,33,35
828,03.02.2012,18,5,21,29,29
829,04.02.2012,18,3,22,26,20
830,05.02.2012,44,1,17,19,27
831,06.02.2012,38,2,18,21,36
832,07.02.2012,32,1,11,13,45
833,08.02.2012,30,2,16,19,45
834,09.02.2012,24,1,9,10,52
835,10.02.2012,33,2,16,19,47
836,11.02.2012,39,1,24,26,36
837,12.02.2012,47,13,33,53,32
838,13.02.2012,25,1,19,21,34
839,14.02.2012,31,14,37,59,19
840,15.02.2012,8,0,2,2,81
841,16.02.2012,10,1,13,14,55
842,17.02.2012,13,1,12,13,51
843,18.02.2012,21,8,24,36,29
844,19.02.2012,12,0,7,8,60
845,20.02.2012,15,1,16,16,59
846,21.02.2012,15,1,26,28,39
847,22.02.2012,,1,22,24,42
848,23.02.2012,12,1,12,13,50
849,24.02.2012,,1,13,13,37
850,25.02.2012,14,0,4,4,70
851,26.02.2012,8,0,4,4,65
852,27.02.2012,13,6,29,37,31
853,28.02.2012,16,1,19,20,24
854,29.02.2012,8,0,10,10,35
855,01.03.2012,11,2,17,19,23
856,02.03.2012,19,1,11,12,45
857,03.03.2012,16,3,15,19,44
858,04.03.2012,19,1,6,7,64
859,05.03.2012,26,1,10,12,63
860,06.03.2012,20,1,11,13,60
861,07.03.2012,35,2,23,26,50
862,08.03.2012,23,2,21,24,36
863,09.03.2012,19,2,19,22,46
864,10.03.2012,23,1,14,14,50
865,11.03.2012,16,0,3,4,74
866,12.03.2012,11,0,7,7,55
867,13.03.2012,8,1,8,9,61
868,14.03.2012,11,1,12,13,59
869,15.03.2012,33,5,28,36,25
870,16.03.2012,43,25,40,78,20
871,17.03.2012,50,20,34,65,36
872,18.03.2012,37,2,15,18,51
873,19.03.2012,13,1,5,6,73
874,20.03.2012,19,1,17,20,53
875,21.03.2012,20,1,14,16,50
876,22.03.2012,18,1,16,18,50
877,23.03.2012,21,3,13,17,44
878,24.03.2012,21,2,11,13,51
879,25.03.2012,17,1,8,9,47
880,26.03.2012,19,7,22,32,39
881,27.03.2012,28,2,21,24,48
882,28.03.2012,33,1,16,17,69
883,29.03.2012,19,0,4,4,77
884,30.03.2012,20,0,5,5,72
885,31.03.2012,8,0,2,2,78
886,01.04.2012,11,0,4,5,66
887,02.04.2012,12,0,6,7,75
888,03.04.2012,21,1,11,12,58
889,04.04.2012,27,0,10,11,44
890,05.04.2012,18,0,7,8,67
891,06.04.2012,20,2,13,16,58
892,07.04.2012,12,0,5,5,69
893,08.04.2012,11,0,8,8,66
894,09.04.2012,17,1,14,15,68
895,10.04.2012,13,1,15,17,56
896,11.04.2012,19,3,20,24,54
897,12.04.2012,11,3,19,23,46
898,13.04.2012,13,3,17,21,44
899,14.04.2012,19,7,11,22,54
900,15.04.2012,13,0,4,5,81
901,16.04.2012,9,0,4,5,83
902,17.04.2012,,1,10,11,
903,18.04.2012,22,1,13,15,81
904,19.04.2012,33,1,16,17,82
905,20.04.2012,32,3,25,30,48
906,21.04.2012,15,3,18,21,58
907,22.04.2012,9,1,11,12,74
908,23.04.2012,10,2,19,22,66
909,24.04.2012,16,1,13,14,73
910,25.04.2012,13,1,15,16,66
911,26.04.2012,16,1,20,21,70
912,27.04.2012,15,2,20,23,76
913,28.04.2012,29,1,12,13,83
914,29.04.2012,40,1,11,12,71
915,30.04.2012,21,0,5,5,83
916,01.05.2012,25,0,5,6,88
917,02.05.2012,23,0,7,8,84
918,03.05.2012,22,3,14,19,57
919,04.05.2012,20,1,13,15,67
920,05.05.2012,16,0,6,7,56
921,06.05.2012,9,0,4,5,59
922,07.05.2012,16,1,10,12,46
923,08.05.2012,18,2,13,15,58
924,09.05.2012,17,2,18,21,54
925,10.05.2012,14,3,17,22,50
926,11.05.2012,17,2,14,17,56
927,12.05.2012,19,0,3,4,88
928,13.05.2012,11,0,4,5,61
929,14.05.2012,14,3,14,19,57
930,15.05.2012,17,1,12,13,69
931,16.05.2012,11,0,6,6,70
932,17.05.2012,12,0,3,4,68
933,18.05.2012,19,1,12,14,67
934,19.05.2012,24,1,10,12,94
935,20.05.2012,19,1,8,9,99
936,21.05.2012,25,1,8,9,93
937,22.05.2012,30,1,8,8,99
938,23.05.2012,37,0,6,6,93
939,24.05.2012,19,0,5,5,90
940,25.05.2012,16,1,5,6,89
941,26.05.2012,17,1,5,6,88
942,27.05.2012,18,1,4,5,87
943,28.05.2012,10,0,6,6,77
944,29.05.2012,19,0,10,11,80
945,30.05.2012,16,1,8,10,67
946,31.05.2012,15,1,10,11,66
947,01.06.2012,14,0,4,5,73
948,02.06.2012,12,0,4,5,75
949,03.06.2012,11,0,6,7,61
950,04.06.2012,13,1,9,10,50
951,05.06.2012,12,0,7,7,58
952,06.06.2012,16,4,14,20,51
953,07.06.2012,15,2,15,18,52
954,08.06.2012,16,1,9,10,69
955,09.06.2012,14,0,8,8,69
956,10.06.2012,18,1,8,10,66
957,11.06.2012,14,2,9,11,79
958,12.06.2012,18,1,11,12,63
959,13.06.2012,18,0,4,4,67
960,14.06.2012,15,0,5,6,69
961,15.06.2012,18,2,11,15,71
962,16.06.2012,20,1,16,18,50
963,17.06.2012,13,0,6,6,69
964,18.06.2012,22,1,10,11,82
965,19.06.2012,11,1,6,8,87
966,20.06.2012,13,1,5,6,60
967,21.06.2012,15,1,7,8,50
968,22.06.2012,18,1,9,10,61
969,23.06.2012,15,1,11,12,63
970,24.06.2012,17,1,10,11,62
971,25.06.2012,11,1,5,6,67
972,26.06.2012,13,1,4,5,70
973,27.06.2012,16,1,9,10,60
974,28.06.2012,14,1,9,11,43
975,29.06.2012,27,1,11,12,75
976,30.06.2012,35,1,8,9,61
977,01.07.2012,21,0,5,6,72
978,02.07.2012,15,1,7,8,58
979,03.07.2012,16,0,8,8,51
980,04.07.2012,,0,4,5,
981,05.07.2012,,0,5,5,
982,06.07.2012,20,1,11,12,72
983,07.07.2012,18,1,7,8,48
984,08.07.2012,16,3,8,11,54
985,09.07.2012,12,1,8,9,63
986,10.07.2012,14,1,10,11,59
987,11.07.2012,14,2,12,14,50
988,12.07.2012,9,1,8,9,51
989,13.07.2012,10,3,16,20,29
990,14.07.2012,9,0,8,8,44
991,15.07.2012,8,0,5,6,48
992,16.07.2012,,1,10,11,
993,17.07.2012,,1,7,8,
994,18.07.2012,12,2,14,18,25
995,19.07.2012,13,2,11,13,44
996,20.07.2012,14,1,5,6,59
997,21.07.2012,13,0,5,6,50
998,22.07.2012,11,0,5,5,49
999,23.07.2012,15,4,12,18,49
1000,24.07.2012,21,1,8,9,74
1001,25.07.2012,35,1,11,12,91
1002,26.07.2012,40,2,9,12,84
1003,27.07.2012,31,1,9,10,111
1004,28.07.2012,30,1,8,9,86
1005,29.07.2012,17,0,5,5,62
1006,30.07.2012,14,2,10,12,57
1007,31.07.2012,12,3,12,16,40
1008,01.08.2012,17,1,10,11,64
1009,02.08.2012,27,1,12,14,85
1010,03.08.2012,20,0,8,9,38
1011,04.08.2012,18,1,8,9,57
1012,05.08.2012,20,0,6,6,36
1013,06.08.2012,16,1,10,10,50
1014,07.08.2012,13,0,7,7,63
1015,08.08.2012,11,1,6,8,60
1016,09.08.2012,11,1,9,10,42
1017,10.08.2012,8,1,7,8,43
1018,11.08.2012,8,0,4,5,49
1019,12.08.2012,9,0,4,4,51
1020,13.08.2012,10,1,6,7,46
1021,14.08.2012,12,1,6,7,49
1022,15.08.2012,16,1,5,7,50
1023,16.08.2012,18,2,10,12,32
1024,17.08.2012,16,1,8,10,41
1025,18.08.2012,22,1,10,12,57
1026,19.08.2012,23,0,12,13,79
1027,20.08.2012,30,4,19,25,56
1028,21.08.2012,20,1,6,7,66
1029,22.08.2012,15,1,11,12,71
1030,23.08.2012,16,1,11,12,50
1031,24.08.2012,23,2,15,17,36
1032,25.08.2012,20,1,10,11,53
1033,26.08.2012,11,1,8,8,50
1034,27.08.2012,14,1,7,8,53
1035,28.08.2012,14,2,18,21,41
1036,29.08.2012,19,4,14,20,58
1037,30.08.2012,22,2,24,27,50
1038,31.08.2012,16,1,9,9,36
1039,01.09.2012,14,1,6,7,41
1040,02.09.2012,15,2,8,11,32
1041,03.09.2012,19,3,9,14,44
1042,04.09.2012,16,5,10,17,33
1043,05.09.2012,19,2,13,16,36
1044,06.09.2012,18,1,11,12,56
1045,07.09.2012,21,1,13,15,46
1046,08.09.2012,7,0,6,7,35
1047,09.09.2012,,2,6,10,
1048,10.09.2012,,2,28,32,
1049,11.09.2012,25,2,25,28,60
1050,12.09.2012,11,1,11,12,46
1051,13.09.2012,12,2,13,17,40
1052,14.09.2012,14,3,20,25,41
1053,15.09.2012,11,0,5,6,44
1054,16.09.2012,16,1,13,15,41
1055,17.09.2012,19,3,17,22,43
1056,18.09.2012,21,8,17,29,42
1057,19.09.2012,12,1,10,11,37
1058,20.09.2012,11,4,18,23,25
1059,21.09.2012,18,8,23,36,33
1060,22.09.2012,13,1,11,12,44
1061,23.09.2012,11,1,8,9,37
1062,24.09.2012,14,1,11,12,40
1063,25.09.2012,13,3,20,25,37
1064,26.09.2012,15,2,21,23,37
1065,27.09.2012,7,1,14,16,39
1066,28.09.2012,11,1,16,17,44
1067,29.09.2012,14,1,17,19,38
1068,30.09.2012,13,1,9,11,40
1069,01.10.2012,22,9,27,42,16
1070,02.10.2012,24,16,29,53,20
1071,03.10.2012,17,1,17,18,42
1072,04.10.2012,9,1,15,16,45
1073,05.10.2012,10,2,16,20,35
1074,06.10.2012,10,1,12,12,44
1075,07.10.2012,11,0,6,6,44
1076,08.10.2012,14,3,14,18,39
1077,09.10.2012,13,3,16,20,37
1078,10.10.2012,11,1,13,15,31
1079,11.10.2012,10,2,13,16,23
1080,12.10.2012,21,2,17,21,26
1081,13.10.2012,14,1,13,15,35
1082,14.10.2012,12,1,10,11,37
1083,15.10.2012,15,4,21,27,21
1084,16.10.2012,13,8,25,38,19
1085,17.10.2012,16,7,24,35,24
1086,18.10.2012,16,3,23,28,26
1087,19.10.2012,25,4,25,31,25
1088,20.10.2012,45,21,27,59,9
1089,21.10.2012,46,15,10,33,25
1090,22.10.2012,20,1,11,12,29
1091,23.10.2012,22,1,12,14,18
1092,24.10.2012,23,5,14,23,15
1093,25.10.2012,11,1,10,11,41
1094,26.10.2012,10,3,13,17,39
1095,27.10.2012,10,0,5,6,44
1096,28.10.2012,11,1,8,10,32
1097,29.10.2012,27,26,26,66,22
1098,30.10.2012,16,19,31,60,10
1099,31.10.2012,17,9,26,40,15
1100,01.11.2012,21,1,22,24,24
1101,02.11.2012,12,1,21,23,34
1102,03.11.2012,6,1,14,16,40
1103,04.11.2012,7,1,14,16,38
1104,05.11.2012,,1,19,21,34
1105,06.11.2012,,0,11,11,44
1106,07.11.2012,,0,12,12,
1107,08.11.2012,,0,20,20,
1108,09.11.2012,18,1,25,27,24
1109,10.11.2012,18,1,16,17,26
1110,11.11.2012,19,2,16,18,25
1111,12.11.2012,23,4,27,33,18
1112,13.11.2012,24,34,42,94,7
1113,14.11.2012,33,12,33,52,9
1114,15.11.2012,41,10,30,46,5
1115,16.11.2012,37,8,26,38,4
1116,17.11.2012,45,4,18,25,11
1117,18.11.2012,29,12,27,45,3
1118,19.11.2012,17,5,17,24,8
1119,20.11.2012,,2,18,21,
1120,21.11.2012,,7,34,45,
1121,22.11.2012,25,25,33,71,11
1122,23.11.2012,20,15,32,55,4
1123,24.11.2012,16,2,20,23,10
1124,25.11.2012,26,1,20,20,21
1125,26.11.2012,14,6,31,40,24
1126,27.11.2012,21,38,35,93,4
1127,28.11.2012,15,29,22,67,12
1128,29.11.2012,8,0,7,7,27
1129,30.11.2012,5,1,12,14,17
1130,01.12.2012,14,8,34,46,4
1131,02.12.2012,19,4,26,33,9
1132,03.12.2012,16,3,25,29,20
1133,04.12.2012,,3,28,33,23
1134,05.12.2012,9,4,19,25,32
1135,06.12.2012,15,8,29,41,18
1136,07.12.2012,27,28,43,87,5
1137,08.12.2012,36,17,38,64,4
1138,09.12.2012,21,4,34,39,14
1139,10.12.2012,35,3,26,30,18
1140,11.12.2012,15,0,8,8,49
1141,12.12.2012,21,15,38,60,19
1142,13.12.2012,39,16,40,65,4
1143,14.12.2012,43,4,36,42,16
1144,15.12.2012,26,9,35,48,22
1145,16.12.2012,16,4,36,42,12
1146,17.12.2012,15,22,39,73,6
1147,18.12.2012,30,11,29,46,3
1148,19.12.2012,41,11,22,39,2
1149,20.12.2012,38,4,20,26,14
1150,21.12.2012,60,1,17,18,26
1151,22.12.2012,62,0,17,17,23
1152,23.12.2012,67,4,26,33,10
1153,24.12.2012,10,6,30,40,21
1154,25.12.2012,11,0,12,13,40
1155,26.12.2012,5,0,10,10,47
1156,27.12.2012,10,0,10,11,55
1157,28.12.2012,12,1,18,20,46
1158,29.12.2012,11,1,21,22,29
1159,30.12.2012,11,0,13,14,47
1160,31.12.2012,15,0,11,12,57
1161,01.01.2013,40,0,13,13,48
1162,02.01.2013,10,0,11,11,50
1163,03.01.2013,9,0,12,12,39
1164,04.01.2013,15,0,7,7,53
1165,05.01.2013,5,0,3,3,55
1166,06.01.2013,4,0,4,4,45
1167,07.01.2013,16,1,13,15,30
1168,08.01.2013,16,7,22,33,9
1169,09.01.2013,11,10,28,43,8
1170,10.01.2013,8,0,4,4,60
1171,11.01.2013,5,0,6,7,44
1172,12.01.2013,7,0,8,9,35
1173,13.01.2013,,0,7,8,
1174,14.01.2013,60,2,25,28,
1175,15.01.2013,57,9,29,42,14
1176,16.01.2013,58,1,15,17,28
1177,17.01.2013,31,1,9,10,48
1178,18.01.2013,15,1,7,8,58
1179,19.01.2013,20,1,5,6,62
1180,20.01.2013,23,0,6,6,58
1181,21.01.2013,17,0,6,6,68
1182,22.01.2013,20,1,9,9,63
1183,23.01.2013,44,1,22,23,37
1184,24.01.2013,53,1,29,30,24
1185,25.01.2013,54,10,36,52,25
1186,26.01.2013,61,1,20,22,48
1187,27.01.2013,34,2,31,34,23
1188,28.01.2013,22,8,34,47,26
1189,29.01.2013,11,1,28,29,30
1190,30.01.2013,5,0,15,15,45
1191,31.01.2013,12,0,6,7,65
1192,01.02.2013,18,0,16,17,52
1193,02.02.2013,8,0,5,6,57
1194,03.02.2013,13,0,8,9,53
1195,04.02.2013,15,1,16,18,50
1196,05.02.2013,14,1,14,16,61
1197,06.02.2013,14,3,25,30,47
1198,07.02.2013,11,1,18,19,37
1199,08.02.2013,10,2,18,21,29
1200,09.02.2013,14,1,16,17,37
1201,10.02.2013,13,1,12,14,52
1202,11.02.2013,26,1,10,12,45
1203,12.02.2013,42,0,11,12,46
1204,13.02.2013,38,0,8,8,54
1205,14.02.2013,36,2,15,18,48
1206,15.02.2013,73,1,22,24,30
1207,16.02.2013,81,3,19,24,11
1208,17.02.2013,49,0,9,9,41
1209,18.02.2013,30,1,21,23,44
1210,19.02.2013,9,0,9,9,46
1211,20.02.2013,8,0,2,2,77
1212,21.02.2013,,0,8,8,
1213,22.02.2013,38,0,8,9,73
1214,23.02.2013,31,0,7,7,72
1215,24.02.2013,33,1,7,9,42
1216,25.02.2013,51,1,10,11,41
1217,26.02.2013,38,0,9,10,39
1218,27.02.2013,23,1,12,12,36
1219,28.02.2013,24,6,19,27,29
1220,01.03.2013,19,0,11,12,54
1221,02.03.2013,18,1,12,14,50
1222,03.03.2013,20,0,6,6,68
1223,04.03.2013,31,17,34,57,35
1224,05.03.2013,,1,27,28,
1225,06.03.2013,45,4,31,37,46
1226,07.03.2013,50,1,10,12,72
1227,08.03.2013,20,1,6,7,66
1228,09.03.2013,25,0,5,6,62
1229,10.03.2013,20,0,5,6,71
1230,11.03.2013,24,1,12,13,71
1231,12.03.2013,16,0,9,10,77
1232,13.03.2013,19,1,18,20,71
1233,14.03.2013,32,15,37,60,46
1234,15.03.2013,16,1,14,15,62
1235,16.03.2013,23,5,26,33,57
1236,17.03.2013,30,1,10,11,89
1237,18.03.2013,35,0,10,11,87
1238,19.03.2013,22,1,9,10,89
1239,20.03.2013,21,1,12,12,83
1240,21.03.2013,28,1,7,9,87
1241,22.03.2013,17,0,6,6,87
1242,23.03.2013,15,0,7,7,77
1243,24.03.2013,19,1,9,10,83
1244,25.03.2013,21,0,8,9,91
1245,26.03.2013,18,1,9,10,92
1246,27.03.2013,18,1,9,10,101
1247,28.03.2013,31,0,11,11,108
1248,29.03.2013,49,0,10,10,92
1249,30.03.2013,27,0,5,6,95
1250,31.03.2013,17,0,3,3,102
1251,01.04.2013,15,0,4,5,101
1252,02.04.2013,22,1,11,13,87
1253,03.04.2013,24,1,10,11,94
1254,04.04.2013,20,0,7,8,96
1255,05.04.2013,22,1,8,9,77
1256,06.04.2013,15,0,4,4,93
1257,07.04.2013,12,2,11,14,73
1258,08.04.2013,24,6,24,33,62
1259,09.04.2013,35,1,10,11,87
1260,10.04.2013,65,1,12,13,67
1261,11.04.2013,42,5,26,34,28
1262,12.04.2013,17,5,20,28,44
1263,13.04.2013,9,0,10,10,70
1264,14.04.2013,17,1,11,13,64
1265,15.04.2013,23,1,13,14,84
1266,16.04.2013,35,6,41,50,42
1267,17.04.2013,26,2,21,23,53
1268,18.04.2013,30,1,13,14,80
1269,19.04.2013,23,0,11,11,83
1270,20.04.2013,,0,5,5,
1271,21.04.2013,,,,,
1272,22.04.2013,,2,17,20,
1273,23.04.2013,29,3,21,25,57
1274,24.04.2013,32,2,18,20,68
1275,25.04.2013,26,1,13,14,59
1276,26.04.2013,28,1,14,16,83
1277,27.04.2013,8,0,3,4,76
1278,28.04.2013,11,0,5,5,78
1279,29.04.2013,15,1,16,18,64
1280,30.04.2013,17,1,11,13,70
1281,01.05.2013,19,0,6,7,76
1282,02.05.2013,24,0,8,8,74
1283,03.05.2013,15,0,6,6,91
1284,04.05.2013,18,0,9,9,79
1285,05.05.2013,22,0,6,6,71
1286,06.05.2013,28,2,9,12,69
1287,07.05.2013,35,0,7,8,82
1288,08.05.2013,38,2,16,20,57
1289,09.05.2013,21,1,11,12,51
1290,10.05.2013,19,3,12,16,47
1291,11.05.2013,16,2,11,14,49
1292,12.05.2013,12,1,6,8,55
1293,13.05.2013,12,3,14,18,52
1294,14.05.2013,13,1,13,14,55
1295,15.05.2013,24,1,10,11,79
1296,16.05.2013,28,1,10,12,93
1297,17.05.2013,28,1,7,8,87
1298,18.05.2013,28,1,10,11,48
1299,19.05.2013,13,1,6,7,74
1300,20.05.2013,9,0,7,7,66
1301,21.05.2013,11,1,15,17,56
1302,22.05.2013,12,1,14,16,53
1303,23.05.2013,20,1,8,9,69
1304,24.05.2013,17,1,9,11,60
1305,25.05.2013,10,1,8,9,55
1306,26.05.2013,8,0,5,6,50
1307,27.05.2013,10,1,8,10,53
1308,28.05.2013,14,0,5,6,56
1309,29.05.2013,16,1,12,14,53
1310,30.05.2013,16,1,4,5,72
1311,31.05.2013,20,1,4,5,69
1312,01.06.2013,25,0,2,3,68
1313,02.06.2013,14,0,2,2,66
1314,03.06.2013,14,0,3,3,70
1315,04.06.2013,11,0,5,6,59
1316,05.06.2013,8,2,4,7,57
1317,06.06.2013,12,1,6,7,71
1318,07.06.2013,13,0,5,5,74
1319,08.06.2013,15,0,6,6,77
1320,09.06.2013,18,1,4,5,80
1321,10.06.2013,13,0,3,3,64
1322,11.06.2013,11,1,7,9,54
1323,12.06.2013,22,2,15,18,73
1324,13.06.2013,21,1,16,18,62
1325,14.06.2013,15,0,7,7,56
1326,15.06.2013,19,2,8,10,64
1327,16.06.2013,14,0,4,5,65
1328,17.06.2013,19,1,5,7,77
1329,18.06.2013,24,0,6,7,90
1330,19.06.2013,35,1,11,13,93
1331,20.06.2013,30,0,6,6,111
1332,21.06.2013,14,1,9,11,72
1333,22.06.2013,11,1,9,10,69
1334,23.06.2013,13,0,6,7,57
1335,24.06.2013,10,1,7,8,56
1336,25.06.2013,10,0,4,4,48
1337,26.06.2013,11,0,5,5,57
1338,27.06.2013,10,1,10,12,48
1339,28.06.2013,18,3,15,19,41
1340,29.06.2013,14,1,10,11,48
1341,30.06.2013,18,0,4,4,49
1342,01.07.2013,17,1,13,14,54
1343,02.07.2013,14,2,11,14,59
1344,03.07.2013,25,1,13,15,77
1345,04.07.2013,18,1,11,12,53
1346,05.07.2013,17,2,9,11,36
1347,06.07.2013,15,1,3,4,58
1348,07.07.2013,13,0,4,4,59
1349,08.07.2013,16,1,4,5,69
1350,09.07.2013,19,1,6,7,68
1351,10.07.2013,15,1,5,7,56
1352,11.07.2013,9,0,3,3,59
1353,12.07.2013,13,0,5,6,48
1354,13.07.2013,13,0,5,5,59
1355,14.07.2013,17,0,5,5,61
1356,15.07.2013,13,1,6,7,60
1357,16.07.2013,12,0,9,9,53
1358,17.07.2013,13,2,6,8,58
1359,18.07.2013,14,1,3,4,60
1360,19.07.2013,18,1,6,7,57
1361,20.07.2013,13,0,3,3,61
1362,21.07.2013,11,1,7,8,64
1363,22.07.2013,,4,17,23,
1364,23.07.2013,,0,3,4,
1365,24.07.2013,15,1,7,9,65
1366,25.07.2013,21,0,8,9,97
1367,26.07.2013,38,2,19,23,100
1368,27.07.2013,29,1,8,9,106
1369,28.07.2013,26,0,7,7,102
1370,29.07.2013,15,1,11,12,56
1371,30.07.2013,17,0,9,9,58
1372,31.07.2013,12,1,12,13,54
1373,01.08.2013,13,1,16,18,50
1374,02.08.2013,27,1,14,16,87
1375,03.08.2013,28,1,10,11,108
1376,04.08.2013,14,0,3,4,78
1377,05.08.2013,18,1,8,9,71
1378,06.08.2013,24,1,14,15,76
1379,07.08.2013,19,1,6,7,75
1380,08.08.2013,17,0,9,9,58
1381,09.08.2013,16,1,9,10,47
1382,10.08.2013,16,2,10,13,45
1383,11.08.2013,17,0,7,7,49
1384,12.08.2013,13,2,17,19,45
1385,13.08.2013,12,1,9,10,46
1386,14.08.2013,9,1,7,8,45
1387,15.08.2013,13,1,13,14,51
1388,16.08.2013,26,3,23,27,66
1389,17.08.2013,28,0,12,12,73
1390,18.08.2013,23,0,11,12,58
1391,19.08.2013,12,4,18,23,30
1392,20.08.2013,12,0,7,7,42
1393,21.08.2013,16,3,12,17,39
1394,22.08.2013,19,5,12,20,49
1395,23.08.2013,19,1,4,5,57
1396,24.08.2013,17,1,5,6,59
1397,25.08.2013,17,0,4,4,70
1398,26.08.2013,17,1,6,7,55
1399,27.08.2013,21,1,9,10,52
1400,28.08.2013,19,1,7,8,52
1401,29.08.2013,16,2,8,11,53
1402,30.08.2013,35,6,20,30,63
1403,31.08.2013,26,1,12,14,53
1404,01.09.2013,15,0,4,5,51
1405,02.09.2013,12,1,8,8,40
1406,03.09.2013,4,0,5,5,30
1407,04.09.2013,9,1,8,9,27
1408,05.09.2013,15,3,10,14,46
1409,06.09.2013,25,1,12,14,73
1410,07.09.2013,22,2,11,15,78
1411,08.09.2013,24,1,9,10,79
1412,09.09.2013,13,1,11,12,46
1413,10.09.2013,12,5,23,31,24
1414,11.09.2013,11,3,18,22,24
1415,12.09.2013,11,3,11,16,20
1416,13.09.2013,12,4,9,15,41
1417,14.09.2013,15,1,10,11,43
1418,15.09.2013,11,0,9,9,35
1419,16.09.2013,12,1,17,17,33
1420,17.09.2013,,2,16,19,31
1421,18.09.2013,,4,17,23,19
1422,19.09.2013,,3,14,18,23
1423,20.09.2013,14,9,22,37,6
1424,21.09.2013,11,1,8,9,29
1425,22.09.2013,17,1,9,10,35
1426,23.09.2013,12,0,6,7,40
1427,24.09.2013,6,0,6,6,34
1428,25.09.2013,10,7,11,21,26
1429,26.09.2013,8,1,5,6,41
1430,27.09.2013,11,6,11,20,26
1431,28.09.2013,14,2,10,12,26
1432,29.09.2013,12,0,6,6,30
1433,30.09.2013,15,1,8,9,35
1434,01.10.2013,15,2,9,11,30
1435,02.10.2013,18,3,12,17,33
1436,03.10.2013,27,1,12,14,43
1437,04.10.2013,28,2,17,20,45
1438,05.10.2013,23,2,13,16,31
1439,06.10.2013,23,3,11,16,9
1440,07.10.2013,17,16,16,41,15
1441,08.10.2013,33,11,25,42,14
1442,09.10.2013,29,9,26,40,18
1443,10.10.2013,12,4,15,21,28
1444,11.10.2013,42,1,8,9,43
1445,12.10.2013,49,1,8,9,36
