,date,PM10,NOx,NO_2,NOx,O_3,Benzolµg/m³,Toluolµg/m³
2036,26.05.2015,8,2,15,18,59,0.3,0.7
2037,27.05.2015,11,2,20,23,57,0.3,0.7
2038,28.05.2015,21,7,33,43,54,0.5,1.4
2039,29.05.2015,16,3,26,30,68,0.4,1.1
2040,30.05.2015,8,2,14,17,73,0.3,0.6
2041,31.05.2015,10,2,15,18,78,0.4,0.9
2042,01.06.2015,13,4,28,34,49,0.5,1.2
2043,02.06.2015,17,5,22,30,66,0.4,1.2
2044,03.06.2015,15,5,25,31,61,0.4,1.0
2045,04.06.2015,8,3,19,23,67,0.4,1.2
2046,05.06.2015,13,3,25,29,97,0.5,1.2
2047,06.06.2015,18,1,16,17,120,0.5,1.0
2048,07.06.2015,9,0,9,9,95,0.2,0.8
2049,08.06.2015,25,1,9,10,77,0.2,0.7
2050,09.06.2015,8,1,10,11,81,0.3,0.9
2051,10.06.2015,11,1,14,16,77,0.3,0.9
2052,11.06.2015,8,4,25,30,87,0.4,1.5
2053,12.06.2015,14,1,23,25,105,0.5,1.4
2054,13.06.2015,30,1,23,25,100,0.6,1.5
2055,14.06.2015,20,1,12,14,76,0.4,0.9
2056,15.06.2015,11,1,11,13,70,0.2,0.6
2057,16.06.2015,13,3,25,30,55,0.4,1.1
2058,17.06.2015,11,4,28,34,64,0.4,1.1
2059,18.06.2015,16,3,19,24,60,0.3,0.8
2060,19.06.2015,10,4,16,22,54,0.3,0.7
2061,20.06.2015,5,2,13,17,49,0.3,0.6
2062,21.06.2015,8,1,15,17,56,0.3,0.8
2063,22.06.2015,14,5,26,34,43,0.4,1.2
2064,23.06.2015,9,5,26,33,32,,
2065,24.06.2015,11,5,27,35,40,,2.1
2066,25.06.2015,16,12,39,57,45,,3.5
2067,26.06.2015,32,6,53,62,59,,3.6
2068,27.06.2015,29,2,30,33,63,,2.6
2069,28.06.2015,13,6,18,27,52,,1.9
2070,29.06.2015,15,8,33,45,64,,2.8
2071,30.06.2015,13,2,14,17,70,,1.8
2072,01.07.2015,12,3,18,22,65,,2.4
2073,02.07.2015,16,3,23,28,79,,2.3
2074,03.07.2015,23,2,31,34,111,,2.4
2075,04.07.2015,28,1,26,27,135,,2.4
2076,05.07.2015,26,1,17,19,137,,
2077,06.07.2015,19,2,21,24,74,,1.9
2078,07.07.2015,18,3,38,42,93,,2.6
2079,08.07.2015,20,4,20,25,61,,1.5
2080,09.07.2015,11,3,13,19,56,,1.0
2081,10.07.2015,12,3,16,20,61,,0.7
2082,11.07.2015,16,1,24,26,68,,
2083,12.07.2015,18,2,26,28,67,,
2084,13.07.2015,18,5,22,29,38,,0.4
2085,14.07.2015,15,5,28,36,33,,0.6
2086,15.07.2015,14,5,22,29,49,,0.6
2087,16.07.2015,15,3,27,32,58,,0.6
2088,17.07.2015,23,6,43,53,69,,
2089,18.07.2015,20,7,26,37,66,,
2090,19.07.2015,14,1,13,14,64,,
2091,20.07.2015,15,2,17,21,69,,
2092,21.07.2015,14,5,25,32,57,,1.4
2093,22.07.2015,15,5,29,36,63,,2.2
2094,23.07.2015,13,2,16,19,73,,1.2
2095,24.07.2015,16,2,19,22,77,,1.7
2096,25.07.2015,18,2,12,14,84,,1.3
2097,26.07.2015,9,1,13,15,64,,1.1
2098,27.07.2015,11,4,24,30,53,,1.5
2099,28.07.2015,12,4,17,23,51,,1.7
2100,29.07.2015,11,3,17,22,68,,1.2
2101,30.07.2015,11,3,14,19,57,,1.1
2102,31.07.2015,12,5,22,30,54,,1.7
2103,01.08.2015,21,19,30,59,66,,3.0
2104,02.08.2015,23,1,24,26,99,,2.1
2105,03.08.2015,30,1,35,37,108,,2.3
2106,04.08.2015,38,2,33,36,105,,2.6
2107,05.08.2015,17,2,19,22,76,,
2108,06.08.2015,24,2,34,37,97,0.8,1.7
2109,07.08.2015,34,3,49,53,110,,2.0
2110,08.08.2015,20,0,8,9,111,0.3,0.6
2111,09.08.2015,13,1,5,7,81,0.2,0.4
2112,10.08.2015,23,1,14,16,99,0.5,0.9
2113,11.08.2015,32,2,22,24,113,0.5,1.0
2114,12.08.2015,20,0,9,10,81,0.4,0.6
2115,13.08.2015,18,1,11,12,75,0.4,0.7
2116,14.08.2015,33,1,19,21,112,0.5,1.0
2117,15.08.2015,27,1,16,18,121,0.5,0.7
2118,16.08.2015,24,1,13,14,89,0.5,0.8
2119,17.08.2015,30,2,23,26,70,1.0,1.2
2120,18.08.2015,24,6,26,35,35,1.0,1.2
2121,19.08.2015,22,5,24,32,27,0.7,1.0
2122,20.08.2015,28,5,32,40,54,,1.3
2123,21.08.2015,33,6,41,50,57,,1.4
2124,22.08.2015,33,1,22,24,82,0.9,1.2
2125,23.08.2015,24,1,16,17,81,0.7,1.0
2126,24.08.2015,24,4,26,32,73,0.6,0.9
2127,25.08.2015,8,5,20,28,54,0.5,0.9
2128,26.08.2015,12,6,30,39,49,0.8,1.2
2129,27.08.2015,13,4,31,37,62,0.6,1.1
2130,28.08.2015,13,7,28,38,42,0.6,1.7
2131,29.08.2015,28,6,38,47,49,1.1,2.9
2132,30.08.2015,24,3,30,35,59,1.2,3.1
2133,31.08.2015,30,12,64,82,56,1.5,4.3
2134,01.09.2015,24,3,29,34,69,0.9,2.0
2135,02.09.2015,11,6,31,40,45,0.7,1.8
2136,03.09.2015,19,7,45,56,37,0.9,2.3
2137,04.09.2015,18,10,35,51,49,0.8,2.0
2138,05.09.2015,9,2,13,16,57,0.4,0.8
2139,06.09.2015,5,2,11,13,54,0.3,0.5
2140,07.09.2015,7,2,17,20,47,0.3,0.8
2141,08.09.2015,6,4,19,25,46,0.5,1.0
2142,09.09.2015,5,3,16,20,43,0.5,1.3
2143,10.09.2015,12,3,22,27,42,0.7,1.5
2144,11.09.2015,31,4,26,33,33,1.2,2.2
2145,12.09.2015,30,4,27,33,48,1.1,1.9
2146,13.09.2015,25,2,23,26,63,0.9,1.6
2147,14.09.2015,25,5,31,39,47,0.8,1.7
2148,15.09.2015,10,10,36,51,34,0.8,2.1
2149,16.09.2015,15,11,41,58,35,0.9,2.5
2150,17.09.2015,11,8,33,46,40,0.7,1.8
2151,18.09.2015,14,10,35,49,41,0.9,2.5
2152,19.09.2015,14,5,28,35,36,0.8,1.9
2153,20.09.2015,10,2,13,16,51,0.4,0.8
2154,21.09.2015,16,8,31,43,38,0.7,1.5
2155,22.09.2015,22,7,40,51,35,0.9,2.2
2156,23.09.2015,12,12,37,56,24,0.8,2.1
2157,24.09.2015,18,17,39,65,21,1.1,2.5
2158,25.09.2015,16,12,38,56,27,0.9,2.3
2159,26.09.2015,17,5,25,33,34,0.7,1.6
2160,27.09.2015,13,5,28,36,29,0.8,1.7
2161,28.09.2015,10,15,27,50,30,0.8,1.8
2162,29.09.2015,10,5,22,29,36,0.7,1.7
2163,30.09.2015,15,5,29,36,38,,
2164,01.10.2015,36,58,62,151,20,,
2165,02.10.2015,38,103,71,228,14,4.0,10.6
2166,03.10.2015,42,22,49,83,35,2.9,6.2
2167,04.10.2015,46,10,46,61,31,2.4,4.6
2168,05.10.2015,67,16,42,67,32,2.1,4.3
2169,06.10.2015,65,5,29,36,52,,
2170,07.10.2015,55,4,25,31,30,,3.0
2171,08.10.2015,27,10,35,49,9,2.4,4.0
2172,09.10.2015,43,6,30,39,23,,2.9
2173,10.10.2015,33,2,19,21,47,1.7,2.3
2174,11.10.2015,25,1,17,18,53,1.6,2.3
2175,12.10.2015,32,3,24,29,44,,
2176,13.10.2015,28,2,19,22,31,,2.4
2177,14.10.2015,35,4,24,29,19,2.4,2.5
2178,15.10.2015,50,4,26,33,20,2.4,2.7
2179,16.10.2015,31,20,33,63,8,2.9,3.5
2180,17.10.2015,23,9,24,37,6,2.7,3.3
2181,18.10.2015,20,13,28,48,8,2.4,2.5
2182,19.10.2015,18,27,26,68,1,2.3,2.7
2183,20.10.2015,17,5,23,31,19,1.3,2.0
2184,21.10.2015,24,9,30,44,15,0.9,1.7
2185,22.10.2015,28,19,32,61,7,1.3,2.6
2186,23.10.2015,21,8,34,46,27,0.7,1.4
2187,24.10.2015,33,22,42,75,14,1.4,3.3
2188,25.10.2015,27,13,31,50,10,1.2,2.1
2189,26.10.2015,24,34,41,93,16,1.6,4.4
2190,27.10.2015,40,11,37,54,18,2.0,2.9
2191,28.10.2015,59,11,37,54,12,3.0,3.5
2192,29.10.2015,59,36,41,97,3,3.1,4.1
2193,30.10.2015,59,42,37,102,1,3.1,4.5
2194,31.10.2015,73,7,35,46,18,3.4,3.2
2195,01.11.2015,42,32,46,95,21,2.8,5.5
2196,02.11.2015,53,78,60,178,3,3.4,7.4
2197,03.11.2015,58,106,63,224,4,3.9,8.8
2198,04.11.2015,65,135,55,261,2,4.1,8.5
2199,05.11.2015,70,110,52,220,2,3.9,7.6
2200,06.11.2015,39,47,45,117,3,2.6,4.7
2201,07.11.2015,16,10,25,40,11,1.0,2.1
2202,08.11.2015,12,13,26,45,41,0.9,2.3
2203,09.11.2015,14,7,27,38,30,0.7,1.5
2204,10.11.2015,13,5,26,35,31,0.6,1.3
2205,11.11.2015,17,9,30,43,20,0.7,1.4
2206,12.11.2015,20,12,34,53,29,0.8,2.0
2207,13.11.2015,19,12,33,51,19,0.9,1.7
2208,14.11.2015,8,3,16,21,53,0.6,0.4
2209,15.11.2015,4,2,14,17,37,0.6,0.6
2210,16.11.2015,14,12,31,49,16,,0.6
2211,17.11.2015,9,12,27,46,22,0.3,0.6
2212,18.11.2015,6,4,19,25,50,0.5,1.0
2213,19.11.2015,9,5,23,30,47,0.5,0.9
2214,20.11.2015,9,6,33,41,34,0.6,1.3
2215,21.11.2015,17,5,25,33,29,0.7,1.4
2216,22.11.2015,9,3,23,28,36,0.7,1.1
2217,23.11.2015,13,12,40,58,13,0.9,1.8
2218,24.11.2015,21,21,38,70,12,1.1,2.1
2219,25.11.2015,18,18,36,64,12,1.1,2.1
2220,26.11.2015,19,16,38,62,10,0.9,2.0
2221,27.11.2015,28,43,45,111,3,1.4,3.2
2222,28.11.2015,16,8,30,43,19,1.0,1.6
2223,29.11.2015,6,4,16,22,43,0.7,0.9
2224,30.11.2015,10,5,24,32,52,0.7,1.2
2225,01.12.2015,9,6,29,38,36,0.7,1.2
2226,02.12.2015,18,7,35,45,29,0.7,1.2
2227,03.12.2015,21,14,43,64,27,,1.2
2228,04.12.2015,21,11,32,49,21,,1.6
2229,05.12.2015,12,5,24,32,32,0.8,1.2
2230,06.12.2015,11,3,15,20,49,0.7,0.9
2231,07.12.2015,16,19,40,68,15,1.0,2.4
2232,08.12.2015,32,34,39,91,3,1.6,3.4
2233,09.12.2015,20,14,35,56,15,1.1,1.9
2234,10.12.2015,19,22,40,74,13,1.0,2.1
2235,11.12.2015,15,12,33,51,19,0.9,1.7
2236,12.12.2015,11,4,23,29,40,0.7,1.1
2237,13.12.2015,6,2,19,22,40,0.7,0.9
2238,14.12.2015,22,46,49,119,5,1.4,3.2
2239,15.12.2015,29,27,35,76,4,1.4,2.7
2240,16.12.2015,44,28,35,77,3,2.0,3.3
2241,17.12.2015,17,19,39,68,8,1.1,2.4
2242,18.12.2015,22,14,35,57,13,0.8,1.9
2243,19.12.2015,23,13,33,53,13,1.0,2.2
2244,20.12.2015,23,10,30,45,11,1.1,2.2
2245,21.12.2015,15,12,32,50,22,0.8,1.6
2246,22.12.2015,6,7,25,35,43,0.7,1.1
2247,23.12.2015,10,4,22,28,46,0.6,1.0
2248,24.12.2015,19,7,29,40,19,0.9,1.8
2249,25.12.2015,13,2,17,20,54,0.6,0.8
2250,26.12.2015,8,1,9,11,54,0.5,0.7
2251,27.12.2015,22,3,18,24,37,0.7,1.0
2252,28.12.2015,19,2,16,19,45,0.7,1.0
2253,29.12.2015,23,3,19,23,33,1.1,1.3
2254,30.12.2015,31,5,27,34,22,1.5,1.5
2255,31.12.2015,32,7,28,38,28,1.5,1.6
2256,01.01.2016,67,25,33,71,3,,
2257,02.01.2016,43,3,17,21,25,,
2258,03.01.2016,45,3,16,20,28,,
2259,04.01.2016,65,6,28,37,13,,
2260,05.01.2016,86,9,32,46,6,,
2261,06.01.2016,85,8,31,43,8,4.8,2.8
2262,07.01.2016,90,12,31,50,5,5.4,3.0
2263,08.01.2016,28,8,33,45,30,1.7,1.5
2264,09.01.2016,27,19,50,78,9,1.2,2.1
2265,10.01.2016,38,16,39,64,5,2.3,2.6
2266,11.01.2016,24,39,49,108,3,1.4,3.0
2267,12.01.2016,20,33,42,92,5,1.6,2.8
2268,13.01.2016,11,8,29,41,23,0.7,1.1
2269,14.01.2016,18,17,42,68,16,,
2270,15.01.2016,34,16,35,59,8,,
2271,16.01.2016,20,5,25,33,32,0.7,1.0
2272,17.01.2016,25,2,24,27,24,0.9,1.0
2273,18.01.2016,18,19,41,71,22,0.8,1.4
2274,19.01.2016,32,34,51,104,9,1.4,2.4
2275,20.01.2016,27,10,42,57,24,0.8,1.6
2276,21.01.2016,17,11,38,54,38,0.6,1.4
2277,22.01.2016,33,29,59,103,11,1.2,2.1
2278,23.01.2016,33,15,40,63,15,1.4,2.4
2279,24.01.2016,27,11,32,50,18,0.8,1.5
2280,25.01.2016,23,22,31,64,6,0.8,1.8
2281,26.01.2016,23,17,36,61,16,0.7,1.4
2282,27.01.2016,14,9,29,42,37,0.5,1.0
2283,28.01.2016,14,5,25,32,50,0.4,0.8
2284,29.01.2016,17,10,33,47,33,0.5,1.0
2285,30.01.2016,7,3,14,18,57,0.4,0.5
2286,31.01.2016,11,2,12,15,60,0.4,0.4
2287,01.02.2016,12,12,28,46,36,0.5,1.0
2288,02.02.2016,10,3,20,25,63,0.3,0.5
2289,03.02.2016,15,5,23,31,54,0.4,0.5
2290,04.02.2016,13,5,25,34,35,0.6,0.8
2291,05.02.2016,16,10,33,49,25,0.6,1.1
2292,06.02.2016,18,9,32,45,21,0.7,1.4
2293,07.02.2016,21,4,28,34,29,0.9,1.2
2294,08.02.2016,8,9,28,43,47,0.5,0.8
2295,09.02.2016,10,6,24,34,56,0.4,0.6
2296,10.02.2016,11,6,24,32,51,0.4,0.7
2297,11.02.2016,12,5,28,36,41,0.4,0.7
2298,12.02.2016,31,12,42,59,23,0.7,1.4
2299,13.02.2016,40,6,34,42,29,1.4,1.5
2300,14.02.2016,48,3,20,25,28,1.9,1.6
2301,15.02.2016,23,6,20,29,27,1.1,1.0
2302,16.02.2016,17,4,25,32,42,0.5,0.8
2303,17.02.2016,27,4,27,33,31,1.0,1.1
2304,18.02.2016,33,26,40,80,10,1.4,2.1
2305,19.02.2016,32,27,39,80,17,1.2,2.0
2306,20.02.2016,32,8,27,39,29,0.6,0.9
2307,21.02.2016,11,2,15,19,51,0.4,0.5
2308,22.02.2016,5,3,21,26,57,0.3,0.5
2309,23.02.2016,14,5,26,34,46,0.4,0.8
2310,24.02.2016,12,4,24,30,51,0.4,0.6
2311,25.02.2016,16,13,39,59,32,0.5,1.0
2312,26.02.2016,20,24,41,77,33,0.9,2.2
2313,27.02.2016,27,15,41,64,35,1.1,1.9
2314,28.02.2016,44,1,18,20,48,1.4,1.0
2315,29.02.2016,29,2,20,23,51,0.8,0.8
2316,01.03.2016,31,6,25,33,46,0.7,0.9
2317,02.03.2016,33,13,35,55,33,0.7,1.2
2318,03.03.2016,22,23,53,88,19,0.7,1.9
2319,04.03.2016,22,25,42,80,34,0.7,1.6
2320,05.03.2016,43,3,27,32,36,1.5,1.3
2321,06.03.2016,38,5,26,34,18,1.5,1.4
2322,07.03.2016,30,32,47,97,24,1.2,3.3
2323,08.03.2016,43,75,59,174,18,1.9,4.3
2324,09.03.2016,42,24,43,80,34,0.9,1.8
2325,10.03.2016,35,3,21,25,41,1.1,1.2
2326,11.03.2016,23,1,15,17,47,0.8,0.8
2327,12.03.2016,18,0,10,11,71,0.5,0.5
2328,13.03.2016,21,0,13,13,68,0.5,0.5
2329,14.03.2016,27,5,28,36,46,0.7,1.1
2330,15.03.2016,16,1,16,17,53,0.5,0.7
2331,16.03.2016,26,4,28,35,44,0.9,1.4
2332,17.03.2016,35,46,58,129,32,1.5,3.9
2333,18.03.2016,19,4,25,31,36,0.5,0.9
2334,19.03.2016,20,3,20,25,45,0.4,0.7
2335,20.03.2016,12,1,15,17,60,0.3,0.5
2336,21.03.2016,12,5,22,29,56,0.4,0.6
2337,22.03.2016,10,4,25,31,54,0.4,0.7
2338,23.03.2016,14,4,27,34,43,0.4,0.8
2339,24.03.2016,29,13,37,58,24,0.6,1.3
2340,25.03.2016,27,4,24,30,33,0.5,0.9
2341,26.03.2016,19,3,18,23,52,0.5,0.7
2342,27.03.2016,27,2,18,22,54,0.8,0.9
2343,28.03.2016,15,3,21,25,58,0.4,0.8
2344,29.03.2016,9,5,26,34,51,0.3,0.7
2345,30.03.2016,15,10,36,52,36,0.4,1.1
2346,31.03.2016,15,6,30,39,48,0.4,1.0
2347,01.04.2016,12,4,26,32,57,0.5,1.1
2348,02.04.2016,16,3,29,34,53,0.5,0.9
2349,03.04.2016,27,3,32,36,51,0.8,1.4
2350,04.04.2016,39,20,62,93,32,1.2,3.8
2351,05.04.2016,42,21,46,78,46,1.1,2.1
2352,06.04.2016,20,5,26,33,62,0.4,1.0
2353,07.04.2016,14,5,28,36,61,0.3,0.9
2354,08.04.2016,20,12,39,57,39,0.5,1.6
2355,09.04.2016,26,27,27,69,54,0.9,2.2
2356,10.04.2016,17,1,14,15,72,0.4,0.6
2357,11.04.2016,19,2,22,25,51,0.5,0.9
2358,12.04.2016,42,12,44,63,22,0.9,2.1
2359,13.04.2016,41,16,36,60,41,0.8,2.0
2360,14.04.2016,24,5,29,37,45,0.5,1.3
2361,15.04.2016,24,22,50,84,23,0.8,2.7
2362,16.04.2016,11,6,29,39,38,0.4,1.2
2363,17.04.2016,9,2,16,19,61,0.3,0.6
2364,18.04.2016,12,7,26,38,57,0.6,1.5
2365,19.04.2016,17,4,18,23,67,0.8,1.5
2366,20.04.2016,13,3,19,24,65,0.7,1.8
2367,21.04.2016,17,6,29,38,55,0.9,2.2
2368,22.04.2016,14,3,21,26,61,0.9,1.7
2369,23.04.2016,13,2,15,18,64,0.8,1.6
2370,24.04.2016,7,2,14,17,65,0.8,1.3
2371,25.04.2016,11,7,24,34,55,0.6,1.1
2372,26.04.2016,10,7,26,37,54,0.5,1.4
2373,27.04.2016,10,10,28,43,51,0.5,0.8
2374,28.04.2016,12,5,32,40,56,0.4,1.1
2375,29.04.2016,16,6,42,52,52,0.7,0.9
2376,30.04.2016,17,1,25,27,84,0.3,0.6
2377,01.05.2016,22,0,13,12,100,0.2,0.5
2378,02.05.2016,15,2,24,26,82,0.3,0.7
2379,03.05.2016,21,13,38,58,53,0.8,0.5
2380,04.05.2016,10,3,18,23,61,0.3,0.5
2381,05.05.2016,12,1,17,19,79,0.3,0.4
2382,06.05.2016,17,2,25,27,89,0.3,0.5
2383,07.05.2016,20,0,18,18,103,0.3,0.5
2384,08.05.2016,21,0,16,17,98,0.3,0.4
2385,09.05.2016,23,1,19,21,92,0.3,0.5
2386,10.05.2016,22,2,19,22,98,0.3,0.4
2387,11.05.2016,22,2,23,27,103,0.3,0.6
2388,12.05.2016,23,1,13,14,103,0.3,0.7
2389,13.05.2016,17,1,13,14,87,0.2,0.4
2390,14.05.2016,16,1,14,16,73,0.3,0.5
2391,15.05.2016,8,1,8,10,68,0.2,0.5
2392,16.05.2016,9,1,11,12,61,0.2,0.5
2393,17.05.2016,10,3,23,27,60,,
2394,18.05.2016,23,4,37,43,62,,0.5
2395,19.05.2016,26,4,38,43,76,0.5,0.5
2396,20.05.2016,22,3,26,30,68,0.4,0.6
2397,21.05.2016,19,3,22,26,63,0.3,0.6
2398,22.05.2016,17,1,22,24,86,0.3,0.6
2399,23.05.2016,26,3,28,32,80,0.5,0.7
2400,24.05.2016,25,3,18,22,49,0.3,0.9
2401,25.05.2016,21,4,20,26,35,0.4,0.5
2402,26.05.2016,28,6,24,33,26,0.3,0.7
2403,27.05.2016,22,9,24,38,51,0.5,0.6
2404,28.05.2016,19,1,13,15,77,0.3,0.7
2405,29.05.2016,21,0,10,11,90,0.3,0.6
2406,30.05.2016,25,2,27,29,70,0.5,0.8
2407,31.05.2016,29,6,23,33,52,0.7,1.3
2408,01.06.2016,22,2,22,26,50,0.6,1.1
2409,02.06.2016,20,3,30,34,65,0.6,0.9
2410,03.06.2016,22,1,20,22,82,0.6,1.0
2411,04.06.2016,27,1,26,27,83,0.7,1.1
2412,05.06.2016,,1,19,20,76,0.4,1.0
2413,06.06.2016,,2,15,17,74,0.3,0.5
2414,07.06.2016,16,2,25,28,76,0.5,0.6
2415,08.06.2016,22,3,29,34,67,0.5,0.9
2416,09.06.2016,21,1,17,19,65,0.4,0.6
2417,10.06.2016,20,3,15,20,71,0.4,0.7
2418,11.06.2016,11,1,11,12,79,0.3,0.6
2419,12.06.2016,15,1,10,11,78,0.3,0.5
2420,13.06.2016,23,1,15,18,60,0.4,0.6
2421,14.06.2016,20,5,25,33,54,,0.8
2422,15.06.2016,13,10,36,51,33,,
2423,16.06.2016,13,7,27,37,43,,
2424,17.06.2016,15,3,26,30,41,0.8,1.7
2425,18.06.2016,14,2,17,20,61,0.5,1.5
2426,19.06.2016,16,1,15,17,57,0.5,2.1
2427,20.06.2016,16,4,23,28,61,0.6,1.8
2428,21.06.2016,13,4,27,33,53,0.7,2.5
2429,22.06.2016,17,5,38,45,52,1.1,4.2
2430,23.06.2016,22,9,39,53,66,2.3,5.0
2431,24.06.2016,26,3,30,34,102,0.9,3.0
2432,25.06.2016,29,1,15,16,100,0.6,2.3
2433,26.06.2016,11,1,15,17,65,0.4,1.2
2434,27.06.2016,13,2,25,28,64,0.4,1.7
2435,28.06.2016,14,3,20,24,55,0.5,1.9
2436,29.06.2016,16,4,27,33,54,0.9,2.3
2437,30.06.2016,17,4,37,43,49,1.0,3.8
2438,01.07.2016,16,5,30,37,52,0.9,3.0
2439,02.07.2016,12,2,14,16,57,0.5,1.5
2440,03.07.2016,10,1,14,16,60,0.4,1.2
2441,04.07.2016,13,4,29,36,53,0.7,2.3
2442,05.07.2016,17,4,24,30,61,0.6,2.2
2443,06.07.2016,15,3,14,19,60,0.4,0.9
2444,07.07.2016,12,3,18,22,57,0.5,1.7
2445,08.07.2016,19,4,28,34,72,0.7,2.7
2446,09.07.2016,15,1,12,13,56,0.4,1.4
2447,10.07.2016,14,1,14,16,72,0.5,1.8
2448,11.07.2016,24,3,22,26,69,0.6,2.1
2449,12.07.2016,20,2,26,28,64,0.7,2.3
2450,13.07.2016,16,2,21,23,51,0.7,2.2
2451,14.07.2016,11,1,15,17,42,0.5,1.7
2452,15.07.2016,11,2,14,18,47,0.5,1.1
2453,16.07.2016,13,2,16,18,63,0.5,1.4
2454,17.07.2016,13,1,12,13,46,0.6,1.5
2455,18.07.2016,13,1,19,20,50,0.5,1.7
2456,19.07.2016,11,3,20,25,43,0.6,2.7
2457,20.07.2016,15,2,20,24,49,1.1,3.6
2458,21.07.2016,25,3,33,37,63,1.5,4.1
2459,22.07.2016,18,1,18,20,73,1.1,2.7
2460,23.07.2016,21,1,14,15,73,0.7,2.3
2461,24.07.2016,29,1,14,15,79,0.8,2.3
2462,25.07.2016,30,3,30,35,78,0.8,4.3
2463,26.07.2016,24,1,16,18,72,0.6,2.6
2464,27.07.2016,22,3,26,30,51,1.0,3.3
2465,28.07.2016,25,3,26,31,50,0.8,3.1
2466,29.07.2016,16,4,24,31,57,0.7,2.7
2467,30.07.2016,13,3,16,21,52,0.6,2.1
2468,31.07.2016,14,2,16,19,57,0.9,2.6
2469,01.08.2016,13,3,15,20,43,1.9,3.1
2470,02.08.2016,17,7,35,45,37,1.0,4.3
2471,03.08.2016,13,8,22,34,19,1.0,3.2
2472,04.08.2016,14,8,23,35,19,0.9,2.4
2473,05.08.2016,18,5,26,34,32,0.8,2.4
2474,06.08.2016,12,1,12,15,50,0.6,1.4
2475,07.08.2016,13,2,17,20,50,0.7,2.0
2476,08.08.2016,22,4,22,28,54,0.8,2.3
2477,09.08.2016,17,2,16,20,49,0.5,1.4
2478,10.08.2016,11,3,18,23,41,0.6,1.5
2479,11.08.2016,16,4,20,27,40,0.5,1.6
2480,12.08.2016,11,6,22,31,29,0.9,2.6
2481,13.08.2016,19,3,12,17,49,0.6,1.7
2482,14.08.2016,,,,,,,
2483,15.08.2016,13,2,16,18,44,0.7,1.9
2484,16.08.2016,12,2,18,22,41,0.6,2.1
2485,17.08.2016,11,7,26,37,30,1.1,2.8
2486,18.08.2016,19,6,30,39,33,0.9,3.1
2487,19.08.2016,20,12,30,49,57,1.3,5.3
2488,20.08.2016,20,2,22,25,66,0.8,2.8
2489,21.08.2016,12,2,20,23,46,0.7,2.3
2490,22.08.2016,13,4,24,31,44,0.7,2.2
2491,23.08.2016,17,12,28,46,29,1.2,4.3
2492,24.08.2016,15,7,30,41,48,1.4,4.0
2493,25.08.2016,19,3,25,29,75,1.1,2.8
2494,26.08.2016,24,3,37,42,79,1.0,3.3
2495,27.08.2016,27,1,17,18,96,1.0,2.9
2496,28.08.2016,24,2,27,30,88,1.2,3.6
2497,29.08.2016,13,2,17,21,58,0.6,1.9
2498,30.08.2016,12,5,22,31,48,0.9,2.6
2499,31.08.2016,18,18,46,74,46,1.5,5.9
2500,01.09.2016,24,4,34,41,76,1.0,2.7
2501,02.09.2016,21,6,38,47,48,1.2,3.9
2502,03.09.2016,20,2,25,28,59,1.0,3.0
2503,04.09.2016,13,2,21,24,46,1.0,3.2
2504,05.09.2016,10,2,15,19,40,0.8,2.0
2505,06.09.2016,10,5,28,35,36,1.2,3.3
2506,07.09.2016,20,9,44,58,40,1.6,5.6
2507,08.09.2016,32,4,45,51,60,1.4,4.2
2508,09.09.2016,31,2,36,38,72,1.3,4.1
2509,10.09.2016,28,1,25,26,75,1.2,3.6
2510,11.09.2016,26,1,18,19,100,0.9,2.4
2511,12.09.2016,34,3,37,41,84,2.1,3.7
2512,13.09.2016,43,3,39,43,85,1.5,4.9
2513,14.09.2016,36,2,22,24,84,1.1,3.1
2514,15.09.2016,26,1,23,25,74,1.0,2.8
2515,16.09.2016,40,3,37,42,74,1.4,4.0
2516,17.09.2016,29,1,14,15,61,1.2,2.8
2517,18.09.2016,18,1,7,8,54,0.7,1.6
2518,19.09.2016,20,1,13,14,50,1.6,1.7
2519,20.09.2016,18,7,27,37,39,1.3,3.0
2520,21.09.2016,26,2,20,23,48,1.1,3.0
2521,22.09.2016,27,24,46,83,27,1.9,6.0
2522,23.09.2016,31,19,55,85,36,1.8,5.7
2523,24.09.2016,24,2,30,33,46,1.2,3.4
2524,25.09.2016,24,1,25,26,62,1.2,2.7
2525,26.09.2016,34,6,46,55,35,1.8,4.1
2526,27.09.2016,33,10,47,62,37,1.7,4.7
2527,28.09.2016,32,8,31,43,35,1.0,3.0
2528,29.09.2016,19,6,28,37,45,0.9,2.9
2529,30.09.2016,13,6,27,36,39,0.9,2.5
2530,01.10.2016,20,12,34,52,9,1.5,4.8
2531,02.10.2016,13,8,24,36,23,1.4,3.5
2532,03.10.2016,11,3,18,22,36,1.0,2.8
2533,04.10.2016,7,1,8,9,56,0.5,0.9
2534,05.10.2016,5,1,13,14,41,0.4,0.7
2535,06.10.2016,8,1,11,12,35,0.4,0.8
2536,07.10.2016,9,4,14,20,18,0.4,0.7
2537,08.10.2016,6,1,9,11,36,0.4,0.7
2538,09.10.2016,6,3,18,22,24,0.4,0.7
2539,10.10.2016,12,15,29,52,12,0.6,0.8
2540,11.10.2016,13,6,20,28,9,0.4,0.7
2541,12.10.2016,15,5,15,22,8,0.4,0.7
2542,13.10.2016,22,4,18,24,19,0.9,1.6
2543,14.10.2016,30,5,20,28,28,1.6,2.1
