,Feinstaub (PM10)µg/m³,Stickstoffmonoxidµg/m³,Stickstoffdioxidµg/m³,Stickoxideµg/m³,Ozonµg/m³,Ortschaft
2018-01-11,,49,25,100,1,Marienfelde
2018-01-12,,5,19,26,4,Marienfelde
2018-01-13,,0,10,10,38,Marienfelde
2018-01-14,,0,9,10,37,Marienfelde
2018-01-15,,1,13,14,29,Marienfelde
2018-01-16,,1,8,10,47,Marienfelde
2018-01-17,,1,14,15,52,Marienfelde
2018-01-18,,0,8,8,54,Marienfelde
2018-01-19,,1,16,16,43,Marienfelde
2018-01-20,,0,17,17,30,Marienfelde
2018-01-21,,2,24,26,15,Marienfelde
2018-01-22,,1,13,14,38,Marienfelde
2018-01-23,,2,19,22,20,Marienfelde
2018-01-24,,1,9,10,39,Marienfelde
2018-01-25,,1,19,21,30,Marienfelde
2018-01-26,,3,25,29,19,Marienfelde
2018-01-27,,0,11,11,34,Marienfelde
2018-01-28,,0,7,7,47,Marienfelde
2018-01-29,,0,7,7,55,Marienfelde
2018-01-30,,0,8,9,60,Marienfelde
2018-01-31,,1,11,13,39,Marienfelde
2018-02-01,,0,12,13,53,Marienfelde
2018-02-02,,0,12,12,40,Marienfelde
2018-02-03,,1,14,15,30,Marienfelde
2018-02-04,,1,17,18,30,Marienfelde
2018-02-05,,1,25,27,39,Marienfelde
2018-02-06,,4,29,36,38,Marienfelde
2018-02-07,,3,34,39,29,Marienfelde
2018-02-08,,15,53,76,18,Marienfelde
2018-02-09,,9,38,52,23,Marienfelde
2018-02-10,,2,22,25,22,Marienfelde
2018-02-11,,1,10,11,40,Marienfelde
2018-02-12,,1,15,16,43,Marienfelde
2018-02-13,,3,27,31,35,Marienfelde
2018-02-14,,11,34,51,30,Marienfelde
2018-02-15,,1,11,12,50,Marienfelde
2018-02-16,,3,22,27,37,Marienfelde
2018-02-17,,3,28,33,23,Marienfelde
2018-02-18,,0,11,11,53,Marienfelde
2018-02-19,,1,21,22,41,Marienfelde
2018-02-20,,1,27,29,42,Marienfelde
2018-02-21,,2,30,34,41,Marienfelde
2018-02-22,,3,22,27,48,Marienfelde
2018-02-23,,1,19,21,50,Marienfelde
2018-02-24,,0,17,17,56,Marienfelde
2018-02-25,,1,13,14,60,Marienfelde
2018-02-26,,1,17,19,58,Marienfelde
2018-02-27,,3,22,26,52,Marienfelde
2018-02-28,,1,14,15,59,Marienfelde
2018-03-01,,1,14,16,56,Marienfelde
2018-03-02,,1,21,22,52,Marienfelde
2018-03-03,,1,16,18,57,Marienfelde
2018-03-04,,1,20,21,68,Marienfelde
2018-03-05,,1,22,23,62,Marienfelde
2018-03-06,,2,32,35,43,Marienfelde
2018-03-07,,7,31,41,28,Marienfelde
2018-03-08,,1,14,16,44,Marienfelde
2018-03-09,,1,14,15,55,Marienfelde
2018-03-10,,2,27,30,20,Marienfelde
2018-03-11,,,,,,Marienfelde
2018-03-12,,,,,,Marienfelde
2018-03-13,,1,12,13,46,Marienfelde
2018-03-14,,0,14,14,46,Marienfelde
2018-03-15,,1,11,12,50,Marienfelde
2018-03-16,,1,10,11,55,Marienfelde
2018-03-17,,0,6,6,68,Marienfelde
2018-03-18,,0,6,6,75,Marienfelde
2018-03-19,,2,23,26,57,Marienfelde
2018-03-20,,5,33,40,37,Marienfelde
2018-03-21,,3,20,25,50,Marienfelde
2018-03-22,,1,17,18,41,Marienfelde
2018-03-23,,1,22,24,41,Marienfelde
2018-03-24,,1,21,22,46,Marienfelde
2018-03-25,,3,24,28,52,Marienfelde
2018-03-26,,2,24,27,44,Marienfelde
2018-03-27,,1,16,18,60,Marienfelde
2018-03-28,,1,19,20,41,Marienfelde
2018-03-29,,1,11,12,58,Marienfelde
2018-03-30,,1,14,15,56,Marienfelde
2018-03-31,,0,15,15,50,Marienfelde
2018-04-01,,1,4,5,72,Marienfelde
2018-04-02,,0,7,8,86,Marienfelde
2018-04-03,,0,10,10,68,Marienfelde
2018-04-04,,1,11,12,71,Marienfelde
2018-04-05,,1,6,7,71,Marienfelde
2018-04-06,,1,12,13,68,Marienfelde
2018-04-07,,1,11,12,77,Marienfelde
2018-04-08,,0,5,6,81,Marienfelde
2018-04-09,,5,23,30,67,Marienfelde
2018-04-10,,1,15,17,83,Marienfelde
2018-04-11,,1,11,13,69,Marienfelde
2018-04-12,,1,11,13,72,Marienfelde
2018-04-13,,1,11,12,64,Marienfelde
2018-04-14,,1,10,11,62,Marienfelde
2018-04-15,,1,16,18,66,Marienfelde
2018-04-16,,2,22,26,36,Marienfelde
2018-04-17,,2,13,16,58,Marienfelde
2018-04-18,,1,17,19,69,Marienfelde
2018-04-19,,2,19,22,68,Marienfelde
2018-04-20,,1,12,13,75,Marienfelde
2018-04-21,,1,11,12,87,Marienfelde
2018-04-22,,0,9,8,81,Marienfelde
2018-04-23,,0,7,7,82,Marienfelde
2018-04-24,,1,10,11,54,Marienfelde
2018-04-25,,1,8,9,54,Marienfelde
2018-04-26,,1,10,10,57,Marienfelde
2018-04-27,,1,9,11,59,Marienfelde
2018-04-28,,1,11,12,74,Marienfelde
2018-04-29,,1,10,10,77,Marienfelde
2018-04-30,,1,7,8,79,Marienfelde
2018-05-01,,0,5,5,74,Marienfelde
2018-05-02,,2,15,19,50,Marienfelde
2018-05-03,,2,13,15,69,Marienfelde
2018-05-04,,1,15,17,81,Marienfelde
2018-05-05,,0,8,9,84,Marienfelde
2018-05-06,,1,7,8,76,Marienfelde
2018-05-07,,1,13,14,72,Marienfelde
2018-05-08,,0,12,12,85,Marienfelde
2018-05-09,,1,12,13,83,Marienfelde
2018-05-10,,0,6,7,83,Marienfelde
2018-05-11,,0,7,8,58,Marienfelde
2018-05-12,,1,9,10,64,Marienfelde
2018-05-13,,0,7,7,93,Marienfelde
2018-05-14,,0,9,9,97,Marienfelde
2018-05-15,,1,17,18,71,Marienfelde
2018-05-16,,1,15,16,62,Marienfelde
2018-05-17,,1,10,11,69,Marienfelde
2018-05-18,,1,5,7,61,Marienfelde
2018-05-19,,0,6,6,68,Marienfelde
2018-05-20,,0,6,6,80,Marienfelde
2018-05-21,,0,7,8,88,Marienfelde
2018-05-22,,0,9,9,96,Marienfelde
2018-05-23,,0,9,9,95,Marienfelde
2018-05-24,,0,8,8,100,Marienfelde
2018-05-25,,0,6,6,94,Marienfelde
2018-05-26,,0,8,9,95,Marienfelde
2018-05-27,,0,10,10,94,Marienfelde
2018-05-28,,0,8,9,107,Marienfelde
2018-05-29,,0,8,8,122,Marienfelde
2018-05-30,,0,10,10,108,Marienfelde
2018-05-31,,0,10,11,106,Marienfelde
2018-06-01,,0,11,12,105,Marienfelde
2018-06-02,,1,10,11,73,Marienfelde
2018-06-03,,0,7,7,70,Marienfelde
2018-06-04,,1,10,12,82,Marienfelde
2018-06-05,,1,7,8,81,Marienfelde
2018-06-06,,1,5,6,82,Marienfelde
2018-06-07,,1,6,7,98,Marienfelde
2018-06-08,,1,9,11,114,Marienfelde
2018-06-09,,0,8,9,119,Marienfelde
2018-06-10,,0,10,10,78,Marienfelde
2018-06-11,,0,8,8,85,Marienfelde
2018-06-12,,0,6,6,74,Marienfelde
2018-06-13,,0,6,6,61,Marienfelde
2018-06-14,,0,7,7,80,Marienfelde
2018-06-15,,0,12,12,74,Marienfelde
2018-06-16,,0,14,13,80,Marienfelde
2018-06-17,,0,8,7,94,Marienfelde
2018-06-18,,1,10,11,69,Marienfelde
2018-06-19,,0,8,8,71,Marienfelde
2018-06-20,,1,10,11,65,Marienfelde
2018-06-21,,0,10,10,67,Marienfelde
2018-06-22,,0,4,5,64,Marienfelde
2018-06-23,,0,2,3,62,Marienfelde
2018-06-24,,0,4,4,47,Marienfelde
2018-06-25,,1,6,7,49,Marienfelde
2018-06-26,,1,7,9,53,Marienfelde
2018-06-27,,1,6,8,71,Marienfelde
2018-06-28,,0,11,11,87,Marienfelde
2018-06-29,,0,10,10,92,Marienfelde
2018-06-30,,0,4,5,64,Marienfelde
2018-07-01,,0,4,3,65,Marienfelde
2018-07-02,,,,,,Marienfelde
2018-07-03,,1,10,12,80,Marienfelde
2018-07-04,,1,14,16,114,Marienfelde
2018-07-05,,2,17,20,106,Marienfelde
2018-07-06,,0,4,4,70,Marienfelde
2018-07-07,,1,3,3,77,Marienfelde
2018-07-08,,0,4,4,70,Marienfelde
2018-07-09,,0,5,6,66,Marienfelde
2018-07-10,,1,7,8,52,Marienfelde
2018-07-11,,1,13,15,67,Marienfelde
2018-07-12,,0,11,12,49,Marienfelde
2018-07-13,,1,10,12,58,Marienfelde
2018-07-14,,1,6,8,59,Marienfelde
2018-07-15,,1,9,10,59,Marienfelde
2018-07-16,,2,12,15,75,Marienfelde
2018-07-17,,2,15,17,67,Marienfelde
2018-07-18,,1,7,8,91,Marienfelde
2018-07-19,,1,9,11,77,Marienfelde
2018-07-20,,3,16,21,79,Marienfelde
2018-07-21,,0,10,10,90,Marienfelde
2018-07-22,,0,9,9,105,Marienfelde
2018-07-23,,1,7,8,76,Marienfelde
2018-07-24,,2,11,14,65,Marienfelde
2018-07-25,,1,12,13,63,Marienfelde
2018-07-26,,1,11,12,84,Marienfelde
2018-07-27,,0,8,9,85,Marienfelde
2018-07-28,,0,8,8,90,Marienfelde
2018-07-29,,0,7,7,98,Marienfelde
2018-07-30,,0,9,9,100,Marienfelde
2018-07-31,,0,9,10,112,Marienfelde
2018-08-01,,1,15,16,99,Marienfelde
2018-08-02,,0,10,10,105,Marienfelde
2018-08-03,,0,11,11,125,Marienfelde
2018-08-04,,0,7,7,129,Marienfelde
2018-08-05,,0,5,5,69,Marienfelde
2018-08-06,,1,12,14,70,Marienfelde
2018-08-07,,1,9,11,111,Marienfelde
2018-08-08,,1,9,10,123,Marienfelde
2018-08-09,,0,8,8,124,Marienfelde
2018-08-10,,0,10,11,73,Marienfelde
2018-08-11,,0,9,9,72,Marienfelde
2018-08-12,,0,9,10,81,Marienfelde
2018-08-13,,0,17,18,82,Marienfelde
2018-08-14,,,,,,Marienfelde
2018-08-15,,,,,,Marienfelde
2018-08-16,,,,,,Marienfelde
2018-08-17,,0,9,10,105,Marienfelde
2018-08-18,,0,8,8,80,Marienfelde
2018-08-19,,1,12,14,86,Marienfelde
2018-08-20,,1,13,14,51,Marienfelde
2018-08-21,,1,10,11,59,Marienfelde
2018-08-22,,2,17,19,72,Marienfelde
2018-08-23,,1,18,20,87,Marienfelde
2018-08-24,,1,12,13,58,Marienfelde
2018-08-25,,0,10,11,51,Marienfelde
2018-08-26,,0,7,7,58,Marienfelde
2018-08-27,,1,8,9,65,Marienfelde
2018-08-28,,1,11,12,54,Marienfelde
2018-08-29,,1,13,15,81,Marienfelde
2018-08-30,,1,11,12,71,Marienfelde
2018-08-31,,0,9,9,53,Marienfelde
2018-09-01,,3,15,19,55,Marienfelde
2018-09-02,,1,9,10,71,Marienfelde
2018-09-03,,0,10,10,87,Marienfelde
2018-09-04,,1,14,15,78,Marienfelde
2018-09-05,,0,11,11,70,Marienfelde
2018-09-06,,0,10,10,78,Marienfelde
2018-09-07,,1,14,15,70,Marienfelde
2018-09-08,,1,11,12,64,Marienfelde
2018-09-09,,1,13,14,75,Marienfelde
2018-09-10,,1,17,18,66,Marienfelde
2018-09-11,,1,11,13,68,Marienfelde
2018-09-12,,1,8,10,66,Marienfelde
2018-09-13,,1,14,15,40,Marienfelde
2018-09-14,,1,14,16,42,Marienfelde
2018-09-15,,1,9,10,51,Marienfelde
2018-09-16,,0,11,11,57,Marienfelde
2018-09-17,,1,19,20,73,Marienfelde
2018-09-18,,0,18,18,95,Marienfelde
2018-09-19,,1,14,15,90,Marienfelde
2018-09-20,,4,19,24,73,Marienfelde
2018-09-21,,0,9,9,78,Marienfelde
2018-09-22,,0,6,7,52,Marienfelde
2018-09-23,,0,8,8,45,Marienfelde
2018-09-24,,0,6,6,63,Marienfelde
2018-09-25,,0,14,15,53,Marienfelde
2018-09-26,,1,17,19,46,Marienfelde
2018-09-27,,1,23,25,38,Marienfelde
2018-09-28,,1,16,18,38,Marienfelde
2018-09-29,,2,13,16,38,Marienfelde
2018-09-30,,1,12,13,45,Marienfelde
2018-10-01,,11,22,39,28,Marienfelde
2018-10-02,,1,10,12,40,Marienfelde
2018-10-03,,0,4,5,65,Marienfelde
2018-10-04,,2,18,21,34,Marienfelde
2018-10-05,,2,18,21,41,Marienfelde
2018-10-06,,1,14,15,54,Marienfelde
2018-10-07,,0,17,18,38,Marienfelde
2018-10-08,,6,26,35,26,Marienfelde
2018-10-09,,5,27,34,20,Marienfelde
2018-10-10,,8,21,34,45,Marienfelde
2018-10-11,,1,18,20,69,Marienfelde
2018-10-12,,1,19,20,69,Marienfelde
2018-10-13,,1,19,20,61,Marienfelde
2018-10-14,,0,8,8,81,Marienfelde
2018-10-15,,1,18,20,66,Marienfelde
2018-10-16,,5,37,44,40,Marienfelde
2018-10-17,,13,45,64,22,Marienfelde
2018-10-18,,24,26,64,19,Marienfelde
2018-10-19,,2,24,26,36,Marienfelde
2018-10-20,,4,18,24,31,Marienfelde
2018-10-21,,1,12,13,33,Marienfelde
2018-10-22,,2,20,23,24,Marienfelde
2018-10-23,,1,10,11,41,Marienfelde
2018-10-24,,0,9,9,62,Marienfelde
2018-10-25,,1,5,6,55,Marienfelde
2018-10-26,,1,12,13,39,Marienfelde
2018-10-27,,0,9,9,48,Marienfelde
2018-10-28,,0,10,10,37,Marienfelde
2018-10-29,,1,9,10,25,Marienfelde
2018-10-30,,0,11,12,36,Marienfelde
2018-10-31,,1,16,18,37,Marienfelde
2018-11-01,,5,32,40,9,Marienfelde
2018-11-02,,4,23,29,18,Marienfelde
2018-11-03,,16,33,57,10,Marienfelde
2018-11-04,,1,16,18,13,Marienfelde
2018-11-05,,2,24,26,17,Marienfelde
2018-11-06,,1,20,22,27,Marienfelde
2018-11-07,,8,24,37,16,Marienfelde
2018-11-08,,27,27,68,5,Marienfelde
2018-11-09,,14,24,45,4,Marienfelde
2018-11-10,,1,15,17,9,Marienfelde
2018-11-11,,1,11,14,11,Marienfelde
2018-11-12,,3,19,23,14,Marienfelde
2018-11-13,,5,19,26,18,Marienfelde
2018-11-14,,10,25,40,19,Marienfelde
2018-11-15,,8,26,38,11,Marienfelde
2018-11-16,,3,19,23,22,Marienfelde
2018-11-17,,2,18,21,12,Marienfelde
2018-11-18,,10,26,40,15,Marienfelde
2018-11-19,,1,10,12,31,Marienfelde
2018-11-20,,1,10,11,36,Marienfelde
2018-11-21,,1,13,14,27,Marienfelde
2018-11-22,,1,13,14,29,Marienfelde
2018-11-23,,6,18,28,7,Marienfelde
2018-11-24,,18,21,49,0,Marienfelde
2018-11-25,,15,18,40,1,Marienfelde
2018-11-26,,1,15,17,21,Marienfelde
2018-11-27,,12,37,56,5,Marienfelde
2018-11-28,,6,24,32,25,Marienfelde
2018-11-29,,1,14,15,34,Marienfelde
2018-11-30,,1,14,15,29,Marienfelde
2018-12-01,,2,18,21,10,Marienfelde
2018-12-02,,0,10,10,26,Marienfelde
2018-12-03,,1,12,13,32,Marienfelde
2018-12-04,,1,9,9,50,Marienfelde
2018-12-05,,3,23,28,19,Marienfelde
2018-12-06,,1,18,19,20,Marienfelde
2018-12-07,,0,11,11,33,Marienfelde
2018-12-08,,0,5,5,57,Marienfelde
2018-12-09,,0,4,3,60,Marienfelde
2018-12-10,,0,4,5,64,Marienfelde
2018-12-11,,1,13,15,23,Marienfelde
2018-12-12,,4,28,34,10,Marienfelde
2018-12-13,,2,21,25,9,Marienfelde
2018-12-14,,0,16,17,20,Marienfelde
2018-12-15,,2,15,17,15,Marienfelde
2018-12-16,,1,11,12,22,Marienfelde
2018-12-17,,9,24,38,3,Marienfelde
2018-12-18,,3,25,29,6,Marienfelde
2018-12-19,,1,21,21,15,Marienfelde
2018-12-20,,4,21,28,8,Marienfelde
2018-12-21,,1,10,11,38,Marienfelde
2018-12-22,,1,8,9,43,Marienfelde
2018-12-23,,1,9,10,37,Marienfelde
2018-12-24,,0,9,9,38,Marienfelde
2018-12-25,,0,5,5,44,Marienfelde
2018-12-26,,0,7,7,34,Marienfelde
2018-12-27,,0,12,12,27,Marienfelde
2018-12-28,,0,12,12,33,Marienfelde
2018-12-29,,1,24,26,15,Marienfelde
2018-12-30,,0,6,6,55,Marienfelde
2018-12-31,,0,7,8,39,Marienfelde
2019-01-01,,0,3,4,60,Marienfelde
2019-01-02,,1,8,9,60,Marienfelde
2019-01-03,,1,24,25,34,Marienfelde
2019-01-04,,1,13,14,37,Marienfelde
2019-01-05,,0,10,10,46,Marienfelde
2019-01-06,,0,15,15,38,Marienfelde
2019-01-07,,2,16,20,20,Marienfelde
2019-01-08,,0,7,8,51,Marienfelde
2019-01-09,,0,13,13,44,Marienfelde
2019-01-10,,0,12,13,52,Marienfelde
2019-01-11,,1,13,15,37,Marienfelde
2019-01-12,,0,6,6,61,Marienfelde
2019-01-13,,1,2,3,64,Marienfelde
2019-01-14,,0,4,4,71,Marienfelde
2019-01-15,,0,9,9,53,Marienfelde
2019-01-16,,1,9,10,46,Marienfelde
2019-01-17,,0,9,9,51,Marienfelde
2019-01-18,,0,11,11,56,Marienfelde
2019-01-19,,2,21,24,31,Marienfelde
2019-01-20,,5,30,38,17,Marienfelde
2019-01-21,,1,21,22,28,Marienfelde
2019-01-22,,2,25,29,22,Marienfelde
2019-01-23,,2,22,25,33,Marienfelde
2019-01-24,,0,14,13,46,Marienfelde
2019-01-25,,2,16,18,36,Marienfelde
2019-01-26,,2,19,22,22,Marienfelde
2019-01-27,,1,7,8,46,Marienfelde
2019-01-28,,1,10,11,44,Marienfelde
2019-01-29,,0,14,14,40,Marienfelde
2019-01-30,,2,20,22,34,Marienfelde
2019-01-31,,2,28,31,25,Marienfelde
2019-02-01,,2,29,32,21,Marienfelde
2019-02-02,,3,25,29,13,Marienfelde
2019-02-03,,1,12,13,33,Marienfelde
2019-02-04,,3,16,20,36,Marienfelde
2019-02-05,,0,17,18,40,Marienfelde
2019-02-06,,1,16,17,39,Marienfelde
2019-02-07,,1,18,19,39,Marienfelde
2019-02-08,,1,11,12,47,Marienfelde
2019-02-09,,0,5,6,68,Marienfelde
2019-02-10,,0,5,5,64,Marienfelde
2019-02-11,,0,6,6,65,Marienfelde
2019-02-12,,0,12,12,65,Marienfelde
2019-02-13,,1,17,18,33,Marienfelde
2019-02-14,,2,25,28,34,Marienfelde
2019-02-15,,12,38,56,19,Marienfelde
2019-02-16,,1,25,26,39,Marienfelde
2019-02-17,,2,30,33,27,Marienfelde
2019-02-18,,4,31,37,30,Marienfelde
2019-02-19,,1,16,17,47,Marienfelde
2019-02-20,,0,12,12,56,Marienfelde
2019-02-21,,1,17,18,42,Marienfelde
2019-02-22,,0,14,14,53,Marienfelde
2019-02-23,,1,17,18,48,Marienfelde
2019-02-24,,2,29,33,31,Marienfelde
2019-02-25,,8,33,46,29,Marienfelde
2019-02-26,,6,31,40,24,Marienfelde
2019-02-27,,17,29,56,32,Marienfelde
2019-02-28,,2,22,25,39,Marienfelde
2019-03-01,,1,17,20,36,Marienfelde
2019-03-02,,0,11,11,49,Marienfelde
2019-03-03,,0,5,5,54,Marienfelde
2019-03-04,,0,6,6,71,Marienfelde
2019-03-05,,0,9,9,64,Marienfelde
2019-03-06,,1,10,11,55,Marienfelde
2019-03-07,,0,8,9,64,Marienfelde
2019-03-08,,0,5,5,74,Marienfelde
2019-03-09,,0,5,5,73,Marienfelde
2019-03-10,,0,6,7,76,Marienfelde
2019-03-11,,1,8,8,69,Marienfelde
2019-03-12,,0,7,7,71,Marienfelde
2019-03-13,,0,5,5,78,Marienfelde
2019-03-14,,0,5,6,69,Marienfelde
2019-03-15,,0,6,5,77,Marienfelde
2019-03-16,,1,4,5,74,Marienfelde
2019-03-17,,1,4,6,76,Marienfelde
2019-03-18,,0,7,7,74,Marienfelde
2019-03-19,,1,11,12,66,Marienfelde
2019-03-20,,2,17,21,56,Marienfelde
2019-03-21,,2,19,21,40,Marienfelde
2019-03-22,,6,21,31,24,Marienfelde
2019-03-23,,2,12,15,40,Marienfelde
2019-03-24,,1,14,15,59,Marienfelde
2019-03-25,,1,13,14,60,Marienfelde
2019-03-26,,0,8,8,68,Marienfelde
2019-03-27,,0,7,7,65,Marienfelde
2019-03-28,,0,11,12,49,Marienfelde
2019-03-29,,1,15,16,43,Marienfelde
2019-03-30,,1,13,14,56,Marienfelde
2019-03-31,,0,10,10,73,Marienfelde
2019-04-01,,2,18,20,67,Marienfelde
2019-04-02,,1,12,13,75,Marienfelde
2019-04-03,,1,19,20,80,Marienfelde
2019-04-04,,1,16,16,87,Marienfelde
2019-04-05,,1,19,21,45,Marienfelde
2019-04-06,,0,17,17,86,Marienfelde
2019-04-07,,0,12,12,97,Marienfelde
2019-04-08,,4,21,27,88,Marienfelde
2019-04-09,,1,12,13,84,Marienfelde
2019-04-10,,0,13,13,75,Marienfelde
2019-04-11,,0,10,10,70,Marienfelde
2019-04-12,,0,10,10,66,Marienfelde
2019-04-13,,0,9,9,72,Marienfelde
2019-04-14,,0,9,9,66,Marienfelde
2019-04-15,,,,,,Marienfelde
2019-04-16,,,,,,Marienfelde
2019-04-17,,1,15,16,86,Marienfelde
2019-04-18,,1,16,18,95,Marienfelde
2019-04-19,,1,9,10,110,Marienfelde
2019-04-20,,1,17,19,91,Marienfelde
2019-04-21,,0,10,10,99,Marienfelde
2019-04-22,,0,7,7,102,Marienfelde
2019-04-23,,1,6,7,103,Marienfelde
2019-04-24,,1,6,7,82,Marienfelde
2019-04-25,,0,8,9,93,Marienfelde
2019-04-26,,0,9,9,96,Marienfelde
2019-04-27,,1,6,8,71,Marienfelde
2019-04-28,,1,6,7,67,Marienfelde
2019-04-29,,1,9,11,65,Marienfelde
2019-04-30,,1,16,16,83,Marienfelde
2019-05-01,,1,9,10,78,Marienfelde
2019-05-02,,1,6,8,82,Marienfelde
2019-05-03,,1,4,5,88,Marienfelde
2019-05-04,,0,6,6,73,Marienfelde
2019-05-05,,0,9,9,68,Marienfelde
2019-05-06,,1,7,7,78,Marienfelde
2019-05-07,,1,6,7,71,Marienfelde
2019-05-08,,1,11,13,81,Marienfelde
2019-05-09,,,,,,Marienfelde
2019-05-10,,1,10,11,72,Marienfelde
2019-05-11,,0,12,13,66,Marienfelde
2019-05-12,,0,6,7,80,Marienfelde
2019-05-13,,1,10,12,68,Marienfelde
2019-05-14,,1,9,10,70,Marienfelde
2019-05-15,,1,10,12,72,Marienfelde
2019-05-16,,1,13,14,43,Marienfelde
2019-05-17,,3,11,16,53,Marienfelde
2019-05-18,,1,10,10,73,Marienfelde
2019-05-19,,1,12,13,76,Marienfelde
2019-05-20,,1,11,13,63,Marienfelde
2019-05-21,,1,11,12,73,Marienfelde
2019-05-22,,0,7,7,67,Marienfelde
2019-05-23,,1,9,10,75,Marienfelde
2019-05-24,,1,13,14,91,Marienfelde
2019-05-25,,1,7,8,71,Marienfelde
2019-05-26,,1,9,11,69,Marienfelde
2019-05-27,,0,13,13,55,Marienfelde
2019-05-28,,1,13,14,63,Marienfelde
2019-05-29,,1,9,10,80,Marienfelde
2019-05-30,,1,6,7,76,Marienfelde
2019-05-31,,1,9,10,52,Marienfelde
2019-06-01,,0,9,9,67,Marienfelde
2019-06-02,,0,7,7,84,Marienfelde
2019-06-03,,0,7,7,100,Marienfelde
2019-06-04,,0,10,10,102,Marienfelde
2019-06-05,,1,7,8,107,Marienfelde
2019-06-06,,0,7,7,88,Marienfelde
2019-06-07,,1,7,8,79,Marienfelde
2019-06-08,,0,6,6,80,Marienfelde
2019-06-09,,0,6,6,80,Marienfelde
2019-06-10,,1,8,9,85,Marienfelde
2019-06-11,,1,7,8,92,Marienfelde
2019-06-12,,1,7,8,82,Marienfelde
2019-06-13,,1,7,9,67,Marienfelde
2019-06-14,,1,9,10,99,Marienfelde
2019-06-15,,0,5,5,114,Marienfelde
2019-06-16,,1,4,5,95,Marienfelde
2019-06-17,,1,9,11,88,Marienfelde
2019-06-18,,0,8,8,97,Marienfelde
2019-06-19,,1,9,9,109,Marienfelde
2019-06-20,,0,6,7,86,Marienfelde
2019-06-21,,0,7,7,76,Marienfelde
2019-06-22,,0,6,6,81,Marienfelde
2019-06-23,,0,4,4,93,Marienfelde
2019-06-24,,0,7,8,95,Marienfelde
2019-06-25,,0,7,7,119,Marienfelde
2019-06-26,,1,10,10,131,Marienfelde
2019-06-27,,0,4,5,83,Marienfelde
2019-06-28,,1,6,7,72,Marienfelde
2019-06-29,,1,8,9,92,Marienfelde
2019-06-30,,0,9,9,114,Marienfelde
2019-07-01,,0,5,5,95,Marienfelde
2019-07-02,,0,3,3,71,Marienfelde
2019-07-03,,0,4,4,69,Marienfelde
2019-07-04,,0,5,5,71,Marienfelde
2019-07-05,,0,5,6,65,Marienfelde
2019-07-06,,0,6,7,60,Marienfelde
2019-07-07,,0,3,4,61,Marienfelde
2019-07-08,,1,4,5,66,Marienfelde
2019-07-09,,0,5,5,62,Marienfelde
2019-07-10,,0,5,5,58,Marienfelde
2019-07-11,,1,9,11,68,Marienfelde
2019-07-12,,1,10,11,58,Marienfelde
2019-07-13,,0,9,8,61,Marienfelde
2019-07-14,,0,5,5,58,Marienfelde
2019-07-15,,0,5,5,60,Marienfelde
2019-07-16,,0,5,5,54,Marienfelde
2019-07-17,,1,7,8,61,Marienfelde
2019-07-18,,1,10,11,76,Marienfelde
2019-07-19,,1,11,13,78,Marienfelde
2019-07-20,,1,7,8,77,Marienfelde
2019-07-21,,0,5,6,68,Marienfelde
2019-07-22,,2,11,14,68,Marienfelde
2019-07-23,,1,10,11,65,Marienfelde
2019-07-24,,2,16,18,71,Marienfelde
2019-07-25,,1,10,11,77,Marienfelde
2019-07-26,,0,6,7,74,Marienfelde
2019-07-27,,0,5,5,82,Marienfelde
2019-07-28,,0,7,7,102,Marienfelde
2019-07-29,,1,12,13,97,Marienfelde
2019-07-30,,0,7,7,65,Marienfelde
2019-07-31,,2,10,12,51,Marienfelde
2019-08-01,,1,11,12,58,Marienfelde
2019-08-02,,1,13,13,48,Marienfelde
2019-08-03,,2,11,14,52,Marienfelde
2019-08-04,,0,9,9,56,Marienfelde
2019-08-05,,1,14,14,63,Marienfelde
2019-08-06,,1,13,15,72,Marienfelde
2019-08-07,,1,12,13,54,Marienfelde
2019-08-08,,1,9,10,67,Marienfelde
2019-08-09,,1,10,12,76,Marienfelde
2019-08-10,,0,4,5,72,Marienfelde
2019-08-11,,1,6,8,78,Marienfelde
2019-08-12,,0,6,7,81,Marienfelde
2019-08-13,,0,6,6,76,Marienfelde
2019-08-14,,0,10,10,71,Marienfelde
2019-08-15,,1,10,11,66,Marienfelde
2019-08-16,,1,8,9,54,Marienfelde
2019-08-17,,0,8,8,67,Marienfelde
2019-08-18,,0,6,5,49,Marienfelde
2019-08-19,,1,11,12,49,Marienfelde
2019-08-20,,1,16,17,59,Marienfelde
2019-08-21,,1,12,14,67,Marienfelde
2019-08-22,,1,17,19,73,Marienfelde
2019-08-23,,1,11,12,87,Marienfelde
2019-08-24,,1,11,12,91,Marienfelde
2019-08-25,,0,6,6,100,Marienfelde
2019-08-26,,1,15,16,83,Marienfelde
2019-08-27,,1,12,14,80,Marienfelde
2019-08-28,,1,9,10,90,Marienfelde
2019-08-29,,2,13,17,86,Marienfelde
2019-08-30,,0,11,11,104,Marienfelde
2019-08-31,,0,9,9,110,Marienfelde
2019-09-01,,0,6,5,103,Marienfelde
2019-09-02,,0,7,7,66,Marienfelde
2019-09-03,,1,17,18,51,Marienfelde
2019-09-04,,1,11,12,75,Marienfelde
2019-09-05,,0,5,6,65,Marienfelde
2019-09-06,,0,9,9,59,Marienfelde
2019-09-07,,1,13,14,52,Marienfelde
2019-09-08,,1,11,12,57,Marienfelde
